Sample	theta_A	theta_B	theta_C	theta_ANC	theta_ROOT	tau_ANC	tau_ROOT	m_A->B	m_B->A	m_A->C	m_C->A	m_B->C	m_C->B	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
4140	 7.52394	 8.37526	 5.73662	 3.44919	 1.57029	 4.07174	11.96040	 0.00053	 3.18090	 2.32753	 0.44168	 0.00002	 0.65177	-1316.260666	-2863327.767251	230806.434488
4150	 7.70064	 8.37992	 5.31442	 3.55671	 1.64327	 4.07225	12.02404	 0.00052	 3.17913	 2.36294	 0.45444	 0.00001	 0.60962	-1316.662514	-2863464.230731	230139.202070
4160	 7.39916	 9.10046	 5.35929	 3.79237	 1.85355	 4.15303	12.05164	 0.00024	 3.11665	 2.31650	 0.44723	 0.00001	 0.55808	-1317.588551	-2863192.699849	228015.597965
4170	 7.30438	 9.03837	 5.40866	 3.65322	 1.99913	 4.13135	11.93499	 0.00027	 3.18802	 2.32866	 0.43329	 0.00002	 0.56100	-1317.028669	-2863381.604237	229324.266214
4180	 7.27356	 8.73453	 5.46888	 3.77875	 1.93238	 4.14805	11.99407	 0.00036	 3.17232	 2.34634	 0.43116	 0.00002	 0.55824	-1316.587321	-2863351.323069	230176.681302
4190	 8.04207	 8.99582	 5.32292	 3.60717	 1.86442	 4.18837	11.81403	 0.00026	 3.14335	 2.32491	 0.36069	 0.00002	 0.55314	-1317.211840	-2863346.163314	228922.482940
4200	 8.25645	 9.04995	 5.20881	 3.65181	 1.94712	 4.21034	11.71782	 0.00027	 3.12455	 2.31101	 0.38515	 0.00002	 0.57003	-1317.061584	-2863461.075200	229337.907083
4210	 7.96735	 9.08228	 5.28550	 3.42636	 1.71429	 4.31769	11.91228	 0.00042	 3.04902	 2.25514	 0.41428	 0.00002	 0.58841	-1316.680232	-2863343.095748	229982.630951
4220	 7.88443	 8.62479	 5.25672	 3.33876	 1.82472	 4.28675	11.53833	 0.00024	 3.09829	 2.27142	 0.41709	 0.00003	 0.58374	-1316.952932	-2863550.865497	229645.000863
4230	 7.54102	 9.16703	 5.37155	 3.16340	 2.21504	 4.37348	11.79011	 0.00018	 3.03213	 2.24958	 0.38859	 0.00002	 0.56446	-1317.336051	-2863546.181534	228874.079414
4240	 7.58006	 8.75245	 5.39436	 3.33756	 2.02153	 4.32393	11.96525	 0.00016	 3.00182	 2.27886	 0.35445	 0.00001	 0.54785	-1317.326026	-2863478.016696	228825.964272
4250	 7.67512	 9.17323	 5.23423	 3.18789	 2.04177	 4.36824	11.72570	 0.00020	 2.90533	 2.25314	 0.37487	 0.00001	 0.53800	-1318.010734	-2863499.418176	227477.950121
4260	 8.02211	 9.21578	 5.25851	 3.17013	 2.24117	 4.38771	11.56069	 0.00023	 2.89192	 2.24274	 0.36821	 0.00001	 0.53552	-1318.156608	-2863385.446757	227072.230560
4270	 7.88572	 9.25047	 4.97138	 3.12337	 2.33691	 4.32064	11.79711	 0.00027	 3.09215	 2.27632	 0.31407	 0.00001	 0.61863	-1317.182937	-2863373.859040	229007.984121
4280	 7.85518	 8.86183	 4.96948	 3.19190	 2.70561	 4.24452	11.90291	 0.00013	 3.14635	 2.44477	 0.37630	 0.00002	 0.56720	-1316.390904	-2863365.680938	230583.872765
4290	 7.55063	 8.92746	 5.06923	 3.04076	 2.76238	 4.27081	11.71243	 0.00018	 3.12686	 2.42963	 0.41016	 0.00002	 0.55139	-1315.964665	-2863238.530233	231309.199998
4300	 7.27146	 8.97583	 5.31056	 3.33001	 2.68444	 4.30219	11.73433	 0.00010	 3.10159	 2.40998	 0.40684	 0.00002	 0.54693	-1317.044930	-2863211.268442	229121.409153
4310	 7.46505	 8.90807	 5.15976	 3.01207	 2.84915	 4.37138	11.68346	 0.00007	 3.05249	 2.37184	 0.41454	 0.00002	 0.59429	-1316.377243	-2863232.855767	230478.370125
4320	 7.37837	 8.62458	 5.12807	 2.99214	 2.93025	 4.30029	11.68292	 0.00005	 3.10296	 2.41105	 0.40153	 0.00003	 0.59968	-1316.074558	-2863178.948863	231029.833771
4330	 7.55270	 8.28569	 5.52244	 3.07454	 2.93242	 4.40860	11.97047	 0.00005	 3.02842	 2.40544	 0.32127	 0.00001	 0.58527	-1316.072181	-2863235.857597	231091.495120
4340	 6.98435	 8.54579	 5.46803	 2.92000	 2.80577	 4.40869	11.70010	 0.00008	 3.02836	 2.40539	 0.38898	 0.00002	 0.62551	-1316.043555	-2863206.299330	231119.189156
4350	 7.40472	 8.91304	 5.38867	 2.73190	 2.66926	 4.48867	11.46060	 0.00005	 2.97067	 2.35957	 0.38157	 0.00001	 0.57265	-1316.515271	-2863377.011492	230346.470401
4360	 7.08988	 8.70673	 5.26095	 2.78180	 2.84444	 4.52328	11.56676	 0.00005	 2.94341	 2.33792	 0.38144	 0.00001	 0.56739	-1316.180861	-2863261.621541	230899.898559
4370	 7.30532	 8.58169	 5.46675	 2.72554	 2.98505	 4.66913	11.73900	 0.00008	 2.81724	 2.26489	 0.44155	 0.00001	 0.54967	-1316.897709	-2863333.145086	229537.727101
4380	 7.50778	 8.97487	 5.25634	 2.78963	 3.07338	 4.61324	11.59849	 0.00006	 2.85137	 2.24266	 0.44690	 0.00001	 0.56573	-1316.537086	-2863211.238419	230137.067183
4390	 7.71446	 8.85218	 5.16703	 2.83060	 2.71811	 4.66991	11.51860	 0.00007	 2.81678	 2.21545	 0.42554	 0.00000	 0.55659	-1317.206613	-2863237.559702	228824.333075
4400	 7.76949	 8.50889	 5.47986	 2.63310	 2.95472	 4.67861	11.54008	 0.00005	 2.72568	 2.21133	 0.40593	 0.00001	 0.56188	-1317.240114	-2863303.022545	228822.793560
4410	 8.00731	 8.62361	 5.43169	 2.60905	 2.89125	 4.58070	11.70298	 0.00005	 2.78394	 2.20354	 0.38882	 0.00000	 0.57389	-1317.041381	-2863386.556758	229303.794545
4420	 7.61436	 8.80605	 5.13842	 2.48752	 3.18783	 4.50644	11.64021	 0.00010	 2.91637	 2.23985	 0.39523	 0.00000	 0.59599	-1316.555270	-2863236.736512	230126.195938
4430	 7.56584	 8.66048	 4.81836	 2.57346	 3.15263	 4.54732	11.51732	 0.00006	 2.92013	 2.21877	 0.39151	 0.00000	 0.59038	-1316.455872	-2863405.449776	230493.706355
4440	 8.09886	 8.91350	 5.17046	 2.70343	 3.25275	 4.62227	11.51891	 0.00008	 2.87278	 2.18279	 0.35430	 0.00000	 0.59929	-1316.793026	-2863169.628484	229583.577254
4450	 8.02460	 8.81814	 5.29596	 2.49149	 3.72560	 4.57418	11.23426	 0.00006	 2.89936	 2.26210	 0.34057	 0.00000	 0.57079	-1316.745065	-2863260.777499	229770.647217
4460	 8.55683	 8.49240	 4.99279	 2.62569	 4.16150	 4.61493	11.33786	 0.00010	 2.87287	 2.24143	 0.34334	 0.00000	 0.54103	-1316.423712	-2863163.970978	230316.547064
4470	 8.02954	 8.19228	 5.36400	 2.57971	 4.22002	 4.58522	11.24460	 0.00013	 2.89670	 2.26003	 0.35566	 0.00000	 0.54552	-1316.649572	-2863224.663345	229925.519323
4480	 7.87452	 8.13635	 5.31034	 2.68804	 4.47803	 4.55504	10.92839	 0.00013	 2.91661	 2.27556	 0.34146	 0.00001	 0.60200	-1316.563180	-2863227.720903	230101.361522
4490	 8.12750	 8.47966	 5.45085	 2.43986	 4.52986	 4.45327	10.68536	 0.00020	 2.97977	 2.32484	 0.37516	 0.00000	 0.56547	-1316.232928	-2863305.736042	230839.880547
4500	 8.30259	 8.29556	 5.31453	 2.33883	 4.42841	 4.39174	10.66890	 0.00014	 2.97219	 2.10916	 0.36730	 0.00000	 0.57340	-1317.143128	-2863249.130550	228962.874849
4510	 8.16981	 8.30654	 5.42672	 2.25573	 4.43645	 4.48333	10.68654	 0.00013	 2.91074	 2.09703	 0.35754	 0.00000	 0.56154	-1317.515286	-2863368.581372	228338.009320
4520	 8.06530	 8.79379	 5.57385	 2.34417	 4.56732	 4.62026	10.76526	 0.00013	 2.81914	 2.03103	 0.33888	 0.00000	 0.51138	-1318.564911	-2863407.620881	226277.798894
4530	 8.22985	 8.93759	 5.69459	 2.26971	 4.78534	 4.50734	10.51278	 0.00014	 2.88684	 2.11688	 0.39227	 0.00000	 0.58829	-1317.724187	-2863338.680728	227890.307718
4540	 7.91244	 8.79066	 5.60271	 2.30679	 5.11042	 4.42422	10.14878	 0.00019	 2.93509	 2.15226	 0.38246	 0.00000	 0.66631	-1317.368622	-2863288.842443	228551.598207
4550	 8.21223	 8.53956	 5.45685	 2.54439	 5.35936	 4.44208	10.32098	 0.00019	 3.05646	 2.14361	 0.43039	 0.00000	 0.58597	-1316.796155	-2863352.027899	229759.717944
4560	 7.57251	 8.47460	 5.09798	 2.45342	 5.68022	 4.36193	10.13996	 0.00021	 3.11102	 2.19172	 0.46158	 0.00000	 0.64246	-1316.215469	-2863233.002031	230802.064176
4570	 7.80979	 8.85726	 5.22264	 2.68184	 5.69069	 4.44228	10.32505	 0.00037	 2.91384	 2.15243	 0.45331	 0.00000	 0.63095	-1317.695916	-2863219.925841	227828.093197
4580	 7.68348	 8.22451	 5.32446	 2.66670	 5.51155	 4.28857	 9.85208	 0.00050	 3.02061	 2.23130	 0.43092	 0.00000	 0.61821	-1317.440013	-2863234.414708	228354.388532
4590	 7.87090	 8.54859	 5.34424	 2.65357	 5.94113	 4.45478	10.27873	 0.00041	 2.90610	 2.14671	 0.41459	 0.00000	 0.59478	-1317.689262	-2863292.651114	227914.128058
4600	 8.10784	 7.96349	 5.44222	 2.63674	 5.83937	 4.35674	 9.99271	 0.00063	 2.84719	 2.19271	 0.41715	 0.00000	 0.60752	-1317.488563	-2863300.417263	228323.292112
4610	 7.93047	 8.42445	 5.40161	 2.74624	 5.86874	 4.42340	10.13210	 0.00083	 2.80802	 2.19877	 0.42658	 0.00000	 0.55933	-1318.454325	-2863252.547589	226343.897119
4620	 7.48886	 8.57976	 5.43260	 2.72044	 5.31715	 4.36442	10.09022	 0.00112	 2.84229	 2.22560	 0.46039	 0.00000	 0.61192	-1318.537355	-2863306.532310	226231.821881
4630	 7.50143	 8.81896	 5.38739	 2.79059	 5.71339	 4.23929	 9.50773	 0.00108	 2.92873	 2.17415	 0.44713	 0.00000	 0.61469	-1318.354818	-2863436.377891	226726.742152
4640	 8.23623	 8.84152	 5.47801	 2.75426	 5.50496	 4.24472	 9.53204	 0.00087	 2.92126	 2.16861	 0.50022	 0.00000	 0.61312	-1318.393387	-2863340.678394	226553.905004
4650	 8.02161	 9.03287	 5.40470	 2.92798	 5.27007	 4.25975	 9.56925	 0.00131	 2.91461	 2.15504	 0.46394	 0.00000	 0.58237	-1318.541194	-2863254.316289	226171.927507
4660	 8.31033	 9.25299	 5.62420	 2.80148	 5.62584	 4.26438	 9.57331	 0.00135	 2.91338	 2.09783	 0.44158	 0.00000	 0.58153	-1318.550999	-2863353.596600	226251.598176
4670	 7.81868	 8.72697	 5.73030	 2.82664	 6.03407	 4.22149	 9.47588	 0.00182	 2.94333	 2.08659	 0.49124	 0.00000	 0.62732	-1318.606958	-2863205.842286	225991.925732
4680	 7.62581	 8.75776	 5.66222	 2.96881	 6.08351	 4.29907	 9.63728	 0.00139	 2.89269	 2.05070	 0.47690	 0.00000	 0.58440	-1318.339187	-2863224.765599	226546.392349
4690	 7.69693	 8.51003	 5.42973	 2.89238	 6.03173	 4.28055	 9.46760	 0.00180	 3.04639	 2.06164	 0.53866	 0.00000	 0.58752	-1317.933264	-2863346.549759	227480.022426
4700	 7.53232	 8.58320	 5.49367	 2.91249	 6.22003	 4.10026	 9.07381	 0.00177	 3.17860	 2.15112	 0.56203	 0.00000	 0.61302	-1318.121491	-2863258.292063	227015.309755
4710	 7.49408	 8.24918	 5.68377	 3.08851	 6.56766	 4.13231	 8.90129	 0.00181	 3.15394	 1.94800	 0.52593	 0.00000	 0.60827	-1319.034473	-2863323.947128	225255.001232
4720	 7.27527	 8.63726	 5.83019	 3.09827	 6.61592	 4.04588	 8.71892	 0.00147	 3.14236	 1.98874	 0.51369	 0.00000	 0.65306	-1318.566910	-2863325.535991	226191.716720
4730	 7.86126	 8.66050	 5.85879	 3.19542	 6.62228	 4.13780	 8.72876	 0.00078	 3.03932	 1.94438	 0.51772	 0.00000	 0.65688	-1318.977030	-2863354.046305	225399.985887
4740	 7.51556	 9.06780	 5.68502	 3.03476	 6.25548	 4.11029	 8.67074	 0.00048	 3.28797	 1.95739	 0.56580	 0.00000	 0.62830	-1318.293419	-2863381.396572	226794.558258
4750	 7.61046	 8.75576	 6.02838	 3.08286	 6.50510	 4.06147	 8.46826	 0.00052	 3.32750	 1.84920	 0.54240	 0.00000	 0.63585	-1318.978235	-2863419.742062	225463.272759
4760	 7.47363	 9.35242	 6.01145	 3.17741	 6.49388	 4.09974	 8.54180	 0.00048	 3.29885	 1.83328	 0.58333	 0.00000	 0.61808	-1318.943006	-2863341.882000	225455.870505
4770	 7.86833	 9.17243	 5.96428	 3.21011	 6.82209	 4.02083	 8.40740	 0.00055	 3.36358	 1.86925	 0.60060	 0.00000	 0.63021	-1319.417775	-2863282.880803	224447.330755
4780	 8.02216	 9.19504	 5.73934	 3.40514	 6.61894	 4.02414	 8.44113	 0.00057	 3.36358	 1.83498	 0.60060	 0.00000	 0.62136	-1319.718790	-2863385.510350	223947.930624
4790	 7.41257	 9.11176	 5.82905	 3.41629	 6.76849	 4.07562	 8.54584	 0.00052	 3.31648	 1.74178	 0.53318	 0.00000	 0.61266	-1320.055451	-2863346.379644	223235.478291
4800	 6.99209	 9.01866	 6.07119	 3.38172	 6.82500	 4.02189	 8.33503	 0.00049	 3.22660	 1.82321	 0.53388	 0.00000	 0.61090	-1320.331624	-2863464.578954	222801.330246
4810	 7.67477	 8.85093	 6.24500	 3.45131	 6.58465	 3.94516	 8.18001	 0.00054	 3.17801	 1.85776	 0.56678	 0.00000	 0.62248	-1320.546274	-2863347.180354	222254.631590
4820	 7.30352	 8.72742	 6.02015	 3.55829	 7.13932	 3.80278	 7.76303	 0.00042	 3.29743	 1.85862	 0.61124	 0.00000	 0.64587	-1320.210137	-2863430.364882	223010.091151
4830	 7.74944	 8.88763	 6.13410	 3.58215	 7.12639	 3.84371	 7.84124	 0.00044	 3.43187	 1.83854	 0.60464	 0.00000	 0.63889	-1320.652656	-2863189.904051	221884.592145
4840	 7.96983	 9.29785	 6.28936	 3.97798	 7.22428	 3.86405	 7.88698	 0.00039	 3.41196	 1.82788	 0.63442	 0.00000	 0.63519	-1320.158668	-2863410.437731	223093.101148
4850	 7.98130	 9.40744	 6.01830	 3.65727	 7.44156	 3.71725	 7.59414	 0.00059	 3.32945	 1.83751	 0.71636	 0.00000	 0.57792	-1320.775101	-2863307.075364	221756.873318
4860	 7.82163	 9.26892	 5.99745	 3.81932	 7.16371	 3.67291	 7.49144	 0.00048	 3.44928	 1.85752	 0.72618	 0.00000	 0.58584	-1320.322492	-2863285.915052	222640.931527
4870	 7.75646	 9.39129	 6.27634	 4.07048	 7.49661	 3.72611	 7.59034	 0.00039	 3.45119	 1.83331	 0.71671	 0.00000	 0.59468	-1321.323746	-2863415.737566	220768.246069
4880	 7.47009	 8.74684	 6.37647	 4.26771	 7.36166	 3.62268	 7.23337	 0.00060	 3.55236	 1.81835	 0.73772	 0.00000	 0.61212	-1321.332195	-2863502.939395	220838.548747
4890	 7.06504	 8.85877	 6.25961	 4.36361	 7.27683	 3.57183	 7.12820	 0.00083	 3.60477	 1.84517	 0.64752	 0.00000	 0.62115	-1321.326549	-2863330.495468	220677.396516
4900	 7.10655	 9.03324	 6.35703	 4.30042	 6.99779	 3.52650	 7.03635	 0.00064	 3.65183	 1.86926	 0.68917	 0.00001	 0.66769	-1321.097878	-2863342.570325	221146.814653
4910	 6.85845	 8.98367	 6.10840	 4.80656	 7.02456	 3.54877	 7.03469	 0.00070	 3.62891	 1.78336	 0.73013	 0.00001	 0.59453	-1321.841549	-2863358.424604	219675.327072
4920	 7.57680	 8.87863	 6.34764	 4.65797	 7.26871	 3.68291	 7.11858	 0.00072	 3.49774	 1.71889	 0.75075	 0.00000	 0.57304	-1321.784269	-2863438.894009	219870.356733
4930	 7.14406	 8.97319	 6.16085	 4.95552	 7.29308	 3.66431	 7.08263	 0.00069	 3.51549	 1.59896	 0.74204	 0.00000	 0.63642	-1322.580478	-2863313.403343	218152.448237
4940	 7.62958	 8.52943	 6.37102	 4.98699	 7.53110	 3.57972	 6.89010	 0.00069	 3.59600	 1.63559	 0.69427	 0.00000	 0.68922	-1322.677087	-2863463.014650	218108.839987
4950	 7.38728	 8.66096	 6.20002	 5.08850	 7.19039	 3.58524	 6.80466	 0.00097	 3.59355	 1.63447	 0.70192	 0.00000	 0.63274	-1323.203983	-2863338.648738	216930.682047
4960	 7.21725	 8.80682	 6.23600	 5.22149	 7.98288	 3.57320	 6.79083	 0.00107	 3.60087	 1.63780	 0.69699	 0.00000	 0.62538	-1322.955095	-2863351.062983	217440.873518
4970	 7.34372	 8.67897	 6.47019	 5.19516	 7.61227	 3.62370	 6.89196	 0.00075	 3.54803	 1.61377	 0.72800	 0.00000	 0.61621	-1323.348790	-2863397.327880	216699.748253
4980	 7.01465	 8.98604	 6.30379	 5.14886	 7.84916	 3.59273	 6.83308	 0.00078	 3.54028	 1.62767	 0.77574	 0.00000	 0.62152	-1323.266196	-2863340.836269	216808.443441
4990	 7.27366	 8.77942	 6.40381	 4.95901	 7.27861	 3.54540	 6.74761	 0.00051	 3.54243	 1.55203	 0.77612	 0.00000	 0.65408	-1323.513892	-2863430.706312	216402.922554
5000	 7.31145	 8.47213	 6.07415	 5.08147	 7.41884	 3.46390	 6.63219	 0.00054	 3.62295	 1.50094	 0.71879	 0.00000	 0.61903	-1324.452993	-2863478.472199	214572.485992
5010	 7.63105	 8.86584	 5.99738	 5.26278	 7.24844	 3.48580	 6.67131	 0.00051	 3.60171	 1.57072	 0.69252	 0.00000	 0.58203	-1324.238013	-2863411.679320	214935.653348
5020	 6.82368	 8.84591	 6.39608	 5.42459	 7.40929	 3.47556	 6.58423	 0.00057	 3.60982	 1.56208	 0.75937	 0.00001	 0.61029	-1324.065835	-2863460.982468	215329.312376
5030	 7.04913	 9.20655	 6.60054	 4.86538	 7.35003	 3.49462	 6.53634	 0.00044	 3.59385	 1.55517	 0.67113	 0.00001	 0.52375	-1324.747007	-2863507.909341	214013.894361
5040	 7.83667	 9.16914	 6.98486	 5.34070	 7.32740	 3.47705	 6.51314	 0.00024	 3.60816	 1.60577	 0.79436	 0.00001	 0.52584	-1324.059859	-2863501.143584	215381.425638
5050	 7.20591	 9.03129	 6.60591	 4.64663	 7.46946	 3.34588	 6.26744	 0.00038	 3.74961	 1.50580	 0.73117	 0.00001	 0.54646	-1325.388156	-2863438.070676	212661.758954
5060	 7.07038	 8.85399	 6.81608	 5.06658	 7.49878	 3.39325	 6.39655	 0.00038	 3.69777	 1.48498	 0.72106	 0.00001	 0.53890	-1325.112296	-2863459.784460	213235.191594
5070	 7.29312	 8.77529	 6.79846	 5.29699	 7.67861	 3.36660	 6.34784	 0.00046	 3.55801	 1.45056	 0.72659	 0.00001	 0.60367	-1324.801259	-2863570.606077	213968.088232
5080	 7.12007	 9.01711	 6.68569	 5.42076	 7.99460	 3.29236	 6.21388	 0.00058	 3.63471	 1.48183	 0.83982	 0.00001	 0.60624	-1325.649000	-2863294.261175	211996.261634
5090	 7.17008	 9.28565	 7.14671	 5.36140	 7.51209	 3.30560	 6.13925	 0.00040	 3.62305	 1.47707	 0.83712	 0.00001	 0.57635	-1325.627212	-2863492.296372	212237.873325
5100	 7.09956	 9.41397	 7.28399	 5.47183	 8.13800	 3.33125	 6.18367	 0.00049	 3.59702	 1.46646	 0.89474	 0.00000	 0.53234	-1325.840922	-2863324.738132	211642.894170
5110	 6.88004	 9.43943	 7.05327	 5.84653	 7.90913	 3.22373	 5.98724	 0.00036	 3.71503	 1.52884	 0.92409	 0.00000	 0.53976	-1325.723822	-2863438.247950	211990.604382
5120	 6.90924	 9.59114	 7.23739	 5.15653	 8.28720	 3.26674	 5.97845	 0.00034	 3.67338	 1.51170	 0.85894	 0.00000	 0.53370	-1325.995420	-2863450.644069	211459.803989
5130	 7.13590	 9.74445	 7.22540	 5.32790	 8.05817	 3.27190	 5.98565	 0.00033	 3.66896	 1.50988	 0.87638	 0.00000	 0.43724	-1326.442971	-2863393.611244	210507.668905
5140	 6.82170	 9.94764	 6.96714	 5.30556	 7.74259	 3.15161	 5.75855	 0.00018	 3.80254	 1.56942	 0.91094	 0.00000	 0.47259	-1326.268017	-2863374.310848	210838.277013
5150	 6.85018	10.02186	 6.88814	 5.75054	 8.13831	 3.16070	 5.77519	 0.00013	 3.81373	 1.56490	 0.98764	 0.00000	 0.47808	-1326.844324	-2863293.076765	209604.428771
5160	 6.86776	10.17221	 7.11082	 5.53124	 8.40030	 3.13601	 5.74006	 0.00011	 3.83707	 1.49334	 0.93992	 0.00000	 0.48787	-1326.898310	-2863376.590946	209579.971697
5170	 6.80840	 9.47424	 6.98830	 5.69353	 8.24884	 3.08459	 5.56688	 0.00016	 3.90434	 1.51952	 0.91439	 0.00000	 0.51043	-1326.239315	-2863448.497329	210969.867601
5180	 6.93609	 9.44108	 6.99767	 5.70186	 8.50628	 3.02850	 5.47651	 0.00009	 3.97823	 1.54828	 0.88971	 0.00000	 0.52009	-1326.578083	-2863270.288177	210114.121528
5190	 6.89168	 9.87580	 6.69522	 5.72860	 8.46023	 3.03451	 5.37368	 0.00008	 3.96671	 1.54379	 0.88713	 0.00000	 0.49510	-1326.810710	-2863346.947083	209725.527777
5200	 6.48024	10.16631	 6.85282	 5.82326	 8.21771	 3.07144	 5.35625	 0.00008	 3.91695	 1.52443	 0.91141	 0.00000	 0.45214	-1326.550987	-2863429.035922	210327.061853
5210	 6.40255	10.41342	 7.20230	 6.13481	 8.52655	 3.03817	 5.28922	 0.00010	 3.96659	 1.53034	 0.79777	 0.00000	 0.48036	-1327.685301	-2863308.209939	207937.608284
5220	 6.65447	 9.50779	 7.04869	 6.16467	 8.39154	 3.06779	 5.33945	 0.00007	 3.92927	 1.51594	 0.75412	 0.00000	 0.43473	-1327.724724	-2863391.301243	207941.853714
5230	 6.96642	 9.74302	 6.98543	 6.24235	 8.60626	 3.03473	 5.28017	 0.00007	 3.99691	 1.53296	 0.84881	 0.00000	 0.44887	-1327.256295	-2863252.497877	208739.907465
5240	 7.00625	10.15289	 6.49853	 6.03863	 8.81494	 3.04537	 5.29647	 0.00008	 3.98461	 1.52824	 0.87711	 0.00000	 0.43891	-1327.114400	-2863355.126503	209126.326707
5250	 6.98741	 9.88732	 7.02795	 6.06760	 8.82801	 3.07744	 5.29909	 0.00004	 3.70662	 1.55299	 0.82228	 0.00000	 0.44133	-1327.782743	-2863341.318287	207775.831801
5260	 6.95660	 9.29454	 6.79887	 6.06193	 8.75635	 3.00205	 5.16525	 0.00003	 3.80266	 1.46640	 0.84359	 0.00000	 0.42199	-1328.661471	-2863301.893712	205978.952254
5270	 6.35088	 9.39521	 6.81929	 6.11481	 8.75440	 2.90355	 4.98594	 0.00004	 3.93570	 1.43840	 0.87311	 0.00000	 0.42767	-1328.656993	-2863274.784801	205960.798607
5280	 7.07234	 9.75961	 6.98911	 6.45630	 8.32545	 2.92090	 5.01286	 0.00005	 3.91457	 1.51590	 0.93729	 0.00000	 0.43434	-1328.569462	-2863415.855167	206276.930802
5290	 7.02619	 9.70642	 6.81346	 6.64599	 8.49594	 2.90261	 4.98554	 0.00006	 3.93602	 1.35864	 0.88424	 0.00000	 0.43672	-1328.826472	-2863277.619518	205624.675351
5300	 7.21739	10.09375	 7.02148	 6.29041	 8.61731	 2.90721	 5.00521	 0.00007	 3.93200	 1.43949	 0.84129	 0.00000	 0.40096	-1328.684832	-2863297.390823	205927.726810
5310	 6.51666	 9.79158	 7.22150	 6.41375	 8.49798	 2.87525	 4.95169	 0.00005	 3.97451	 1.36323	 0.90946	 0.00000	 0.40530	-1329.322387	-2863450.135430	204805.360637
5320	 6.75806	 9.72635	 7.09761	 6.29396	 8.78550	 2.85705	 4.92675	 0.00003	 3.99462	 1.32340	 0.82077	 0.00000	 0.39648	-1329.738923	-2863408.276544	203930.429924
5330	 6.54452	 9.62408	 7.32192	 6.92546	 8.28281	 2.79955	 4.82883	 0.00004	 4.07563	 1.35024	 0.86379	 0.00001	 0.43057	-1330.073058	-2863395.922750	203249.806920
5340	 6.98145	 9.81650	 7.32986	 7.44111	 8.53095	 2.75184	 4.74654	 0.00005	 4.05519	 1.37365	 0.87876	 0.00000	 0.41054	-1330.321858	-2863482.875464	202839.158865
5350	 6.70423	 9.95077	 7.64396	 7.21638	 8.70242	 2.79569	 4.73114	 0.00004	 4.00292	 1.28192	 0.84395	 0.00000	 0.38003	-1331.098195	-2863439.916342	201243.525577
5360	 6.60751	 9.90809	 7.51399	 7.23965	 8.93313	 2.81059	 4.76125	 0.00007	 3.97761	 1.27381	 0.77116	 0.00000	 0.41333	-1331.415970	-2863425.694333	200593.753842
5370	 6.65306	 9.61352	 7.35302	 6.93408	 9.11266	 2.69285	 4.55344	 0.00005	 4.15913	 1.33195	 0.80635	 0.00000	 0.41740	-1330.397612	-2863350.762374	202555.537482
5380	 6.98170	 9.91767	 7.66730	 7.68297	 8.89826	 2.76303	 4.65800	 0.00003	 4.06578	 1.22942	 0.74786	 0.00000	 0.36273	-1332.048917	-2863251.636572	199153.801667
5390	 6.94803	10.29043	 7.63075	 7.30136	 8.53721	 2.66716	 4.45409	 0.00002	 3.81727	 1.27746	 0.77708	 0.00000	 0.33803	-1332.294273	-2863397.422644	198808.876530
5400	 6.82532	 9.86158	 7.66642	 7.44383	 8.64994	 2.65207	 4.43276	 0.00003	 3.83564	 1.17175	 0.96438	 0.00000	 0.33965	-1333.039794	-2863453.435637	197373.847544
5410	 7.00057	 9.63779	 8.06849	 8.02813	 8.65529	 2.72319	 4.55163	 0.00004	 3.73546	 1.23737	 0.93919	 0.00000	 0.32525	-1332.659179	-2863276.370960	197958.013621
5420	 7.47795	 9.38674	 8.04737	 8.60384	 8.45051	 2.66434	 4.45289	 0.00002	 3.81797	 1.26470	 0.86974	 0.00000	 0.36649	-1332.703749	-2863344.915014	197937.416168
5430	 7.18198	 9.59088	 7.98110	 7.88839	 8.42171	 2.62596	 4.39514	 0.00001	 3.74082	 1.28131	 0.88117	 0.00000	 0.37131	-1332.398461	-2863280.619770	198483.697539
5440	 6.90484	 9.62802	 8.06297	 7.34265	 8.91513	 2.63269	 4.41216	 0.00002	 3.72639	 1.21365	 1.02824	 0.00000	 0.31026	-1332.773140	-2863451.618317	197905.338583
5450	 7.19192	 9.89166	 7.98362	 7.86651	 8.67199	 2.68707	 4.49957	 0.00001	 3.65400	 1.21411	 0.90510	 0.00000	 0.32600	-1333.608364	-2863301.222201	196084.494023
5460	 6.74655	 9.56173	 7.78862	 7.91784	 9.04432	 2.68461	 4.50106	 0.00003	 3.65279	 1.15703	 0.83450	 0.00000	 0.33804	-1333.950802	-2863276.208249	195374.604016
5470	 7.25509	 9.44976	 7.55892	 7.85733	 8.56046	 2.61369	 4.40809	 0.00003	 3.70882	 1.18143	 0.85210	 0.00000	 0.29952	-1333.787773	-2863347.177918	195771.631762
5480	 6.67248	 9.60919	 7.59937	 8.02646	 8.83302	 2.54991	 4.31340	 0.00004	 3.79024	 1.19844	 0.94109	 0.00000	 0.30716	-1333.758933	-2863235.747294	195717.881247
5490	 7.22943	 9.38480	 8.14657	 8.14521	 8.90138	 2.54205	 4.28890	 0.00004	 3.81189	 1.20528	 0.86670	 0.00000	 0.32989	-1333.407341	-2863356.771824	196542.089072
