Sample	theta_A	theta_B	theta_C	theta_ANC	theta_ROOT	tau_ANC	tau_ROOT	m_A->B	m_B->A	m_A->C	m_C->A	m_B->C	m_C->B	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
0	 3.39891	 3.29288	 3.32806	 3.14895	 3.38749	 3.43622	16.73812	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	 0.00000	-1376.621471	-2916436.751399	163193.810133
10	 8.94778	 5.55812	 3.32806	 4.13295	 3.38749	 3.43622	16.73812	 0.10599	 0.20267	 0.21030	 0.12241	 0.29498	 0.14011	-1355.249706	-2878698.962164	168199.549383
20	 8.94778	 5.55812	 3.96005	 4.94222	 3.38749	 3.43622	16.73812	 0.10599	 0.20267	 0.49298	 0.12241	 0.67321	 0.14011	-1347.210793	-2868940.569224	174518.983453
30	 8.94778	 5.55812	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.17686	 0.20267	 0.87717	 0.12241	 1.02454	 0.14011	-1342.406896	-2865504.158879	180690.367703
40	 8.94778	 5.55812	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.17686	 0.20267	 1.44953	 0.12241	 1.02454	 0.14011	-1341.026114	-2864487.612859	182435.385487
50	 8.94778	 5.55812	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.17686	 0.20267	 1.44953	 0.12241	 1.38947	 0.14011	-1338.661284	-2863901.614910	186579.046519
60	 8.94778	 5.55812	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.17686	 0.31902	 1.44953	 0.13808	 1.38947	 0.14011	-1338.063450	-2863771.285647	187644.386316
70	 8.94778	 5.55812	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.17686	 0.31902	 1.44953	 0.13808	 1.38947	 0.14011	-1337.551782	-2863675.684359	188572.121302
80	 8.94778	 7.10978	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.21911	 0.31902	 1.44953	 0.20978	 1.88904	 0.19511	-1336.531096	-2863626.929235	190564.737320
90	 8.94778	 7.10978	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.21911	 0.31902	 1.54886	 0.20978	 1.88904	 0.19511	-1336.210958	-2863456.438992	191034.522090
100	 8.94778	 7.10978	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.21911	 0.31902	 1.54886	 0.20978	 1.88904	 0.19511	-1335.790794	-2863448.741222	191867.153959
110	 8.94778	 8.28907	 3.96005	 4.94222	 2.84513	 3.43622	16.73812	 0.23234	 0.31902	 1.54886	 0.20978	 1.88904	 0.23885	-1335.576770	-2863391.992441	192238.453252
120	 8.94778	 8.28907	 3.96005	 5.36114	 2.84513	 3.43622	16.73812	 0.30853	 0.31902	 1.54886	 0.20978	 1.88904	 0.23885	-1335.813010	-2863489.573647	191863.554348
130	 8.94778	 8.28907	 3.96005	 5.36114	 2.84513	 3.43622	16.73812	 0.45878	 0.31902	 1.54886	 0.27382	 1.88904	 0.24922	-1334.388762	-2863286.021112	194508.497816
140	 8.94778	 8.28907	 3.96005	 5.36114	 2.84513	 3.43622	16.73812	 0.50848	 0.31902	 1.54886	 0.27382	 1.88904	 0.24922	-1333.680578	-2863305.353295	195944.196646
150	 8.94778	 8.28907	 3.96005	 5.36114	 2.84513	 3.43622	16.73812	 0.50848	 0.31902	 1.54886	 0.27382	 1.88904	 0.24922	-1333.608909	-2863336.816846	196118.999107
160	 8.94778	 8.28907	 3.96005	 5.36114	 2.84513	 3.43622	16.73812	 0.50848	 0.46088	 1.54886	 0.27382	 1.88904	 0.24922	-1332.940002	-2863319.868792	197439.864325
170	 8.94778	 8.28907	 3.96005	 5.36114	 2.84513	 3.43622	16.73812	 0.54727	 0.46088	 1.54886	 0.36009	 1.88904	 0.24922	-1332.668011	-2863296.191469	197960.169932
180	 9.85347	 8.28907	 3.96005	 5.36114	 2.84513	 3.43622	16.73812	 0.68031	 0.46088	 1.54886	 0.36009	 1.88904	 0.24922	-1331.814199	-2863299.767467	199671.370191
190	 9.85347	 8.28907	 3.96005	 5.36114	 2.46463	 3.43622	16.73812	 0.71124	 0.46088	 1.54886	 0.36009	 1.88904	 0.24922	-1331.030913	-2863319.870897	201258.044074
200	 9.85347	 8.28907	 3.96005	 5.36114	 2.46463	 3.43622	16.73812	 0.71124	 0.46088	 1.54886	 0.41479	 1.88904	 0.19778	-1331.258620	-2863326.019218	200808.779963
210	 9.85347	 8.28907	 3.96005	 5.36114	 2.46463	 3.43622	16.73812	 0.71124	 0.46088	 1.77419	 0.41479	 1.88904	 0.24035	-1330.084697	-2863208.662190	203039.268659
220	 9.85347	 8.28907	 3.96005	 5.36114	 2.19701	 3.43622	16.73812	 0.71124	 0.58629	 1.77419	 0.41479	 1.88904	 0.20071	-1330.115957	-2863177.087227	202945.173107
230	 9.85347	 8.28907	 3.96005	 5.36114	 1.85244	 3.43622	16.73812	 0.71124	 0.58629	 1.90115	 0.43993	 1.88904	 0.20071	-1329.484939	-2863054.500294	204084.621572
240	 9.85347	 8.28907	 3.96005	 5.36114	 1.85244	 3.43622	16.73812	 0.71124	 0.58629	 1.90115	 0.43993	 1.88904	 0.23607	-1329.190732	-2863202.817132	204821.352752
250	 9.18680	 7.72824	 3.69212	 4.99841	 1.43960	 3.20373	15.60565	 0.91749	 0.62883	 2.03912	 0.47186	 2.02613	 0.27389	-1327.366982	-2863203.033846	208469.069471
260	 9.60251	 7.72824	 3.69212	 4.99841	 1.43960	 3.20373	15.60565	 0.91749	 0.62883	 2.03912	 0.47186	 2.02613	 0.27389	-1327.491477	-2863287.916601	208304.962941
270	 9.42799	 7.58779	 3.62502	 4.90757	 1.41343	 3.14550	15.32203	 0.93447	 0.75167	 2.07686	 0.48059	 2.06363	 0.27896	-1326.193932	-2863185.066055	210797.201916
280	 9.42799	 8.13326	 3.65886	 4.90757	 1.41343	 3.14550	15.32203	 0.93447	 0.80900	 2.29901	 0.48059	 2.06363	 0.27896	-1325.466095	-2863157.770880	212225.580260
290	 9.42799	 8.13326	 3.65886	 4.90757	 1.41343	 3.14550	15.32203	 0.93447	 0.80900	 2.29901	 0.51327	 2.06363	 0.27896	-1325.221530	-2863102.773529	212659.713508
300	 9.42799	 8.13326	 3.65886	 4.90757	 1.41343	 3.14550	15.32203	 1.05379	 0.80900	 2.29901	 0.51327	 2.06363	 0.32753	-1324.508379	-2863169.496036	214152.737065
310	 9.55343	 8.24148	 3.70754	 4.97287	 1.41411	 3.18736	15.52589	 1.03995	 0.79838	 2.26882	 0.56281	 2.09541	 0.32686	-1324.269850	-2863030.140426	214490.440301
320	 9.55343	 8.24148	 3.70754	 4.93939	 1.41411	 3.18736	15.52589	 1.07899	 0.87429	 2.26882	 0.52915	 1.85384	 0.26731	-1324.033167	-2863185.764897	215119.431187
330	 9.55343	 8.24148	 3.70754	 4.93939	 1.33023	 3.18736	15.52589	 1.17682	 0.89861	 2.43237	 0.55854	 1.77235	 0.29005	-1323.095139	-2863192.793792	217002.515797
340	 9.55343	 8.24148	 3.70754	 4.93939	 1.18342	 3.18736	15.52589	 1.25543	 0.91799	 2.43237	 0.55854	 1.67175	 0.22944	-1322.896941	-2863184.019804	217390.138255
350	 9.55343	 8.24148	 3.83035	 4.93939	 1.06825	 3.18736	15.52589	 1.23966	 0.94858	 2.43237	 0.56046	 1.72206	 0.23868	-1322.530541	-2863145.108257	218084.026288
360	 9.55343	 8.24148	 3.83035	 4.93939	 1.06825	 3.18736	15.52589	 1.23966	 0.94858	 2.43237	 0.51888	 1.72206	 0.26665	-1322.935992	-2863123.176531	217251.192840
370	 9.55343	 8.24148	 4.04575	 5.26061	 1.10224	 3.18736	15.52589	 1.23966	 0.94858	 2.43237	 0.54233	 1.59481	 0.28180	-1322.649214	-2863171.118254	217872.689426
380	 9.55343	 8.24148	 4.04575	 5.45864	 1.00785	 3.18736	15.52589	 1.23966	 0.97685	 2.33396	 0.54233	 1.51892	 0.27272	-1323.780562	-2863079.400489	215518.276939
390	 9.55343	 8.24148	 4.00855	 5.45864	 1.00785	 3.18736	15.52589	 1.34640	 1.01725	 2.33396	 0.54233	 1.51892	 0.26124	-1322.296382	-2863156.886953	218564.122967
400	 9.21859	 7.95262	 3.86805	 5.26732	 0.85941	 3.07564	14.98172	 1.39530	 1.05420	 2.41873	 0.58227	 1.43853	 0.28723	-1322.057973	-2863327.374347	219211.428894
410	 9.58929	 8.09828	 3.98499	 5.62145	 0.72297	 3.04119	14.81391	 1.39319	 1.02771	 2.42263	 0.64599	 1.50317	 0.27906	-1322.482589	-2863102.803320	218137.624522
420	 9.41679	 7.46545	 3.88591	 5.52033	 0.74846	 2.98648	14.54742	 1.40293	 0.98400	 2.48582	 0.58295	 1.49592	 0.26592	-1322.978823	-2863245.672017	217288.026909
430	 9.21150	 7.70006	 3.84935	 5.84169	 0.74110	 2.94548	14.34770	 1.48259	 0.99914	 2.60286	 0.57339	 1.41577	 0.26545	-1322.274837	-2863182.472502	218632.799262
440	 9.21150	 7.68031	 3.75478	 5.83773	 0.72756	 2.94548	14.34770	 1.54058	 0.99094	 2.64104	 0.60898	 1.46173	 0.27086	-1321.762083	-2863242.309661	219718.144643
450	 9.56924	 7.68031	 3.75478	 6.12230	 0.65628	 2.94548	14.34770	 1.49711	 1.03151	 2.64104	 0.52163	 1.47884	 0.26397	-1322.501931	-2863076.562439	218072.700035
460	 9.76845	 7.51472	 3.83355	 6.40185	 0.59347	 2.88198	14.03836	 1.40845	 0.93116	 2.56927	 0.61332	 1.44389	 0.31045	-1322.955053	-2863177.765803	217267.660617
470	 9.81228	 7.51472	 3.64222	 6.40185	 0.53819	 2.88198	14.03836	 1.47011	 0.94768	 2.56927	 0.58601	 1.54038	 0.25830	-1323.129827	-2863225.215363	216965.560651
480	10.19124	 7.78333	 3.75337	 6.40185	 0.52216	 2.88198	14.03836	 1.37874	 0.99376	 2.40413	 0.57043	 1.31476	 0.28976	-1323.942407	-2863320.222515	215435.408740
490	10.19124	 7.78333	 3.86719	 6.40185	 0.59080	 2.88198	14.03836	 1.34194	 1.05187	 2.55318	 0.54202	 1.30455	 0.27631	-1324.083395	-2863233.263252	215066.472768
500	10.54234	 7.69286	 4.03380	 6.40185	 0.60410	 2.88198	14.03836	 1.37809	 1.00765	 2.54132	 0.54615	 1.18873	 0.27351	-1324.587891	-2863342.060218	214166.277909
510	10.04532	 7.13221	 3.86333	 6.56462	 0.58430	 2.76071	13.44768	 1.52032	 1.07260	 2.59506	 0.60597	 1.28348	 0.31024	-1322.788813	-2863198.112494	217620.486102
520	10.05367	 7.05580	 3.86673	 6.84507	 0.52889	 2.70086	13.15614	 1.48073	 1.06305	 2.69935	 0.60540	 1.30468	 0.29833	-1323.575980	-2863357.191198	216205.232117
530	10.70209	 7.24610	 3.98912	 6.73035	 0.53366	 2.62382	12.78085	 1.50958	 1.08288	 2.64399	 0.60620	 1.36659	 0.31995	-1323.385943	-2863355.460571	216583.575367
540	11.14749	 7.44155	 4.21087	 6.73035	 0.47947	 2.62382	12.78085	 1.57357	 1.10004	 2.53640	 0.58677	 1.26435	 0.30645	-1323.767177	-2863328.522084	215794.168653
550	11.13315	 7.15934	 4.26275	 6.78195	 0.49288	 2.65631	12.93910	 1.48324	 1.09237	 2.40114	 0.58728	 1.19601	 0.29375	-1324.763483	-2863360.664721	213833.698337
560	10.97246	 7.81887	 4.18323	 6.78382	 0.54596	 2.63471	12.83390	 1.37822	 1.02723	 2.51987	 0.62664	 1.20133	 0.30356	-1324.712673	-2863329.465006	213904.119925
570	10.46071	 8.29366	 4.10564	 6.69854	 0.54396	 2.58584	12.59586	 1.49115	 1.05121	 2.60663	 0.61137	 1.26904	 0.31213	-1324.709496	-2863417.331953	213998.340053
580	11.79749	 7.83804	 4.31642	 6.96843	 0.50577	 2.58584	12.59586	 1.44204	 1.08760	 2.75183	 0.55574	 1.19491	 0.29757	-1324.816518	-2863294.771287	213661.735980
590	11.25795	 7.66967	 4.19529	 6.70295	 0.44350	 2.58801	12.60641	 1.36227	 1.13600	 2.70159	 0.53064	 1.19442	 0.30555	-1324.494077	-2863350.768803	214362.615599
600	10.89268	 7.36656	 4.31331	 7.09874	 0.41457	 2.60136	12.67147	 1.33168	 1.25030	 2.69983	 0.58120	 1.04712	 0.29142	-1324.131975	-2863369.948599	215105.998543
610	10.90083	 7.44044	 4.11894	 7.23854	 0.47879	 2.68252	13.06679	 1.38538	 1.19029	 2.75676	 0.52441	 0.96509	 0.27817	-1324.533358	-2863289.909224	214223.193113
620	11.06983	 7.37540	 4.19662	 6.61867	 0.52037	 2.62411	12.78225	 1.31421	 1.20810	 2.71164	 0.57474	 0.94696	 0.31011	-1324.528178	-2863424.289924	214367.934186
630	10.94032	 7.32281	 4.01954	 7.18114	 0.53165	 2.62972	12.80961	 1.38996	 1.08309	 2.96169	 0.56244	 0.99888	 0.27084	-1324.903972	-2863426.051685	213618.107356
640	11.15073	 8.14257	 3.80568	 7.02841	 0.49971	 2.67874	13.04840	 1.30006	 1.01336	 3.13924	 0.53624	 0.98152	 0.29064	-1325.103360	-2863258.160543	213051.439885
650	11.42453	 8.35472	 4.03416	 6.71261	 0.50648	 2.69919	13.14798	 1.28083	 1.07131	 2.96104	 0.53631	 0.82831	 0.23629	-1325.352982	-2863296.989956	212591.025903
660	11.06632	 7.89438	 4.02305	 6.44518	 0.50240	 2.71413	13.22076	 1.21695	 0.98471	 3.09288	 0.59835	 0.82197	 0.27775	-1324.951133	-2863330.492541	213428.227512
670	11.19098	 7.95659	 4.08484	 6.55335	 0.53105	 2.74978	13.39444	 1.15432	 1.10463	 3.17786	 0.62732	 0.77746	 0.27414	-1324.720740	-2863295.920325	213854.440081
680	11.07548	 7.93425	 4.22290	 6.59235	 0.50994	 2.76421	13.46473	 1.14814	 1.09409	 2.96269	 0.57103	 0.75577	 0.31035	-1324.786620	-2863422.138516	213848.897799
690	10.76165	 7.48329	 4.11775	 6.25104	 0.44230	 2.76129	13.45049	 1.10238	 1.05401	 3.34128	 0.54597	 0.74891	 0.32474	-1324.580014	-2863344.790630	214184.763142
700	10.88775	 7.56152	 4.07373	 6.29752	 0.41672	 2.77352	13.51008	 1.09997	 1.14270	 3.32654	 0.55405	 0.69580	 0.33163	-1323.471252	-2863163.169173	216220.664559
710	10.14542	 8.53332	 4.12277	 6.35181	 0.38116	 2.75499	13.41979	 1.09453	 1.20283	 3.40503	 0.56501	 0.68461	 0.29304	-1324.066323	-2863308.760068	215176.114735
720	10.49070	 7.78947	 3.84635	 6.26107	 0.35317	 2.70401	13.17149	 1.08681	 1.19848	 3.46796	 0.58388	 0.56202	 0.32017	-1323.625996	-2863447.429097	216195.436703
730	11.08345	 7.63649	 4.10243	 6.49768	 0.37139	 2.77768	13.53034	 1.12045	 1.18598	 3.35999	 0.55195	 0.47148	 0.30137	-1324.093996	-2863361.005260	215173.012293
740	10.28184	 7.82627	 4.18329	 6.43608	 0.35977	 2.75135	13.40208	 1.15264	 1.18435	 3.40823	 0.50780	 0.41867	 0.31568	-1323.727168	-2863318.977229	215864.641073
750	11.20552	 7.53856	 3.96971	 6.15104	 0.36082	 2.75135	13.40208	 1.17145	 1.20576	 3.37036	 0.55029	 0.48098	 0.36213	-1322.744388	-2863269.482402	217780.705682
760	11.01369	 7.29043	 3.88254	 6.11082	 0.39844	 2.73336	13.31443	 1.15050	 1.11909	 3.56552	 0.54776	 0.46895	 0.36536	-1323.772103	-2863196.732405	215652.525745
770	10.50505	 7.56511	 4.07461	 6.64017	 0.38031	 2.73792	13.33663	 1.08886	 1.08483	 3.55959	 0.50376	 0.46601	 0.34007	-1324.520598	-2863241.538022	214200.342579
780	10.75595	 7.49251	 3.98662	 6.57332	 0.37231	 2.71658	13.23271	 1.19628	 1.25348	 3.54805	 0.54924	 0.45463	 0.30878	-1323.229888	-2863228.724914	216768.949337
790	10.57762	 7.53708	 3.94356	 6.59343	 0.38855	 2.69873	13.14574	 1.31367	 1.27247	 3.57152	 0.53403	 0.38268	 0.30674	-1323.215155	-2863472.299534	217041.989895
800	10.51323	 7.28073	 3.93325	 6.52330	 0.41166	 2.66161	12.96493	 1.27253	 1.26750	 3.55656	 0.54043	 0.47984	 0.37317	-1322.499065	-2863248.839188	218250.708534
810	11.28427	 7.41230	 4.28684	 6.49538	 0.44882	 2.69624	13.13361	 1.21246	 1.13536	 3.60098	 0.55886	 0.37164	 0.34963	-1323.497580	-2863311.554683	216316.395212
820	11.76692	 7.46864	 3.99293	 6.55461	 0.45480	 2.72082	13.25338	 1.19395	 1.10651	 3.61135	 0.49784	 0.33519	 0.29161	-1324.415675	-2863248.945859	214417.595670
830	11.57293	 7.47542	 4.08013	 6.42482	 0.44334	 2.70555	13.17895	 1.17162	 1.17552	 3.73767	 0.53155	 0.35795	 0.31018	-1323.958504	-2863220.050656	215303.043514
840	11.27763	 7.35725	 3.78230	 6.48548	 0.44579	 2.69266	13.11618	 1.05519	 1.19740	 3.87675	 0.51750	 0.30907	 0.33147	-1323.399897	-2863424.922200	216625.128050
850	11.53904	 7.32827	 3.83287	 6.38895	 0.39846	 2.65258	12.92095	 1.04654	 1.10107	 4.01842	 0.50782	 0.29822	 0.30698	-1323.885357	-2863194.101254	215423.386354
860	11.91684	 7.59078	 3.88918	 6.74698	 0.39868	 2.73623	13.32842	 1.02390	 1.10822	 4.01313	 0.54355	 0.31935	 0.28112	-1323.951574	-2863411.308755	215508.160666
870	11.92439	 7.67520	 3.75888	 6.74442	 0.41116	 2.71906	13.24478	 1.17256	 1.11789	 3.87644	 0.50832	 0.31637	 0.29902	-1323.989301	-2863271.936698	215293.334135
880	12.02323	 7.27251	 3.97037	 7.02787	 0.42221	 2.75909	13.43979	 1.06027	 1.12907	 3.82020	 0.53289	 0.32539	 0.26933	-1324.656397	-2863334.417308	214021.622792
890	11.46457	 7.68488	 3.89885	 6.99718	 0.41628	 2.69194	13.11267	 1.08927	 1.00840	 3.91550	 0.50074	 0.30634	 0.22648	-1325.582508	-2863407.032834	212242.016472
900	11.28825	 7.74234	 3.88184	 7.37420	 0.37541	 2.64650	12.89135	 1.04558	 1.02967	 4.13419	 0.55696	 0.36017	 0.23440	-1324.795882	-2863374.727637	213782.962737
910	11.01306	 7.82321	 3.48844	 7.47574	 0.42556	 2.61953	12.70188	 1.11491	 1.04027	 4.05971	 0.51200	 0.31743	 0.25083	-1325.453659	-2863374.422202	212467.103535
920	10.45197	 7.82165	 3.63805	 7.59290	 0.46300	 2.66417	12.91831	 1.02178	 1.19481	 3.77908	 0.50800	 0.35416	 0.24286	-1325.458678	-2863312.440852	212395.084142
930	10.54960	 7.66979	 3.85294	 7.52638	 0.42941	 2.65001	12.84968	 1.05503	 1.18705	 4.02137	 0.45472	 0.35033	 0.26550	-1324.379436	-2863228.959770	214470.087481
940	10.78577	 7.89551	 3.90998	 7.43740	 0.42774	 2.65711	12.88407	 1.16674	 1.12628	 3.90240	 0.45461	 0.27419	 0.25666	-1325.319492	-2863316.495560	212677.511869
950	10.47843	 7.49737	 4.13836	 7.30109	 0.42064	 2.58139	12.51695	 1.23631	 1.29969	 3.93715	 0.45786	 0.30039	 0.24716	-1324.192338	-2863345.921015	214961.244147
960	11.75610	 7.52334	 4.10330	 7.54888	 0.45444	 2.66751	12.93453	 1.19783	 1.18189	 3.90839	 0.45197	 0.30486	 0.22205	-1324.186785	-2863427.480472	215053.910566
970	11.31590	 7.62783	 3.99602	 7.63239	 0.40043	 2.60858	12.64877	 1.23707	 1.23115	 4.07948	 0.44172	 0.35756	 0.23120	-1324.337683	-2863289.820875	214614.455753
980	10.85367	 7.45746	 3.86058	 7.29633	 0.40049	 2.62186	12.71319	 1.18112	 1.17873	 3.96833	 0.45660	 0.34516	 0.22324	-1324.876907	-2863286.393528	213532.579137
990	10.79688	 7.66937	 3.90596	 7.37475	 0.36476	 2.65729	12.31569	 1.17140	 1.11986	 3.91542	 0.50436	 0.32359	 0.22428	-1324.881382	-2863508.238716	213745.475443
1000	10.60580	 7.67055	 3.95775	 8.27439	 0.38190	 2.66441	12.21544	 1.23599	 1.06111	 4.03098	 0.49435	 0.30747	 0.25039	-1324.722396	-2863456.500346	214011.708893
1010	11.25032	 7.46583	 4.01156	 8.12841	 0.40500	 2.68116	12.29220	 1.10071	 1.09042	 3.93682	 0.52603	 0.31122	 0.22253	-1324.992009	-2863352.722901	213368.704419
1020	10.98274	 7.53618	 3.79888	 8.33807	 0.39573	 2.64843	12.14217	 1.06232	 1.24066	 3.70824	 0.52011	 0.27637	 0.25712	-1325.415238	-2863577.385270	212746.909811
1030	11.77841	 7.52357	 3.75484	 7.98257	 0.39023	 2.69251	12.34425	 1.05167	 1.19088	 3.97502	 0.49815	 0.22753	 0.25664	-1324.457955	-2863350.936017	214435.026125
1040	10.94097	 7.37339	 3.95513	 8.08312	 0.36253	 2.72563	12.49609	 1.04184	 1.16605	 4.11389	 0.52094	 0.19142	 0.28015	-1323.513653	-2863286.751111	216259.445527
1050	10.77868	 7.54822	 3.77981	 7.71883	 0.32635	 2.67391	12.25895	 1.13328	 1.26281	 4.00606	 0.49303	 0.17566	 0.28137	-1324.095470	-2863529.417531	215338.477342
1060	10.76079	 8.01344	 4.03184	 7.63286	 0.36428	 2.74189	12.57062	 1.00006	 1.24609	 3.90674	 0.47789	 0.17659	 0.27985	-1323.916135	-2863484.277392	215652.007970
1070	10.69817	 8.26659	 4.10018	 7.59940	 0.34739	 2.72987	12.51550	 1.00447	 1.25158	 3.92394	 0.43860	 0.22638	 0.25866	-1324.770146	-2863469.086443	213928.793554
1080	11.47529	 8.13384	 4.02480	 7.32812	 0.35753	 2.70594	12.40583	 0.89898	 1.21479	 3.85340	 0.43120	 0.18480	 0.27108	-1325.294439	-2863369.833444	212780.955645
1090	10.99780	 7.80989	 3.98511	 7.45351	 0.38622	 2.69677	12.36376	 0.86225	 1.25720	 3.73609	 0.40261	 0.20878	 0.25559	-1325.715543	-2863366.039188	211934.952237
1100	11.60147	 7.82667	 3.75933	 7.67372	 0.36206	 2.65296	12.16290	 1.00941	 1.34655	 3.89674	 0.45358	 0.18878	 0.28345	-1324.695281	-2863409.892690	214019.330391
1110	11.47148	 7.92499	 3.86556	 7.81471	 0.34954	 2.67988	12.28634	 0.98687	 1.23701	 3.86064	 0.47534	 0.20164	 0.28455	-1324.790911	-2863439.335846	213857.513734
1120	12.07551	 7.75863	 3.82823	 7.65190	 0.37385	 2.71702	12.45662	 1.08039	 1.12989	 3.80787	 0.42983	 0.21588	 0.27638	-1325.632886	-2863518.663535	212252.890754
1130	11.58680	 7.45703	 3.55430	 7.94822	 0.40942	 2.70603	12.40621	 1.09317	 1.12852	 3.82334	 0.39316	 0.17832	 0.32481	-1325.702327	-2863407.990655	212003.336765
1140	12.09597	 7.57925	 3.55090	 7.53356	 0.43748	 2.72958	12.51417	 1.10706	 1.18838	 3.98184	 0.40183	 0.18784	 0.29816	-1324.397792	-2863344.131833	214548.547796
1150	11.20081	 7.57143	 3.75113	 7.75445	 0.39809	 2.71077	12.42797	 1.09476	 1.26727	 3.93427	 0.43619	 0.16655	 0.28439	-1324.556673	-2863451.591018	214338.244251
1160	10.65719	 7.66156	 3.87918	 7.85358	 0.38873	 2.72189	12.47894	 1.12778	 1.19568	 3.91820	 0.41488	 0.18785	 0.27046	-1324.742150	-2863325.848926	213841.549235
1170	10.36102	 7.84040	 4.13097	 7.70801	 0.39133	 2.72395	12.48837	 1.06132	 1.31165	 3.66649	 0.37766	 0.16527	 0.28746	-1324.561814	-2863456.958581	214333.329655
1180	10.22420	 7.55774	 4.11567	 7.48533	 0.40283	 2.74477	12.58384	 1.01183	 1.11679	 3.64286	 0.39307	 0.16045	 0.27916	-1325.668152	-2863423.844764	212087.541234
1190	10.68778	 7.66080	 4.30436	 7.39634	 0.39777	 2.73986	12.63449	 1.06933	 1.17298	 3.79353	 0.41914	 0.14788	 0.27479	-1324.798127	-2863447.943898	213851.689765
1200	11.25604	 7.10859	 4.00830	 7.23040	 0.37410	 2.68416	12.37763	 1.13103	 1.17665	 3.88849	 0.39954	 0.18129	 0.30592	-1324.901993	-2863313.251478	213509.264756
1210	11.05397	 7.32871	 3.91928	 7.16672	 0.36951	 2.65798	12.25691	 1.17419	 1.15180	 3.71062	 0.37686	 0.15139	 0.27701	-1325.701699	-2863453.901744	212050.504005
1220	10.95573	 7.28728	 4.30057	 7.29981	 0.38896	 2.67308	12.32656	 1.15807	 1.12427	 3.79494	 0.38874	 0.12385	 0.28535	-1325.292062	-2863398.877013	212814.752746
1230	11.28727	 7.47194	 4.04166	 7.41264	 0.39724	 2.64963	12.21844	 1.20446	 1.12141	 3.82852	 0.41516	 0.14128	 0.26723	-1325.242917	-2863565.946648	213080.113330
1240	11.00839	 7.69346	 4.15558	 7.62351	 0.44523	 2.65604	12.24800	 1.18441	 1.23622	 3.75701	 0.42272	 0.15389	 0.27691	-1324.959047	-2863469.671235	213551.577922
1250	11.50405	 7.56630	 3.94830	 7.70601	 0.41817	 2.70124	12.45641	 1.20325	 1.15123	 3.68692	 0.45655	 0.16394	 0.27540	-1324.922139	-2863435.997382	213591.719704
1260	11.26537	 7.90627	 4.23303	 7.65674	 0.42702	 2.78499	12.84262	 1.13053	 1.13951	 3.57604	 0.38864	 0.17520	 0.31764	-1325.341770	-2863362.100456	212678.560589
1270	11.34953	 7.69099	 3.81607	 7.23623	 0.41383	 2.72626	12.57180	 1.15489	 1.19409	 3.85420	 0.38720	 0.18169	 0.29609	-1324.600040	-2863356.325580	214156.244721
1280	11.56923	 7.68378	 4.11762	 7.17009	 0.41359	 2.78155	12.82674	 1.14812	 1.07495	 3.67018	 0.37064	 0.16497	 0.30762	-1325.606391	-2863553.902210	212341.120837
1290	11.47362	 7.78560	 3.75465	 7.14009	 0.38926	 2.76991	12.77307	 1.09059	 1.10756	 3.89586	 0.39092	 0.13560	 0.31943	-1324.794741	-2863522.184074	213932.701142
1300	11.42684	 7.75633	 3.86348	 6.98541	 0.34740	 2.74050	12.63748	 1.01675	 1.21798	 3.96755	 0.40985	 0.15271	 0.28299	-1324.488828	-2863491.927106	214514.271017
1310	11.05342	 8.11037	 4.05030	 7.11229	 0.34803	 2.80081	12.91557	 0.96310	 1.19175	 3.77998	 0.35375	 0.16174	 0.34666	-1325.432862	-2863458.046196	212592.321744
1320	10.89463	 7.79212	 4.20538	 7.04960	 0.37481	 2.84923	13.13884	 1.01034	 1.07080	 3.77987	 0.39114	 0.14875	 0.30508	-1325.180779	-2863391.732083	213030.174301
1330	10.80276	 7.79609	 4.30287	 6.77649	 0.37575	 2.78361	12.83626	 0.93429	 1.17974	 3.84318	 0.39672	 0.14133	 0.33604	-1325.077900	-2863389.126472	213233.325551
1340	11.77555	 7.78914	 3.86289	 6.89542	 0.36168	 2.77979	12.81866	 1.09664	 1.12717	 4.23249	 0.33880	 0.09538	 0.33405	-1323.506254	-2863276.203185	216263.694238
1350	12.30058	 8.04716	 3.85293	 7.14837	 0.33891	 2.89453	13.34773	 1.02539	 1.08249	 4.14807	 0.33711	 0.08041	 0.31303	-1325.015924	-2863462.232131	213430.383992
1360	11.80189	 8.14649	 3.79459	 7.27932	 0.32646	 2.86571	12.93466	 1.04366	 1.18304	 3.86428	 0.31089	 0.08052	 0.33470	-1325.142140	-2863364.122330	213079.841622
1370	11.31518	 7.83958	 3.99353	 7.50382	 0.34007	 2.78712	12.57995	 0.96778	 1.14916	 4.18385	 0.34750	 0.10371	 0.33597	-1324.810296	-2863407.905455	213787.312753
1380	11.96059	 7.80375	 4.07693	 7.37144	 0.37323	 2.74483	12.38907	 0.91875	 1.10397	 3.92701	 0.41364	 0.08182	 0.29218	-1326.110742	-2863530.428351	211308.944224
