iteration	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_ANC cs	P_ANC nc	P_ROOT cs	P_ROOT nc	MB_A->B ms	MB_A->B nm	MB_B->A ms	MB_B->A nm	MB_A->C ms	MB_A->C nm	MB_C->A ms	MB_C->A nm	MB_B->C ms	MB_B->C nm	MB_C->B ms	MB_C->B nm	
1790	5.43055913790940625318626189255155623	4957	3.74709124817283578678939193196129054	4548	1.68771895745248867726218122697900981	3988	4.96254328919094422900570862111635506	6939	0.05577153086232422563028876538737677	1568	1.71380984137701064540237894107121974	1509	2.01336950261549896268320480885449797	2654	1.04356029818283335686146529042162001	3894	2.01336950261549896268320480885449797	726	1.04356029818283335686146529042162001	42	1.71380984137701064540237894107121974	467	
1800	5.37992418798458515993843320757150650	4834	3.84921818938213844418783082801382989	4646	1.70684279278610206986854791466612369	4019	4.99294311227193343682984050246886909	6991	0.05361127540475184999335667157538410	1510	1.74221031897667422150277616310631856	1472	2.01097631676189170235602432512678206	2752	1.05686577579397633641633547085803002	3940	2.01097631676189170235602432512678206	775	1.05686577579397633641633547085803002	56	1.74221031897667422150277616310631856	472	
1810	5.17534639959331510539186638197861612	4764	3.81047917305638872420558982412330806	4734	1.71774317587681579766467621084302664	4112	4.90771285095578413404382445150986314	6812	0.05304946965939617148366735932540905	1578	1.72131561795465404252070129587082192	1388	1.95781356901999870068209474993636832	2710	1.04684005030405180569630374520784244	3813	1.95781356901999870068209474993636832	818	1.04684005030405180569630374520784244	45	1.72131561795465404252070129587082192	414	
1820	5.39517310328651067408145536319352686	4747	3.94721505947386397394893720047548413	4725	1.71304021979349285764726573688676581	4079	4.86646194905292794885554030770435929	6893	0.05099020062715033801969966020806169	1556	1.76597120005492502770039209281094372	1564	2.02282922328340220019526896066963673	2875	1.06490439803950320829528664035024121	3847	2.02282922328340220019526896066963673	814	1.06490439803950320829528664035024121	48	1.76597120005492502770039209281094372	425	
1830	5.30055953524905465457095488090999424	5096	3.77042839888328540354223150643520057	4734	1.67691849909575552146634436212480068	4039	4.70709485408365058134450009674765170	6621	0.05180095397808490154112348591297632	1510	1.73891172786190506549530709889950231	1678	2.01357064309389377498860085324849933	2876	1.06454924128214356571220378100406379	3902	2.01357064309389377498860085324849933	786	1.06454924128214356571220378100406379	30	1.73891172786190506549530709889950231	429	
1840	5.06280836587572835583159758243709803	4915	3.95048724241955850899898905481677502	4817	1.67808834393132655371516648301621899	4078	4.84986929252689868974357523256912827	6639	0.04916743538890724907197693482885370	1551	1.78131549292156177166646102705271915	1658	1.97514417814925469230047383462078869	2980	1.07031948650327746186405875050695613	3739	1.97514417814925469230047383462078869	726	1.07031948650327746186405875050695613	45	1.78131549292156177166646102705271915	380	
1850	4.96103066501152234479832259239628911	4922	3.85328832978955748700400363304652274	4864	1.72181349666507932383296974876429886	4025	4.84324786141432905850479073706083000	6622	0.05082732261670197537739568360848352	1567	1.73705963888036274411774684267584234	1730	1.92582764477288304050262013333849609	3155	1.06490099411114802485656127828406170	3816	1.92582764477288304050262013333849609	756	1.06490099411114802485656127828406170	42	1.73705963888036274411774684267584234	372	
1860	5.07447261716728359459693820099346340	5066	3.78073966937837768753638556518126279	4772	1.80597443793257372846028374624438584	4010	4.84100509954772029175273928558453918	6464	0.06001173990063343038903198589650856	1688	1.73894310047943601027498061739606783	1720	1.97059884489832382037377556116553023	2934	1.09928865075136927842436307400930673	3700	1.97059884489832382037377556116553023	665	1.09928865075136927842436307400930673	35	1.73894310047943601027498061739606783	384	
1870	4.78813912016802589732833439484238625	4966	3.84129850134885897361414208717178553	4977	1.85481943901374002336979174287989736	4028	4.77017403870932721332565051852725446	6316	0.06218440807894810851141897956040339	1713	1.73186247352279254485551973630208522	1680	1.89736218758765784464515036233933643	3111	1.10977888923029910372974882193375379	3717	1.89736218758765784464515036233933643	720	1.10977888923029910372974882193375379	38	1.73186247352279254485551973630208522	383	
1880	4.84987258096263662565661434200592339	5020	3.92741296639473880247805936960503459	5046	1.75297978299699908077968757424969226	3974	4.76470874322174520187900270684622228	6295	0.06351495258458776660415168180406909	1665	1.76182403559153311078944170731119812	1578	1.91380404963323180744794171914691105	3078	1.08148472746774459984919758426258340	3840	1.91380404963323180744794171914691105	745	1.08148472746774459984919758426258340	32	1.76182403559153311078944170731119812	359	
1890	5.13931453566901375040743005229160190	5056	4.05121262746723420633543355506844819	4898	1.82617387721271540179657222324749455	4011	4.76616873858191425483710190746933222	6385	0.07036540054796777687862174843758112	1650	1.81961507303360758847077249811263755	1675	2.00245294430624776182980895100627095	3029	1.11987609712898961156213317735819146	3735	2.00245294430624776182980895100627095	678	1.11987609712898961156213317735819146	31	1.81961507303360758847077249811263755	369	
1900	4.79412437434330573893248583772219718	4902	4.02824479648192035341480732313357294	4940	1.76483630042461925313546089455485344	3937	4.95386746303100533594943044590763748	6550	0.07632593521464009489463364843686577	1671	1.76861836776940473114905216789338738	1566	1.89328074469729634721204547531669959	3233	1.07216711310946699597934639314189553	3785	1.89328074469729634721204547531669959	652	1.07216711310946699597934639314189553	35	1.76861836776940473114905216789338738	390	
1910	4.81573377375690014901010727044194937	4987	3.99247509086709717607277525530662388	4882	1.73267442125683124309887261915719137	3987	4.82675991529597325779832317493855953	6574	0.07671161491448620639577171687051305	1570	1.76335482217671857263496804080205038	1651	1.89273599453161289751790263835573569	3201	1.06429184842998036941708051017485559	3779	1.89273599453161289751790263835573569	659	1.06429184842998036941708051017485559	41	1.76335482217671857263496804080205038	389	
1920	4.90495029808494020784337408258579671	4896	4.05449760551624382998170403880067170	4856	1.71223662350584859836999385152012110	3980	4.95169091175429176843181267031468451	6608	0.07821251473703877410414975202002097	1660	1.78693718070868112768323499039979652	1674	1.92085982427240109515764743264298886	3209	1.06450815733292070142113061592681333	3741	1.92085982427240109515764743264298886	646	1.06450815733292070142113061592681333	36	1.78693718070868112768323499039979652	390	
1930	5.07837439755048603018394715036265552	4944	4.09474633282161715186475703376345336	5006	1.72968501453843837012414041964802891	3979	4.93783252682360185303878097329288721	6413	0.07398657512656693635566540478976094	1658	1.82461084662289918512101394298952073	1602	1.99307966965924476809846055402886122	3145	1.09480620338431644533727649104548618	3788	1.99307966965924432400925070396624506	635	1.09480620338431644533727649104548618	35	1.82461084662289918512101394298952073	402	
1940	5.00851586483782806880071802879683673	4773	4.02995237497036917773129971465095878	5110	1.83886726961541735470007097319466993	3940	4.83452459916735310940794079215265810	6522	0.07459601577816357687034098944423022	1655	1.79924555249977036197606139467097819	1508	1.96102952282578368858878548053326085	3307	1.10837497582848776289665693184360862	3844	1.96102952282578368858878548053326085	650	1.10837497582848776289665693184360862	35	1.79924555249977036197606139467097819	432	
1950	4.90704772198824290541097070672549307	4765	4.12504212328757002836709943949244916	5171	1.72847542810287779779798711388139054	3959	4.97418119935946467791154645965434611	6534	0.06648221550698731052708723154864856	1571	1.81429709510970704755550286790821701	1433	1.93929459348580834898712055291980505	3324	1.07147676119668244787419553176732734	3870	1.93929459348580834898712055291980505	658	1.07147676119668244787419553176732734	37	1.81429709510970704755550286790821701	427	
1960	4.91937249042216961925078066997230053	4836	3.91343786930886583519395571784116328	5047	1.68455918708792085070058419660199434	3964	4.94619103186414754702582285972312093	6543	0.06237572019723054000950313024986826	1610	1.75301349528291061652396365388995036	1402	1.92236210482974789748311650328105316	3178	1.05524612224730862664046071586199105	3873	1.92236210482974789748311650328105316	660	1.05524612224730862664046071586199105	41	1.75301349528291061652396365388995036	467	
1970	4.74706301317308376752635012962855399	4935	3.99827910961926358268669901008252054	4992	1.76015535076142226600381945900153369	4023	4.97358059321221102067056563100777566	6480	0.05755039487925654034805589276402316	1570	1.77832105979535715079009605688042939	1413	1.89335818328756100292764585901750252	3147	1.07807841024324191359085034491727129	3812	1.89335818328756100292764585901750252	664	1.07807841024324191359085034491727129	44	1.77832105979535715079009605688042939	453	
1980	4.83469992066224207860614114906638861	4730	3.99054655687137227459970745258033276	4960	1.75448745596284716441459750058129430	4104	4.86901738507955084145351065672002733	6504	0.05808271485556786711823562541212596	1702	1.78067352531935041426436328038107604	1383	1.91434083068988014630917859904002398	3127	1.08286907832263756823465428169583902	3706	1.91434083068988014630917859904002398	689	1.08286907832263756823465428169583902	42	1.78067352531935041426436328038107604	476	
1990	4.92859554577661196361759721185080707	4712	4.12333596268312252419718788587488234	5075	1.76029541033129666161016757541801780	4100	4.78431192933890692131626565242186189	6549	0.05804810327706030892436217527574627	1564	1.83671997035929290831290927599184215	1412	1.96185193559536585894420568365603685	3247	1.10034498595252205888073149253614247	3738	1.96185193559536585894420568365603685	639	1.10034498595252205888073149253614247	35	1.83671997035929290831290927599184215	490	
2000	4.95098007034831422146226032054983079	4791	4.14119265334307851134099109913222492	5191	1.69934546418365073350287275388836861	4043	4.65577293459125307606427668360993266	6486	0.05714286110531272000478963946079602	1489	1.84011034394879358089269771880935878	1460	1.97359506485882429949185734585626051	3375	1.07646966652304421074859419604763389	3778	1.97359506485882429949185734585626051	592	1.07646966652304421074859419604763389	24	1.84011034394879358089269771880935878	463	
2010	4.81455482182817906533500718069262803	4675	3.98514939781163990417667264409828931	5281	1.63002463985514611799487738608149812	4040	4.66744205042051607534858703729696572	6513	0.06579574088145517807291184908535797	1491	1.77539998723769665289751173986587673	1432	1.91102682012127300659187767450930551	3434	1.04113064996643167603451729519292712	3865	1.91102682012127300659187767450930551	640	1.04113064996643167603451729519292712	28	1.77539998723769665289751173986587673	474	
2020	4.92020416257544557225855896831490099	4808	4.04362321954329573259201424662023783	5396	1.71791732347521186596850384376011789	4072	4.61304057145698376274367547011934221	6170	0.06319567362328962212281169286143268	1554	1.82453361777629519124843682220671326	1494	1.96524471319775972943943997961468995	3528	1.09249461044099649420502373686758801	3889	1.96524471319775972943943997961468995	676	1.09249461044099649420502373686758801	23	1.82453361777629519124843682220671326	523	
2030	4.93316625551380649739030559430830181	4829	4.14142070284288887904722287203185260	5348	1.69085364294459683520699400105513632	4034	4.62081354779546416011726250872015953	6240	0.06495488467607102300860333343734965	1549	1.84528082319223840634947464423021302	1472	1.97938492502756679947140128206228837	3533	1.08562852148553701248090419539948925	3923	1.97938492502756679947140128206228837	642	1.08562852148553701248090419539948925	22	1.84528082319223840634947464423021302	563	
2040	4.82041421700876693279269602498970926	4919	4.19880312115358744762261267169378698	5228	1.74118847214236316389701642037834972	3979	4.54199006836972341005775888334028423	6302	0.06923932830477062816409983270204975	1572	1.85597656565580471088594549655681476	1472	1.94800640798785984486585221020504832	3525	1.09846332938754920327539821300888434	3854	1.94800640798785984486585221020504832	578	1.09846332938754920327539821300888434	18	1.85597656565580471088594549655681476	547	
2050	4.95581716655757986700336914509534836	5128	3.94695418275930931528705514210741967	5109	1.77459567765357184576657800789689645	3987	4.57077798639250509893372509395703673	6196	0.07255683413848897089781786462481250	1580	1.79042060478202236240008460299577564	1462	1.96062945784933262416416255291551352	3200	1.08927657231188490527529211249202490	3885	1.96062945784933262416416255291551352	573	1.08927657231188490527529211249202490	16	1.79042060478202236240008460299577564	544	
2060	4.94317823298138758758568656048737466	4990	3.95577236716469382571403912152163684	5151	1.70354302012574621016938181128352880	3919	4.65518941686754672559800383169203997	6336	0.07758493798355216297668590641478659	1604	1.78659812551342334074888640316203237	1468	1.95515952142178384143278435658430681	3294	1.07225004463327411308171122072963044	3885	1.95515952142178384143278435658430681	561	1.07225004463327411308171122072963044	26	1.78659812551342334074888640316203237	518	
2070	5.11033874362702889015963592100888491	4924	3.91218451351158602591340240905992687	4989	1.74942330027766423938828665995970368	4059	4.69983751166903029883314957260154188	6466	0.07502934255987184219982566446560668	1562	1.77562853407779464021132298512384295	1522	1.98932236790438010665127421816578135	3163	1.08218893805160787380259534984361380	3799	1.98932236790438010665127421816578135	584	1.08218893805160787380259534984361380	23	1.77562853407779464021132298512384295	524	
2080	5.13269714264224763411448293481953442	4844	3.93657834930571226550455321557819843	4863	1.77980766296892567446263910824200138	4098	4.59513848031199056975992789375595748	6542	0.07461789576078810271031471756941755	1653	1.77619191647950591672611153626348823	1534	1.98732783268841117774172744248062372	3046	1.10288173910242015551830263575538993	3684	1.98732783268841117774172744248062372	580	1.10288173910242015551830263575538993	20	1.77619191647950591672611153626348823	534	
2090	5.30029868826228867106920006335712969	4900	3.77218893012974687550808994274120778	4880	1.75948514401523059547116645262576640	4014	4.81521396669752554942078859312459826	6576	0.07677381441569952613690475118346512	1630	1.74984952046960073879233732441207394	1532	2.02970438829214394615974015323445201	2952	1.09534972968736377119114422384882346	3778	2.02970438829214394615974015323445201	580	1.09534972968736377119114422384882346	28	1.74984952046960073879233732441207394	500	
2100	5.17252575744492215648051569587551057	4997	3.87777865428585766238711585174314678	4873	1.85633702275883960552960161294322461	3897	4.78560692884867044938346225535497069	6610	0.07272325146797617434479832354554674	1623	1.76263537390020608164320492505794391	1570	1.99754282874590805008097049721982330	2999	1.11097079895851313935395410226192325	3850	1.99754282874590805008097049721982330	579	1.11097079895851313935395410226192325	21	1.76263537390020608164320492505794391	493	
2110	5.28243950121189698165835579857230186	4957	4.05111852298322272503128260723315179	4827	1.75804961846521790036490529018919915	4000	4.56885400344495629099128564121201634	6610	0.07585733049778912995275703678998980	1606	1.82347842202830223712339829944539815	1545	2.04616477375759009404987409652676433	2986	1.10364443834483294537562869663815945	3744	2.04616477375759009404987409652676433	546	1.10364443834483294537562869663815945	30	1.82347842202830223712339829944539815	498	
2120	5.25566730878447962993504916084930301	4964	4.04032622903716820417230337625369430	4949	1.82615033339932031353214370028581470	4009	4.63624127195783852783961265231482685	6465	0.08285885109478384469294809377970523	1613	1.84551750593808749911772792984265834	1600	2.05136033201927725500013366399798542	3112	1.13604470578429039839818415202898905	3712	2.05136033201927725500013366399798542	587	1.13604470578429039839818415202898905	32	1.84551750593808749911772792984265834	425	
2130	5.24843946844066522317007184028625488	4946	4.10071941102882231433568449574522674	5052	1.80507147616980012649889886233722791	3956	4.45093693658419287118022111826576293	6516	0.07517217796429366549748607440051273	1530	1.85482943889275420090712032106239349	1492	2.04820850522152797523744993668515235	3167	1.12320984917642752165534147934522480	3808	2.04820850522152886341586963681038469	527	1.12320984917642752165534147934522480	28	1.85482943889275420090712032106239349	481	
2140	5.50766597189922180177745758555829525	5182	4.11500961372970142093663525884039700	4886	1.66584987590451016892245661438209936	3921	4.49248882969951068844238761812448502	6573	0.07547235738185441300540645670480444	1438	1.88221669468633634458853975957026705	1556	2.13326925007325307603878172812983394	3067	1.08807776964909685979421283263945952	3846	2.13326925007325396421720142825506628	457	1.08807776964909685979421283263945952	20	1.88221669468633634458853975957026705	493	
2150	5.53184864998337566532882192404940724	5103	4.23550998087377461587266225251369178	4984	1.57504780510556252615117500681662932	3882	4.45553385407812907459401685628108680	6619	0.07039228889337800776360154486610554	1412	1.90072264453669892425580201233970001	1635	2.12837145068804911574034122168086469	3265	1.05889186724640693704202476510545239	3903	2.12837145068805000391876092180609703	497	1.05889186724640693704202476510545239	19	1.90072264453669892425580201233970001	439	
2160	5.26417036825475737060742176254279912	5035	4.33170140761993582856348439236171544	4947	1.72409723476501897110324534878600389	3947	4.62221213156773291785839319345541298	6588	0.06828188866946993673678889535949565	1483	1.91702615811112297983243024646071717	1539	2.07346069687301204353957473358605057	3275	1.10890686339378596869664761470630765	3901	2.07346069687301204353957473358605057	548	1.10890686339378596869664761470630765	25	1.91702615811112297983243024646071717	510	
2170	4.97765169967436360565216091345064342	5037	4.33730443037855195598240243270993233	5095	1.69415094725632986438768057269044220	3912	4.53768729044395158211955276783555746	6464	0.06986897768464932212406637290769140	1492	1.89161846607727213154248602222651243	1500	1.98780270432647587774965813878225163	3468	1.09443926472389430060161430446896702	4005	1.98780270432647587774965813878225163	585	1.09443926472389430060161430446896702	26	1.89161846607727213154248602222651243	565	
2180	5.22250077379951349598741217050701380	4894	4.25825494151019334765351231908425689	5086	1.62524322196096071557747109181946144	3970	4.51098350992385555002783803502097726	6633	0.06861690675429225894088602899500984	1417	1.87568942523437431901811578427441418	1468	2.03420741782552294552033345098607242	3393	1.05476831719372476925400405889376998	3994	2.03420741782552294552033345098607242	623	1.05476831719372476925400405889376998	32	1.87568942523437431901811578427441418	523	
2190	5.46442580608985117862630431773141026	4685	4.24390437346392523920712847029790282	5109	1.72310970931582030374329406186006963	3978	4.73358303691872084328906566952355206	6707	0.06971060462457169537575651929728338	1521	1.87579224198779770382827791763702407	1343	2.07856533128240617003257284522987902	3357	1.08805884518134154959057013911660761	4028	2.07856533128240528185415314510464668	653	1.08805884518134154959057013911660761	31	1.87579224198779770382827791763702407	620	
2200	5.25687367980339903539288570755161345	4726	4.26434990927791890413800501846708357	5290	1.69367593416172734777092045987956226	4018	4.47310280928184322846163922804407775	6525	0.05886453740680231555559842604452570	1441	1.90550767089980843671526145044481382	1247	2.07155592765214580097676844161469489	3343	1.09838688197139600077889554086141288	3955	2.07155592765214580097676844161469489	586	1.09838688197139600077889554086141288	30	1.90550767089980843671526145044481382	585	
2210	5.12508858524051547078670409973710775	4722	4.27966116852319711227892184979282320	5133	1.65906663166702794676155008346540853	4040	4.36320162186725912789597714436240494	6660	0.05976493149925959230683858436350420	1445	1.87861506754045493039484426844865084	1289	2.01871332270088421623199792520608753	3280	1.07733015329740000609604066994506866	3873	2.01871332270088421623199792520608753	567	1.07733015329740000609604066994506866	28	1.87861506754045493039484426844865084	565	
2220	5.18961440783305061330565877142362297	4803	4.09696310860155410438210310530848801	5169	1.67327505076530602678985815146006644	3988	4.28229810662791621211908932309597731	6627	0.05558536562664017494084234272122558	1413	1.83903851568752596534750409773550928	1363	2.02396703682028844539786405221093446	3237	1.07179420769427791171324315655510873	3931	2.02396703682028844539786405221093446	608	1.07179420769427791171324315655510873	22	1.83903851568752596534750409773550928	502	
2230	5.32647495747686505751516961026936769	4855	4.26738242467889605791242502164095640	5273	1.69841903398786708834222736186347902	3968	4.50034241107711263651935951202176511	6512	0.06298621808793769538681317499140278	1392	1.91491765415853865128781308158067986	1330	2.09901687157944749628768477123230696	3301	1.10056285957868382752167235594242811	3984	2.09901687157944749628768477123230696	591	1.10056285957868382752167235594242811	24	1.91491765415853865128781308158067986	513	
2240	5.33059893129761075414307924802415073	4817	4.35763179917584420053344729240052402	5110	1.65888720517448429170315193914575502	3941	4.46347095762979151345462014432996511	6750	0.05843660324600966071706409366015578	1382	1.91604359618283459631982168502872810	1269	2.07689060277907611151704259100370109	3253	1.07830120533002649096943059703335166	4004	2.07689060277907611151704259100370109	552	1.07830120533002649096943059703335166	22	1.91604359618283459631982168502872810	549	
2250	5.41970364792124925656935374718159437	4984	4.25323811598155554491995644639246166	5185	1.68554732351934832834672306489665061	3924	4.27937491925033697270919219590723515	6507	0.05381451685512550486834015828208067	1400	1.91691370813024586361450474214507267	1191	2.10872705048581421394260360102634877	3147	1.09750844688413207173027785756858066	4109	2.10872705048581421394260360102634877	638	1.09750844688413207173027785756858066	25	1.91691370813024586361450474214507267	565	
2260	5.05249098863452861252198999864049256	4901	4.25697007563705742683168864459730685	5257	1.75039641676619694976579921785742044	3994	4.10152293972571957425543587305583060	6449	0.05782980157133330023633277505723527	1399	1.90800735362159334940201915742363781	1197	2.03026648476660787068226454721298069	3255	1.11445449807236030004276017280062661	3923	2.03026648476660787068226454721298069	594	1.11445449807236030004276017280062661	24	1.90800735362159334940201915742363781	524	
2270	5.05233659837872028930405576829798520	4891	4.30312007884170455440653313416987658	5226	1.74020637506568509600413108273642138	4004	4.13090975629583390116295049665495753	6472	0.06430734275292970814064119622344151	1407	1.91813430766378267833260906627401710	1206	2.03756469848935450883686826273333281	3251	1.11938360065573805357530545734334737	3900	2.03756469848935450883686826273333281	545	1.11938360065573805357530545734334737	21	1.91813430766378267833260906627401710	568	
2280	4.97973068646751926280558109283447266	4884	4.18466016840371946017285154084675014	5173	1.80262689229586214878509053960442543	4031	4.23561395683182428939517194521613419	6450	0.05852423437888145535401562824517896	1462	1.86361097058541269610998369898879901	1194	1.99216303786899584515879269019933417	3226	1.12061562615617815730217898817500100	4003	1.99216303786899584515879269019933417	625	1.12061562615617815730217898817500100	27	1.86361097058541269610998369898879901	650	
2290	4.97294852604230364079285209299996495	4837	4.19430658419618218601954140467569232	5238	1.85132573243341114199722596822539344	4124	4.39278189746827329997813649242743850	6251	0.06225868396551550998374580103700282	1550	1.90949803938075746145841549150645733	1108	2.03194813072741675696875063295010477	3128	1.15916781029338356034941170946694911	3844	2.03194813072741675696875063295010477	630	1.15916781029338311626020185940433294	21	1.90949803938075746145841549150645733	599	
2300	5.04472446550771458362305565970018506	4832	4.10739658762782067213947811978869140	5311	1.77080588992620735488969785365043208	4139	4.33342738829947649037421797402203083	6204	0.06572035014712537814851600614929339	1514	1.88358311210818873959738084522541612	1215	2.03874348810539940402009051467757672	3197	1.14104359499683361001132197998231277	3769	2.03874348810539940402009051467757672	589	1.14104359499683361001132197998231277	16	1.88358311210818873959738084522541612	565	
2310	4.88948243562845252796478234813548625	4796	4.25617782848530712414003573940135539	5309	1.78158032632033092035328536439919844	4179	4.07564541959126636072596738813444972	6193	0.06649373986233145239488351307954872	1523	1.91442634811335543609800424746936187	1245	2.01053791486193267346038737741764635	3309	1.13693796470635377637847795995185152	3786	2.01053791486193267346038737741764635	590	1.13693796470635377637847795995185152	12	1.91442634811335543609800424746936187	625	
2320	4.85940490407403746786485498887486756	4745	4.30273719207481164517048455309122801	5400	1.74772255009689714277953953569522128	4073	4.27100077435358649324825819348916411	6299	0.06297320215656007635907087660598336	1483	1.91846553376920625488821769977221265	1212	1.99669850692036510153570816328283399	3474	1.12357774237135465966730407672002912	3898	1.99669850692036510153570816328283399	597	1.12357774237135465966730407672002912	16	1.91846553376920625488821769977221265	593	
2330	4.76455885622861075034961686469614506	4868	4.40584555862806315218449526582844555	5369	1.75266832985150000645546697342069820	4092	4.34686258390939350704229582333937287	6180	0.06104172139360559967702357653251966	1491	1.93341918825035441464876839745556936	1215	1.96585069841480808428002546861534938	3470	1.11373295430517238457923667738214135	3923	1.96585069841480808428002546861534938	606	1.11373295430517238457923667738214135	17	1.93341918825035441464876839745556936	625	
2340	4.66567893077178919014613711624406278	5076	4.30542187876058157769421086413785815	5317	1.76999181842995256808137582993367687	4084	4.27947852991199528815968733397312462	6003	0.06183254662319349198584816917900753	1520	1.91466316803125469192536911577917635	1241	1.94951112643279267366835938446456566	3405	1.12453086383919753643567673861980438	3861	1.94951112643279267366835938446456566	552	1.12453086383919753643567673861980438	10	1.91466316803125469192536911577917635	629	
2350	4.58470136536476591260225177393294871	4742	4.55924299592987658513720816699787974	5501	1.72187252751279507023696169198956341	4185	4.27690825270781527223107332247309387	6018	0.06148234564043359579033065642761358	1554	1.97002837006256537044635024358285591	1264	1.93603381066813184929742419626563787	3674	1.12167656964614192993678898346843198	3682	1.93603381066813184929742419626563787	533	1.12167656964614192993678898346843198	13	1.97002837006256537044635024358285591	599	
2360	4.62075994581465110400131379719823599	4835	4.49137288821547642214682127814739943	5559	1.79961340709332384690810613392386585	4074	4.39885097165218308390421952935867012	5971	0.05762417561920007980091895660734735	1561	1.96960119351606066651072524109622464	1272	1.96082443599532751932201790623366833	3764	1.15262306310447981694267127750208601	3842	1.96082443599532751932201790623366833	530	1.15262306310447981694267127750208601	15	1.96960119351606066651072524109622464	629	
2370	4.54116551110058974671801479416899383	4688	4.36764606200180782735742468503303826	5766	1.84931987811082865214018511323956773	4000	4.19658363260268618688542119343765080	5993	0.05978775283947048574395566333805618	1553	1.93306059587424572399072530970443040	1216	1.92565302073560329354506848176242784	3877	1.15293023257259319436229816346894950	3932	1.92565302073560329354506848176242784	538	1.15293023257259319436229816346894950	16	1.93306059587424572399072530970443040	650	
2380	4.66649429414455418907436978770419955	4698	4.57541197622937900746364903170615435	5497	1.93483809291264030605361767811700702	4037	4.14844893208839593512493593152612448	6191	0.05656622501758823418072097410913557	1577	1.98970835648958632724259132373845205	1273	1.97045772576067057535453841410344467	3761	1.18789599621554775588094798877136782	3786	1.97045772576067057535453841410344467	495	1.18789599621554775588094798877136782	25	1.98970835648958632724259132373845205	627	
2390	4.55977793108292317469931731466203928	4758	4.23360208276601479582268439116887748	5511	1.83000127594277994802496323245577514	4094	4.23009566439742457077954895794391632	6069	0.05075094570511606145712946158710110	1568	1.87860840753837288197303223569178954	1347	1.91417237757522662455755835253512487	3695	1.13547536905407020491054481681203470	3766	1.91417237757522662455755835253512487	530	1.13547536905407020491054481681203470	20	1.87860840753837288197303223569178954	616	
2400	4.72070630880169073151364500517956913	4641	4.39612238344269012912945981952361763	5441	1.80152460314294571297466518444707617	4149	4.47917329640683625768815545598044991	6172	0.05206038754866922080299929120883462	1597	1.93062935672655555663368431851267815	1413	1.96777461101948936139649504184490070	3762	1.14270524556863772858150696265511215	3753	1.96777461101948936139649504184490070	569	1.14270524556863772858150696265511215	18	1.93062935672655555663368431851267815	618	
2410	4.75589662866767515225774332066066563	4827	4.20373584250086196334450505673885345	5331	1.78461803232248406025917120132362470	4191	4.34100652561392763573167030699551105	5996	0.05730121054420693471609382640963304	1655	1.88892219461196009255843364371685311	1465	1.97236851037242311157626772910589352	3620	1.14142483366844094128111919417278841	3711	1.97236851037242311157626772910589352	561	1.14142483366844094128111919417278841	19	1.88892219461196009255843364371685311	650	
2420	4.80250373719892209578574693296104670	4957	4.36466116498649014943111978936940432	5357	1.82316057088332805768970956705743447	4133	4.31634783632960239430076399003155529	6009	0.05911345861792919459398731873989163	1544	1.95669147990150493754413218994159251	1575	2.01663455821191384131907398113980889	3676	1.16292392263597466062208241055486724	3743	2.01663455821191384131907398113980889	525	1.16292392263597466062208241055486724	14	1.95669147990150493754413218994159251	593	
2430	4.76683593135605043755731458077207208	5010	4.31391422049148154371778218774124980	5384	1.79628907221819900108528145210584626	4125	4.29854760033415406184076346107758582	5907	0.05640630720564242250869568806592724	1574	1.94268036428226875678149099258007482	1588	2.00189142636441452793860662495717406	3672	1.15983440250895508683015577844344079	3695	2.00189142636441452793860662495717406	508	1.15983440250895508683015577844344079	16	1.94268036428226875678149099258007482	577	
2440	4.68965247964606302133461213088594377	4998	4.40928658162731768044295677100308239	5450	1.82108827418594243496841045271139592	4135	4.06688221631536350741953356191515923	5815	0.05418632168852926395130609193984128	1602	1.96747799993481908842340999399311841	1475	1.98789088503975452937311274581588805	3688	1.16956430262192534463849824533099309	3761	1.98789088503975452937311274581588805	534	1.16956430262192534463849824533099309	18	1.96747799993481908842340999399311841	628	
2450	4.84401148303636563952068172511644661	4930	4.41986849158386441160928370663896203	5261	1.82904726793511218652099614701000974	4186	4.14632153455307950196129240794107318	6083	0.05163615301583836247889536252841935	1540	1.96494171313014054369716632209019735	1476	2.01362659341237959509385291312355548	3644	1.16655801666453329268335892265895382	3747	2.01362659341237959509385291312355548	487	1.16655801666453329268335892265895382	19	1.96494171313014054369716632209019735	697	
2460	4.54301088510281569909921017824672163	4917	4.33492756979534110683971448452211916	5372	1.81722062282036178615385324519593269	4119	4.10110204399436018007918391958810389	6038	0.05858707963449576866521439910684421	1554	1.92103524269446546135498010698938742	1357	1.92396258275399811843442421377403662	3722	1.14527997901158751226091681019170210	3761	1.92396258275399811843442421377403662	469	1.14527997901158751226091681019170210	15	1.92103524269446546135498010698938742	689	
2470	4.51665922668569930209514495800249279	4705	4.64235073756299332359276377246715128	5490	1.81898334336752287576643993816105649	4157	4.17644131638435567310807527974247932	6096	0.05548271833029922578406356592495285	1552	1.98534211491569312357796661672182381	1332	1.92664007208779675117682472773594782	3969	1.13637229529709871123088760214159265	3804	1.92664007208779675117682472773594782	509	1.13637229529709871123088760214159265	14	1.98534211491569312357796661672182381	693	
