iteration	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_ANC cs	P_ANC nc	P_ROOT cs	P_ROOT nc	MB_A->B ms	MB_A->B nm	MB_B->A ms	MB_B->A nm	MB_A->C ms	MB_A->C nm	MB_C->A ms	MB_C->A nm	MB_B->C ms	MB_B->C nm	MB_C->B ms	MB_C->B nm	
7480	2.35160410879041670284550491487607360	2120	3.25280074442023803271695214789360762	3012	3.85985240585124467216360244492534548	4069	2.69224253407284530581478065869305283	3894	9.19883745691960186263713694643229246	8905	1.23619993359366553420386480866000056	0	1.05381130769068565022905659134266898	915	1.18336392712399907090059514302993193	178	1.05381130769068565022905659134266898	783	1.18336392712399907090059514302993193	0	1.23619993359366509011465495859738439	28	
7490	2.33409437439866573882341072021517903	2151	3.20225691441026194539176685793790966	3087	3.75681385555383640095783448487054557	4084	2.63499887654690834182247272110544145	3789	9.10256084791452657611898757750168443	8889	1.22367237579160414995271821680944413	0	1.04782952178354493710799033578950912	972	1.16660174673574101866790897474857047	173	1.04782952178354493710799033578950912	755	1.16660174673574101866790897474857047	0	1.22367237579160370586350836674682796	26	
7500	2.34110090036313334138640129822306335	2200	3.22161113836763535189788854040671140	3312	3.94196954593744797179510896967258304	4063	2.72663696041421133031690260395407677	3536	9.38578545151602838814142160117626190	8889	1.24530092656306679010924653994152322	0	1.06592763359848485826830710720969364	1012	1.21139243523647333056203478918178007	165	1.06592763359848485826830710720969364	730	1.21139243523647333056203478918178007	0	1.24530092656306679010924653994152322	29	
7510	2.32306372999387189537401354755274951	2220	3.36148262037659151246771216392517090	3205	4.13346915440906403915732880705036223	4088	2.72904846273596168870767542102839798	3519	8.85443224410079920971838873811066151	8968	1.28541754281871112297608306107576936	0	1.07298247499843868446589567611226812	1046	1.25345588493094939330774195695994422	143	1.07298247499843868446589567611226812	793	1.25345588493094939330774195695994422	0	1.28541754281871112297608306107576936	25	
7520	2.28354140247859582757428142940625548	2185	3.23332765646652209312605918967165053	3184	3.91261964631093839273034973302856088	4155	2.60789676982598273013991274638101459	3607	8.65422544577030272705542301991954446	8869	1.23793585893327540148334264813456684	0	1.04267848229987070141078220331110060	1046	1.19852363293307129232800889440113679	183	1.04267848229987070141078220331110060	837	1.19852363293307129232800889440113679	0	1.23793585893327540148334264813456684	29	
7530	2.27905913075834831715837935917079449	2161	3.34299678552290879807173951121512800	3214	3.95276776938122376137130231654737145	4222	2.65136678631020039631494000786915421	3577	8.96336775067134894356968288775533438	8826	1.27287713984544770262630208890186623	0	1.05560285111635088206583077408140525	1078	1.21657219883553335826320562773616984	189	1.05560285111635088206583077408140525	856	1.21657219883553335826320562773616984	0	1.27287713984544770262630208890186623	46	
7540	2.21633372940631900860353198368102312	2191	3.26485437123350807908650494937319309	3132	3.81356345924091311161419071140699089	4280	2.67758862880258297067825878912117332	3659	8.82519455078913672707585647003725171	8738	1.24303900964914326721100223949179053	0	1.02433324267314085354030339658493176	1092	1.17905311814188995533925208292203024	211	1.02433324267314085354030339658493176	885	1.17905311814188995533925208292203024	0	1.24303900964914326721100223949179053	49	
7550	2.26811008942679981359447083377745003	2257	3.32808604559507470455059774394612759	3038	3.94544958101041753906201847712509334	4135	2.76318143208492772444628826633561403	3753	8.96088642640228449920414277585223317	8817	1.25917368420689235186671339761232957	0	1.04488960860990154344563052291050553	1013	1.20287761801555626028914502967381850	223	1.04488960860990154344563052291050553	807	1.20287761801555626028914502967381850	0	1.25917368420689235186671339761232957	32	
7560	2.25972334566147825540838312008418143	2225	3.32220240064593674844672932522371411	3040	4.02634218908301377837233303580433130	4131	2.75497109004167128887274884618818760	3723	8.83830940253760921621051238616928458	8881	1.26176686174238050774931707564974204	0	1.04272914671705096978371329896617681	1049	1.21313707939895820686615479644387960	178	1.04272914671705096978371329896617681	809	1.21313707939895820686615479644387960	0	1.26176686174238050774931707564974204	52	
7570	2.24069460438452061623593181138858199	2180	3.30522453301599705710600574093405157	3082	3.99980934800474186019414446491282433	4235	2.77897259126171691789863871235866100	3745	8.98290196467651647083130228566005826	8758	1.25329256887487150429194571188418195	0	1.03368580477386062810296607494819909	1075	1.20842818147754549329420115100219846	189	1.03368580477386062810296607494819909	858	1.20842818147754549329420115100219846	0	1.25329256887487150429194571188418195	50	
7580	2.25358662512366292318688465456943959	2274	3.21442647577124285263039382698480040	3350	4.02284306830634452722961214021779597	4224	2.64941900589631318396754977584350854	3401	9.03671569918086170503102039219811559	8751	1.24537599012247079954818218539003283	0	1.04366838612291590315805933641968295	1081	1.22127767367490069894131465844111517	249	1.04366838612291590315805933641968295	902	1.22127767367490069894131465844111517	0	1.24537599012247079954818218539003283	44	
7590	2.22915296109643090716190272360108793	2245	3.24857056753174866514655150240287185	3287	3.93657677649067494485279894433915615	4243	2.65206973691924874358960551035124809	3474	9.10148068391609044169854314532130957	8751	1.25100047020927185315031238133087754	0	1.04095590384532266092776353616500273	1069	1.21098197219214864794878394604893401	228	1.04095590384532266092776353616500273	862	1.21098197219214864794878394604893401	0	1.25100047020927185315031238133087754	51	
7600	2.15262171935195167904453228402417153	2186	3.06835570171223670499216495954897255	3180	3.71843772615881551502070578862912953	4167	2.68487030473712096068084065336734056	3533	9.12070254373060684827123623108491302	8934	1.17114959781871630362104497180553153	0	0.98132981784541295500190472012036480	1081	1.12965813847875873321413564553949982	216	0.98132981784541295500190472012036480	850	1.12965813847875873321413564553949982	0	1.17114959781871630362104497180553153	35	
7610	2.15875206885082659979957497853320092	2160	3.17916907260863590423127789108548313	3062	3.91142641394601398019403859507292509	4139	2.70065769396656873979623014747630805	3722	9.06329551393257837332839699229225516	8917	1.20134293727259722217581838776823133	0	0.99379476152152379508919466388761066	1058	1.15804568035303501183364005555631593	233	0.99379476152152379508919466388761066	909	1.15804568035303501183364005555631593	0	1.20134293727259722217581838776823133	46	
7620	2.23075653288146735775399065460078418	2150	3.08208154821357460662056837463751435	3249	3.86190928932757149283361286506988108	4189	2.81619775066194044654821482254192233	3524	9.00721278406985526032713096356019378	8888	1.18575871456519110758165425068000332	0	1.01194488663461346078520364244468510	1003	1.15525467554950944659708511608187109	221	1.01194488663461346078520364244468510	840	1.15525467554950944659708511608187109	0	1.18575871456519110758165425068000332	75	
7630	2.21390136342350984932636492885649204	2207	3.03749185128931387112061202060431242	3257	3.91706879655058859412974925362505019	4226	2.89912084855164797758675376826431602	3494	9.33145527832546228808041632873937488	8816	1.18437294194556264059770001040305942	0	1.01267303330318170218049544928362593	1005	1.16670502656237951022433207981521264	236	1.01267303330318170218049544928362593	859	1.16670502656237951022433207981521264	0	1.18437294194556264059770001040305942	63	
7640	2.16129659865217416125915406155399978	2253	3.13032908506433038553495862288400531	3189	3.98809137936957158743211948603857309	4257	2.92421935502338881107675661041866988	3501	8.92561410536549182381804712349548936	8800	1.20349609399626489292245423712301999	0	1.00171541007458420047271374642150477	1023	1.17385542265806264161653871269663796	208	1.00171541007458420047271374642150477	851	1.17385542265806264161653871269663796	0	1.20349609399626489292245423712301999	69	
7650	2.21256538511788480860786876291967928	2269	3.10038285066630514563712495146319270	3205	3.97615761422631308619202172849327326	4220	3.03522333214911732568452862324193120	3418	9.01160226894141835884965985314920545	8888	1.20123048617221628298068480944493786	0	1.01650505380830802337754903419408947	974	1.17483350782235129727837374957744032	222	1.01650505380830802337754903419408947	840	1.17483350782235129727837374957744032	0	1.20123048617221628298068480944493786	59	
7660	2.12605604001745396303135748894419521	2155	3.04750522772608301025343280343804508	2983	3.94451067038352842786252949736081064	4303	3.01346779886586269014969730051234365	3680	8.94510311502397748029125068569555879	8879	1.16255878367340947932007111376151443	0	0.97512642642696001349378320810501464	956	1.13674548912916839604747565317666158	228	0.97512642642696001349378320810501464	919	1.13674548912916839604747565317666158	0	1.16255878367340947932007111376151443	69	
7670	2.10783866455701174302816980343777686	2336	3.05581866265570090135383907181676477	3195	3.97217155887296158311983163002878428	4211	2.94890060260664998992297114455141127	3484	9.09850879164787684771908971015363932	8774	1.17514379914939759430581034393981099	0	0.97762185962011882711664156886399724	1001	1.15046815929680268375534524238901213	211	0.97762185962011882711664156886399724	849	1.15046815929680268375534524238901213	0	1.17514379914939759430581034393981099	56	
7680	2.10417800203058291685920266900211573	2242	2.94881778101938563096950929320883006	3225	4.00662338236748993836044974159449339	4209	2.98202078963106442799357864714693278	3333	8.92246265063921129012669553048908710	8991	1.14307775582614423726113273005466908	0	0.97047678304573115060094323780504055	951	1.14387878100123430158419068902730942	183	0.97047678304573115060094323780504055	874	1.14387878100123430158419068902730942	0	1.14307775582614423726113273005466908	60	
7690	2.18487606057113259439006469619926065	2206	2.94064560984573608592995697108563036	3254	4.06245528474226613724340495537035167	4231	3.10119078101435841077204713656101376	3412	9.14677178974072013772911304840818048	8897	1.15337413640192409935991690872469917	0	0.99490553529229142082357384424540214	971	1.15759092635451343866748175059910864	205	0.99490553529229142082357384424540214	857	1.15759092635451343866748175059910864	0	1.15337413640192409935991690872469917	64	
7700	2.13087142233506376953755534486845136	2227	3.00206695511965104827822869992814958	3165	4.02083179774121823868426872650161386	4255	3.02920127478673606447046040557324886	3543	8.94504223222362604417412512702867389	8810	1.15672543063842536703589303215267137	0	0.97692466717630488393098175947670825	946	1.14504790001007239474972720927326009	177	0.97692466717630488393098175947670825	887	1.14504790001007239474972720927326009	0	1.15672543063842536703589303215267137	40	
7710	2.16198453973135107375469488033559173	2139	2.98027992307438038821487680252175778	3108	3.93483187116825794404917360225226730	4219	3.15759417033121714268872892716899514	3579	8.97699762481260066238064609933644533	8955	1.14528243493789760876211403228808194	0	0.97824302313327526903208308795001358	904	1.12687427960807995397374270396539941	211	0.97824302313327526903208308795001358	875	1.12687427960807995397374270396539941	0	1.14528243493789760876211403228808194	23	
7720	2.18984028006256892240344313904643059	2147	2.95590292567506995879966780194081366	3103	3.92829018454089595735467810300178826	4252	3.15802785300103838750374052324332297	3529	9.37654083136279936638857179787009954	8969	1.14370771692923511864137253724038601	0	0.98794665618665533646236553977360018	924	1.12745602735718719600299664307385683	203	0.98794665618665533646236553977360018	880	1.12745602735718719600299664307385683	0	1.14370771692923511864137253724038601	33	
7730	2.13897968106024816137278321548365057	2159	2.88646801274318054453260629088617861	3140	3.99892028097769625105684099253267050	4126	3.21476182893687223440792877227067947	3340	9.19155474012731943389553634915500879	9235	1.12130398319567103904148552828701213	0	0.96516181572999970583737194829154760	914	1.11837177973085122317797868163324893	221	0.96516181572999970583737194829154760	896	1.11837177973085122317797868163324893	0	1.12130398319567103904148552828701213	32	
7740	2.14580868182562323198681042413227260	2278	2.97019421327892629847156058531254530	3224	4.02005727427110759464312650379724801	4097	3.18839240147307911854568374110385776	3221	9.28226377332866015024137595901265740	9180	1.15180416377408989525576998858014122	0	0.98116996539348322325935214394121431	953	1.14454100714356465928744910343084484	226	0.98116996539348322325935214394121431	813	1.14454100714356488133205402846215293	0	1.15180416377408989525576998858014122	42	
7750	2.05446585502224099428758563590236008	2341	2.89841615104901828559036403021309525	3110	3.84986195579512502362717896176036447	4214	3.15811648199152106286646812804974616	3269	9.04764634192171079973832092946395278	9066	1.12390119620204687045372793363640085	0	0.94911616891912919946605597942834720	920	1.10969124289913767533732880110619590	256	0.94911616891912919946605597942834720	839	1.10969124289913767533732880110619590	0	1.12390119620204687045372793363640085	46	
7760	2.06578376422683751556519382575061172	2373	2.95356447116527576213229622226208448	3106	3.78069572627717098711741527949925512	4295	3.22703747670121643409402167890220881	3242	9.17474124615832309359575447160750628	8984	1.13937763760411381319670454104198143	0	0.95436406568397091909616847260622308	955	1.10520641045937306756741236313246191	239	0.95436406568397091909616847260622308	824	1.10520641045937306756741236313246191	0	1.13937763760411381319670454104198143	38	
7770	2.11636752020541862862046400550752878	2421	2.96934510031376186489637802878860384	3033	3.87046953341371535728399067011196166	4082	3.26929403397085582838599293609149754	3241	9.32782264131690652675388264469802380	9223	1.14748435671787651912723049463238567	0	0.97125016274954534267749295395333320	905	1.12514963820598601351719025842612609	223	0.97125016274954534267749295395333320	733	1.12514963820598601351719025842612609	0	1.14748435671787651912723049463238567	33	
7780	2.16069797208644676089761560433544219	2229	3.01005427173324102696483350882772356	3137	3.91044446028203207532669694046489894	4203	3.33244804662136484552092952071689069	3299	9.04293362697900349189694679807871580	9132	1.15867281963983681514207546570105478	0	0.98537119763890723689314654620829970	964	1.12934198677574682001534256414743140	157	0.98537119763890723689314654620829970	758	1.12934198677574682001534256414743140	0	1.15867281963983681514207546570105478	34	
7790	2.15552365043464977389930936624296010	2203	2.96195937395928021729218926338944584	3066	3.85362108981645512528757535619661212	4183	3.33469683505322000982573626970406622	3400	9.08924591091585298840982432011514902	9148	1.13664859715043786714261386805446818	0	0.97406102486379564364682437371811830	960	1.11171314695878420408803322061430663	172	0.97406102486379564364682437371811830	738	1.11171314695878420408803322061430663	0	1.13664859715043786714261386805446818	50	
7800	2.14889726252732726763383652723859996	2223	2.92581295167861510364559762820135802	3157	3.97330340410076132684480398893356323	4255	3.36770111519029624602694639179389924	3246	9.12898773957034492809725634288042784	9119	1.13449537875752048954325346130644903	0	0.97467441933484022520417511259438470	900	1.12643848012241010181355704844463617	180	0.97467441933484022520417511259438470	838	1.12643848012241010181355704844463617	0	1.13449537875752048954325346130644903	29	
7810	2.21486336517867021811412087117787451	2270	3.00868611378167161163332821161020547	3055	3.91084763364792653561607949086464942	4091	3.38396530135274975492620797012932599	3280	9.21271325045379185780802799854427576	9304	1.15961673616911697948239634570199996	0	0.99831510908745979548939430969767272	899	1.13672887068702199719893997098552063	226	0.99831510908745979548939430969767272	756	1.13672887068702199719893997098552063	0	1.15961673616911697948239634570199996	38	
7820	2.25226269435006365426943375496193767	2261	3.10414398127918778058642601536121219	2980	3.88743954794642787575753573037218302	4176	3.23024734877497321505757099657785147	3335	8.92236548136010121368144609732553363	9248	1.19686454415495791003820613696007058	0	1.02135319507844912756411304144421592	854	1.15945766101560532312930718035204336	266	1.02135319507844912756411304144421592	834	1.15945766101560532312930718035204336	0	1.19686454415495791003820613696007058	41	
7830	2.26440195684147926868945432943291962	2209	3.00431132195986450028613035101443529	3068	3.83359934600455298792098801641259342	4222	3.14433561437642028479899636295158416	3423	8.93951803493416718993103131651878357	9078	1.17368285935325022961706054047681391	0	1.02033014991604931154256519221235067	848	1.14221522439100575674331139452988282	254	1.02033014991604931154256519221235067	840	1.14221522439100575674331139452988282	0	1.17368285935325022961706054047681391	39	
7840	2.19738217805131519355654745595529675	2228	2.90616281737058290701725127291865647	3016	3.71651147138527937485719121468719095	4184	3.05558004694569307346796449564862996	3655	9.11682719325016144296114362077787519	8917	1.12466335701420350190460339945275337	0	0.97970256689322343657266856098431163	781	1.09633473387155500056167056754929945	205	0.97970256689322343657266856098431163	773	1.09633473387155500056167056754929945	0	1.12466335701420350190460339945275337	25	
7850	2.26511972969477248796010826481506228	2100	3.02121938018050251173463038867339492	2880	3.80130816585113295857922821596730500	4231	3.25342190055304048001971750636585057	3660	9.25616684311565052212245063856244087	9129	1.15468183980190430837353687820723280	0	1.00127594642612161024430861289147288	834	1.11430057092561529685781351872719824	202	1.00127594642612161024430861289147288	838	1.11430057092561529685781351872719824	0	1.15468183980190430837353687820723280	37	
7860	2.23633264609372695019828825024887919	2163	2.97977382669127921488438914821017534	2974	3.87102963893790397165162175951991230	4255	3.14653223162888151520633073232602328	3529	9.42219395823366134834486729232594371	9079	1.15040613585134310348223607434192672	0	0.99954075637115591401737901833257638	840	1.12717698553898992841482140647713095	142	0.99954075637115591401737901833257638	795	1.12717698553898992841482140647713095	0	1.15040613585134310348223607434192672	33	
7870	2.13754991178012199171121210383716971	2114	2.91722227545599821496580261737108231	3142	3.85751390918691283715702411427628249	4195	3.03546844602717857952711710822768509	3448	9.45881993933284803688366082496941090	9101	1.12655020179460518825464987457962707	0	0.96553472127491590804027055128244683	917	1.11091472601392027286237862426787615	164	0.96553472127491590804027055128244683	864	1.11091472601392027286237862426787615	0	1.12655020179460518825464987457962707	19	
7880	2.15619530153303173847234575077891350	2121	2.87241726978781075629854058206547052	3030	3.97102829033921445045507425675168633	4234	3.18430640066005299360085700755007565	3597	9.37360457119657652924615831580013037	9018	1.11726065245331684927521109784720466	0	0.96863640432153175208185302835772745	859	1.11305297051713369960168620309559628	149	0.96863640432153175208185302835772745	903	1.11305297051713325551247635303298011	0	1.11726065245331684927521109784720466	28	
7890	2.02995856740212055058236728655174375	2258	2.91006915210899519408371816098224372	2926	3.95551493125495845504246972268447280	4217	3.08695029017290556438979365339037031	3648	9.19892156569134300525547587312757969	8951	1.11613809603255154101475454808678478	0	0.93357852652784611979797091407817788	845	1.10166128884565495127390022389590740	129	0.93357852652784611979797091407817788	883	1.10166128884565450718469037383329123	0	1.11613809603255154101475454808678478	46	
7900	2.08843108374733299470449310319963843	2209	2.95156316142287655779341548623051494	2974	4.04097847225459094744337562588043511	4262	3.12428851286347475380011928791645914	3546	9.20467985900878815641590335872024298	9009	1.13387187754298102149164151342120022	0	0.95533167870977697688772423134651035	851	1.12550327146795137167600842076353729	139	0.95533167870977697688772423134651035	945	1.12550327146795137167600842076353729	0	1.13387187754298102149164151342120022	24	
7910	2.11201913645078542813848798687104136	2158	3.00053638191656268929818907054141164	2910	4.08543579595023764738925819983705878	4259	3.16763573412704291243358056817669421	3671	9.33479068259080690950213465839624405	9002	1.14646007153082929441723081254167482	0	0.96476729624560475517824897906393744	874	1.13570385226381986853994021657854319	114	0.96476729624560475517824897906393744	913	1.13570385226381986853994021657854319	0	1.14646007153082929441723081254167482	36	
7920	2.04273584791426054962926173175219446	2148	2.88118593951013046705611486686393619	2932	4.08704222909434644606108122388832271	4293	3.14789826381482651385113058495335281	3649	9.10946564067326924885037442436441779	8978	1.10673748994134002465727917297044769	0	0.93173728659122467821163127155159600	823	1.10627785069113704352616878168191761	95	0.93173728659122467821163127155159600	990	1.10627785069113704352616878168191761	0	1.10673748994134002465727917297044769	27	
7930	2.11787615342305857168980764981824905	2023	2.94963192483257286014008968777488917	2983	4.05911939944996635887264346820302308	4285	3.13797069838778508454879556666128337	3748	9.17511551426213678439580689882859588	8961	1.13219882960542816974225388548802584	0	0.96084081925781816835296922363340855	851	1.12357327834035625180320039362413809	102	0.96084081925781816835296922363340855	951	1.12357327834035625180320039362413809	0	1.13219882960542816974225388548802584	30	
7940	2.10674388655374311696277800365351140	2040	2.92477420551512246049696841510012746	2941	4.05006544939124957238618662813678384	4265	3.19453495498694328702526945562567562	3664	9.39996608169997749371304962551221251	9090	1.12363219840401651339334421209059656	0	0.95641560568859851354517331856186502	893	1.11887761630768012288683621591189876	92	0.95641560568859851354517331856186502	907	1.11887761630768012288683621591189876	0	1.12363219840401651339334421209059656	37	
7950	2.10981314570637534799857348843943328	2135	3.04605848791055500157654023496434093	2910	4.06953334209345740646313061006367207	4199	2.96454960265304601207958512532059103	3717	9.21255922976436636417929548770189285	9039	1.16142926868840601350996166729601100	0	0.96996390250113806441589758833288215	845	1.14843195741442327673098589002620429	69	0.96996390250113806441589758833288215	896	1.14843195741442327673098589002620429	0	1.16142926868840601350996166729601100	19	
7960	2.18355620893745561161836121755186468	2093	3.05770711728213884228466667991597205	3079	4.04500440026569485496565903304144740	4205	3.00435332193075899098744230286683887	3640	9.32250642977843391179249010747298598	8983	1.17547086640911513377716346440138295	0	0.99608752239676534578904920635977760	939	1.15803909612208855151038733310997486	70	0.99608752239676534578904920635977760	848	1.15803909612208855151038733310997486	0	1.17547086640911513377716346440138295	14	
7970	2.20373912325932153066787577699869871	2077	3.05628594134770104062681639334186912	2963	4.03006620950498017919017001986503601	4161	2.94994226490548561159243945439811796	3754	8.91734220320599213494006107794120908	9045	1.16832874783389861761406791629269719	0	0.99680949741652313811357544182101265	868	1.15429587260808830251335166394710541	61	0.99680949741652313811357544182101265	841	1.15429587260808830251335166394710541	0	1.16832874783389861761406791629269719	7	
7980	2.16189898065967556206601329904515296	2005	3.06933759090683766501683749083895236	3004	4.07545613829436792485694240895099938	4133	2.99029856736153920593324073706753552	3780	9.34857562856289270314391615102067590	9078	1.16510747614379628345204764627851546	0	0.98449598327523435425945308452355675	899	1.14926817939152670078328810632228851	64	0.98449598327523435425945308452355675	867	1.14926817939152670078328810632228851	0	1.16510747614379628345204764627851546	9	
7990	2.18785316050808198440336127532646060	2092	3.12091437764309453939404193079099059	3001	4.00813528210383029914964936324395239	4234	2.98647106510660398370760049147065729	3754	9.30471008995948878350645827595144510	8919	1.18721602079280730279720046382863075	0	0.99976658415684083180963170889299363	895	1.15840458279182612066904312086990103	67	0.99976658415684083180963170889299363	837	1.15840458279182612066904312086990103	0	1.18721602079280730279720046382863075	6	
8000	2.22248880727279729541123742819763720	2138	3.12392205236830067249798048578668386	2928	3.97579747203199307392651462578214705	4086	2.85148139682399559546865930315107107	3726	9.45311857983229408830538886832073331	9122	1.18644333387312661542978275974746794	0	1.00399652017462792663593518227571622	887	1.15726445485225926113059813360450789	60	1.00399652017462792663593518227571622	801	1.15726445485225926113059813360450789	0	1.18644333387312661542978275974746794	3	
8010	2.20596191378634687296766969666350633	2209	3.24304036673197559892400931857991964	2888	4.13903372683157666500619598082266748	4101	2.96786586486625436620556683919858187	3688	9.45184200749790370821301621617749333	9114	1.22601625886398912790298254549270496	0	1.01493366946837282327464890840929002	901	1.19102733307514463412246641382807866	55	1.01493366946837282327464890840929002	830	1.19102733307514463412246641382807866	0	1.22601625886398912790298254549270496	8	
8020	2.17621292859216586279558214300777763	2272	3.05563570074587298464052764757070690	2944	4.07128630357748200196965626673772931	4052	2.96239787633781759268458699807524681	3755	9.17020731074497419399449427146464586	8977	1.17598969130985131492650452855741605	0	0.99732689613199987377356592332944274	851	1.16911657976531113689588892157189548	48	0.99732689613199987377356592332944274	720	1.16911657976531113689588892157189548	0	1.17598969130985131492650452855741605	13	
8030	2.23315661818073030175924031937029213	2237	3.11852603087333379860979221120942384	2994	4.06625916392692232648187200538814068	4094	2.87591776433393198075805230473633856	3784	9.27313647877419455767267209012061357	8891	1.19339983217376710555868157825898379	0	1.01381121148614261606724085140740499	854	1.17375818523320174513457914144964889	34	1.01381121148614261606724085140740499	739	1.17375818523320174513457914144964889	0	1.19339983217376710555868157825898379	1	
8040	2.17981761068802359915252964128740132	2213	3.07889237458292530646986051579006016	2962	4.06686134836666024483520232024602592	4105	3.10251476491304378768631977436598390	3590	9.59017821994558161691202258225530386	9130	1.18375326562277694009139850095380098	0	1.00046480151241112821480783168226480	864	1.16949196803504440467236236145254225	34	1.00046480151241112821480783168226480	731	1.16949196803504440467236236145254225	0	1.18375326562277694009139850095380098	2	
8050	2.17148869724900439592829570756293833	2183	2.97756147394671533135124263935722411	3078	4.05905513406629836481442907825112343	4148	2.95940997133069672031524532940238714	3623	9.21629817357210079364904231624677777	8968	1.15450642541058456913560803513973951	0	0.98911185205009310994483939794008620	850	1.15736525317185678929376990708988160	34	0.98911185205009310994483939794008620	770	1.15736525317185678929376990708988160	0	1.15450642541058456913560803513973951	4	
8060	2.22125106440075414937496134371031076	2146	2.97883721724361372196199226891621947	3071	4.00191511573992819705836154753342271	4077	2.92489394896532095557972752430941910	3564	9.36819725717205464832204597769305110	9142	1.16529746075256723791824242653092369	0	1.00719906159139083179354656749637797	841	1.16326591238521537263750360580161214	41	1.00719906159139083179354656749637797	759	1.16326591238521537263750360580161214	0	1.16529746075256723791824242653092369	4	
8070	2.27180632659213133095477132883388549	2132	2.99047672846806511515183046867605299	2957	3.96694140935101380307514773448929191	4139	2.87632268056337370154551535961218178	3702	9.07390314986633761407119891373440623	9070	1.16408259247120882129422625439474359	0	1.01562484374504369277758542011724785	728	1.15537512121958774180541240639286116	38	1.01562484374504369277758542011724785	804	1.15537512121958774180541240639286116	0	1.16408259247120882129422625439474359	7	
8080	2.23840917103141290311896227649413049	2084	3.03593554955236255565864667005371302	2980	4.04719620658491585629690234782174230	4177	2.92785251881055197387127009278628975	3636	9.35301356478103684821689967066049576	9123	1.17406534592108724446291034837486222	0	1.01304648479493430990316937823081389	756	1.16729496856215075872853503824444488	28	1.01304648479493430990316937823081389	816	1.16729496856215075872853503824444488	0	1.17406534592108724446291034837486222	8	
8090	2.19603965407290946387774965842254460	2101	2.96266880665152099183501377410721034	2986	4.03610857676024536999648262280970812	4108	3.00431951752244641440370287455152720	3485	9.24692207790666564903858670732006431	9320	1.14699525483808328907286977482726797	0	0.99012754897082533300789464192348532	778	1.14986239637477605235460487165255472	44	0.99012754897082533300789464192348532	842	1.14986239637477605235460487165255472	0	1.14699525483808328907286977482726797	6	
8100	2.19991510096070674862289706652518362	2172	2.94047199984729035193709023587871343	3110	3.97810844693083698331292907823808491	4190	2.90716189020367510309483805031049997	3458	9.16039954022284241830220707925036550	9070	1.15127462658296741970787024911260232	0	0.99849230906250985295713462619460188	772	1.15595165447812187053955312876496464	54	0.99849230906250985295713462619460188	802	1.15595165447812187053955312876496464	0	1.15127462658296741970787024911260232	15	
8110	2.12379248682435717299199495755601674	2272	2.84511408992933034767247590934857726	3110	3.98832228996373139295883447630330920	4128	2.76823926135854492258658865466713905	3439	9.46575802092062268400241009658202529	9051	1.12361761792149117411554470891132951	0	0.97266780264545094070172126521356404	753	1.14078694008764691680823943897848949	60	0.97266780264545094070172126521356404	842	1.14078694008764691680823943897848949	0	1.12361761792149117411554470891132951	11	
8120	2.06185662691877258367867398192174733	2179	2.81241806611810840621501483838073909	3090	3.86875168928339885354716898291371763	4137	2.79351698581676366472947847796604037	3407	9.69924247331184119502722751349210739	9187	1.09524651521019644739851628401083872	0	0.94026228931371302888209129378083162	777	1.10025411775158921123818345222389325	45	0.94026228931371302888209129378083162	826	1.10025411775158921123818345222389325	0	1.09524651521019644739851628401083872	21	
8130	2.11386657570033742459258974122349173	2138	2.89326458584006429575197216763626784	3002	3.99257914808561853448054534965194762	4007	2.82304900609564546343221991264726967	3441	10.01816802868326838904522446682676673	9412	1.12184562496529816044699146004859358	0	0.96207180498425748371715826579020359	777	1.12855528272851102222773533867439255	34	0.96207180498425748371715826579020359	823	1.12855528272851102222773533867439255	0	1.12184562496529816044699146004859358	14	
8140	2.13638312799303120570471037353854626	2223	2.97184682182285131446519699238706380	3049	3.98943536608663551490394638676661998	3961	2.76709836965311062328964908374473453	3420	9.97057648613540870030647056410089135	9347	1.14859966509275790436106490233214572	0	0.97930120674996479213092470672563650	817	1.14725835876968162985178878443548456	38	0.97930120674996479213092470672563650	785	1.14725835876968162985178878443548456	0	1.14859966509275790436106490233214572	3	
8150	2.15441470559250181082688868627883494	2213	2.85865078997694821438813050917815417	3150	3.86768385639814793464097419928293675	4135	2.72358830007065755296480347169563174	3139	9.95113786891328366834841290256008506	9363	1.12125409680770382614412028488004580	0	0.97552949564276469907042610429925844	758	1.13031327736848430376426222210284323	34	0.97552949564276469907042610429925844	829	1.13031327736848430376426222210284323	0	1.12125409680770382614412028488004580	4	
8160	2.02726870158858574200166913215070963	2223	2.84630062004833339628362409712281078	2879	3.75646313662968012181408994365483522	4066	2.72604578357524296450264955637976527	3368	10.01430609230245849516904854681342840	9464	1.09595402266553310077767946495441720	0	0.92874284353779323897271069654379971	737	1.08357163463982275608543659473070875	38	0.92874284353779323897271069654379971	836	1.08357163463982275608543659473070875	0	1.09595402266553310077767946495441720	8	
8170	2.11199429074692890395681388326920569	2200	2.85184071262694915915858473454136401	2940	3.84456897253046703255563443235587329	4077	2.79541927568695669492626620922237635	3408	9.89223515079116566539596533402800560	9375	1.10902922448059659821240074961679056	0	0.95642292488396385419235912195290439	731	1.10795675864378195818460426380624995	25	0.95642292488396385419235912195290439	798	1.10795675864378195818460426380624995	0	1.10902922448059659821240074961679056	4	
