iteration	C_ANC cs	C_ANC nc	C_ANC_A cs	C_ANC_A nc	C_ANC_B cs	C_ANC_B nc	C_ANC_A->B ms	C_ANC_A->B nm	C_ANC_B->A ms	C_ANC_B->A nm	C_ROOT cs	C_ROOT nc	C_ROOT_A cs	C_ROOT_A nc	C_ROOT_B cs	C_ROOT_B nc	C_ROOT_C cs	C_ROOT_C nc	C_ROOT_A->B ms	C_ROOT_A->B nm	C_ROOT_B->A ms	C_ROOT_B->A nm	C_ROOT_A->C ms	C_ROOT_A->C nm	C_ROOT_C->A ms	C_ROOT_C->A nm	C_ROOT_B->C ms	C_ROOT_B->C nm	C_ROOT_C->B ms	C_ROOT_C->B nm	
1680	4.85145025955844211296152934664860368	6996	4.99782426411420477307956389267928898	4748	3.78845017435836206587396191025618464	4401	3.58647948550723283389629614248406142	5119	0.00000000000000000000000000000000000	0	10.02120006527662177120419073617085814	9176	4.99782426411420477307956389267928898	4748	3.78845017435836206587396191025618464	4401	1.67685223338321587327470751915825531	3675	9.33892337350282808472456963500007987	17642	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1690	4.94109226240295917875755549175664783	6998	5.01111693034758953757545896223746240	4597	3.81828687884511364103445885120891035	4503	3.58791676903193179626327946607489139	5290	0.00000000000000000000000000000000000	0	10.14800597618936706112435786053538322	9144	5.01111693034758953757545896223746240	4597	3.81828687884511364103445885120891035	4503	1.66573491021558917069000926858279854	3756	9.33295569628370813575202191714197397	17964	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1700	5.03617237242250936901655222754925489	6995	5.08488229503266175868247955804690719	4580	3.84795130927511008778196810453664511	4515	3.61496835129926763485741503245662898	5306	0.00000000000000000000000000000000000	0	10.07000140518220732133158890064805746	9127	5.08488229503266175868247955804690719	4580	3.84795130927511008778196810453664511	4515	1.63131362784516120711941766785457730	3778	9.36014445643681902708976849680766463	18066	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1710	4.96023607275100530955569411162286997	6807	4.98061995157710946102724847150966525	4596	3.65457189969222451253472172538749874	4586	3.54879385936586944083614980627316982	5434	0.00000000000000000000000000000000000	0	10.26557350906260701606242946581915021	9010	4.98061995157710946102724847150966525	4596	3.65457189969222451253472172538749874	4586	1.71758089769515120970311272685648873	3808	9.29007438623965420276817894773557782	18194	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1720	4.88571817532506624814914175658486784	6812	5.03638353524156823226576307206414640	4691	3.68615249262501132321290242543909699	4571	3.55811774364897992484202404739335179	5534	0.00000000000000000000000000000000000	0	10.14380974863494877524772164179012179	8921	5.03638353524156823226576307206414640	4691	3.68615249262501132321290242543909699	4571	1.67670462179302570682182249584002420	3817	9.25831907238098672507931041764095426	18578	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1730	4.94430343933049254445677433977834880	6863	5.05937101781495357499807141721248627	4664	3.62627389976297465068455494474619627	4627	3.54453606866419201892881574167404324	5406	0.00000000000000000000000000000000000	0	9.96081654243843317431128525640815496	8910	5.05937101781495357499807141721248627	4664	3.62627389976297465068455494474619627	4627	1.58986411735491262042785365338204429	3799	9.18082059389152504991216119378805161	18358	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1740	4.96542109251203189757006839499808848	6937	5.13378138201449019106803461909294128	4627	3.77254560110762149349739047465845942	4653	3.64003460143490453759795855148695409	5414	0.00000000000000000000000000000000000	0	10.06974001840833032872524199774488807	9005	5.13378138201449019106803461909294128	4627	3.77254560110762149349739047465845942	4653	1.64448858329076252893230503104859963	3715	9.42386552047731740344715944956988096	18490	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1750	4.77226883499463738758095132652670145	6903	5.34310003910846553765168209793046117	4664	3.74472286169693591162399570748675615	4614	3.71212061276540516985278372885659337	5515	0.00000000000000000000000000000000000	0	9.48360298658398370719169179210439324	8888	5.34310003910846553765168209793046117	4664	3.74472286169693591162399570748675615	4614	1.60016596565202995350318815326318145	3834	9.57381193790267026599849486956372857	18642	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1760	4.85466557426572453692870112718082964	6919	5.63299372057816949421749086468480527	4764	3.56937097374486711487406864762306213	4492	3.69108115376671053198265326500404626	5363	0.00000000000000000000000000000000000	0	9.86127848663229222836434928467497230	8992	5.63299372057816949421749086468480527	4764	3.56937097374486711487406864762306213	4492	1.60835988246233552168007463478716090	3752	9.50824482142119542515956709394231439	18486	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1770	4.82705037724002039567494648508727551	6891	5.58359116110987319103742265724577010	4845	3.67393085204019964606914072646759450	4455	3.78005906228922627931865463324356824	5388	0.00000000000000000000000000000000000	0	9.62154023700145621944557206006720662	8848	5.58359116110987319103742265724577010	4845	3.67393085204019964606914072646759450	4455	1.65487523913865763880437498301034793	3852	9.76261692136563752342226507607847452	18278	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1780	4.61409437532612187737868225667625666	6854	5.33879338068704267783459727070294321	4932	3.72018028231844199993361144152004272	4434	3.67781041403614850082703924272209406	5291	0.00000000000000000000000000000000000	0	9.36809284481947734946061245864257216	8859	5.33879338068704267783459727070294321	4932	3.72018028231844199993361144152004272	4434	1.58556501591667098338689356751274318	3775	9.46533280706374569035688182339072227	18180	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1790	4.96254328919104814588081353576853871	6939	5.43055913791027400350230891490355134	4957	3.74709124817344374491767666768282652	4548	3.72717934399306027870579782756976783	5356	0.00000000000000000000000000000000000	0	9.77629599754354750018592312699183822	8852	5.43055913791027400350230891490355134	4957	3.74709124817344374491767666768282652	4548	1.55125439778731877282780260429717600	3643	9.54147928435193826146587525727227330	18584	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1800	4.99294311227195031221981480484828353	6991	5.37992418798449101302594499429687858	4834	3.84921818938212201288706637569703162	4646	3.75318663573863231519567307259421796	5471	0.00000000000000000000000000000000000	0	9.66789216113730631718681252095848322	8839	5.37992418798449101302594499429687858	4834	3.84921818938212201288706637569703162	4646	1.56973922754744998897535879223141819	3681	9.62010482306494907334126764908432961	18934	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1810	4.90771285095589693270312636741437018	6812	5.17534639959320852398150236695073545	4764	3.81047917305647310115546133602038026	4734	3.67912918697463675599124144355300814	5330	0.00000000000000000000000000000000000	0	9.70761752951397838273805973585695028	8751	5.17534639959320852398150236695073545	4764	3.81047917305647310115546133602038026	4734	1.55825951845430932252156708273105323	3751	9.45193847455740510099531093146651983	18376	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1820	4.86646194905323081769665805040858686	6893	5.39517310328650001594041896169073880	4747	3.94721505947388751067705925379414111	4725	3.78880042333818556343771888350602239	5678	0.00000000000000000000000000000000000	0	9.62095712425408677859195449855178595	8795	5.39517310328650001594041896169073880	4747	3.94721505947388751067705925379414111	4725	1.57907865901548460918490945914527401	3733	9.70740964275506357239464705344289541	19146	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1830	4.70709485408420036378629447426646948	6621	5.30055953524890544059644525987096131	5096	3.77042839888344483156856767891440541	4734	3.75248237095570935650812316453084350	5769	0.00000000000000000000000000000000000	0	9.27763004954941195023820910137146711	8426	5.30055953524890544059644525987096131	5096	3.77042839888344483156856767891440541	4734	1.55753515871121095415219315327703953	3744	9.63406322447539942288585734786465764	19402	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1840	4.84986929252708698356855165911838412	6639	5.06280836587576832386048408807255328	4915	3.95048724241973703286134877998847514	4817	3.75645967107058176281952910358086228	5744	0.00000000000000000000000000000000000	0	9.54519198812699620759758545318618417	8492	5.06280836587576832386048408807255328	4915	3.95048724241973703286134877998847514	4817	1.54733174417864716154724646912654862	3776	9.65355831514796669523548189317807555	19056	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1850	4.84324786141457597210546737187542021	6622	4.96103066501160672174819410429336131	4922	3.85328832978986923762931837700307369	4864	3.66288728365297133748867963731754571	6013	0.00000000000000000000000000000000000	0	9.43055287285950960551872412906959653	8515	4.96103066501160672174819410429336131	4922	3.85328832978986923762931837700307369	4864	1.59633403620858427274242785642854869	3699	9.45557655552832976297850109403952956	19742	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1860	4.84100509954788105204670500825159252	6464	5.07447261716733333258844140800647438	5066	3.78073966937875738381080736871808767	4772	3.70954194537734993630806457076687366	5703	0.00000000000000000000000000000000000	0	9.61756688364367029464574443409219384	8473	5.07447261716733333258844140800647438	5066	3.78073966937875738381080736871808767	4772	1.66285537191985888227918621851131320	3689	9.61766119225728211006298806751146913	18876	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1870	4.77017403870946044008860553731210530	6316	4.78813912016794596127056138357147574	4966	3.84129850134929196059374589822255075	4977	3.62922466110996388977127935504540801	5894	0.00000000000000000000000000000000000	0	9.54415636393289190664290799759328365	8381	4.78813912016794596127056138357147574	4966	3.84129850134929196059374589822255075	4977	1.70378494929047308303893260017503053	3676	9.47800710068063523294767946936190128	19298	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1880	4.76470874322202320172436884604394436	6295	4.84987258096275031249433595803566277	5020	3.92741296639533343793004860344808549	5046	3.67562808522427442170510403229855001	5760	0.00000000000000000000000000000000000	0	9.25787824904042366824796772561967373	8312	4.84987258096275031249433595803566277	5020	3.92741296639533343793004860344808549	5046	1.61943800725493125547416184417670593	3622	9.51422562538396832110265677329152822	19264	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1890	4.76616873858222422910557725117541850	6385	5.13931453566907681107522876118309796	5056	4.05121262746795363085539065650664270	4898	3.82206801733933154707756330026313663	5751	0.00000000000000000000000000000000000	0	9.39827823561381059391806047642603517	8360	5.13931453566907681107522876118309796	5056	4.05121262746795363085539065650664270	4898	1.68041073352108649707759013836039230	3686	9.88388822893645446754362637875601649	19034	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1900	4.95386746303098046695367884240113199	6550	4.79412437434334304242611324298195541	4902	4.02824479648197542047682873089797795	4940	3.66189911246669819178123361780308187	5841	0.00000000000000000000000000000000000	0	9.69116488226004335615471063647419214	8543	4.79412437434334304242611324298195541	4902	4.02824479648197542047682873089797795	4940	1.61783909644668244531828804610995576	3615	9.46813245115221846504027780611068010	19322	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1910	4.82675991529578052308124824776314199	6574	4.81573377375704581027093809098005295	4987	3.99247509086712026871168745856266469	4882	3.65609081670804192398804843833204359	5900	0.00000000000000000000000000000000000	0	9.42430502748882936714380775811150670	8470	4.81573377375704581027093809098005295	4987	3.99247509086712026871168745856266469	4882	1.60076839752704636055113951442763209	3661	9.44076533027622311067261762218549848	19440	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1920	4.95169091175412034999681054614484310	6608	4.90495029808501215029536979272961617	4896	4.05449760551628202165375114418566227	4856	3.70779700498078756965014690649695694	5919	0.00000000000000000000000000000000000	0	9.66177674945749487278590095229446888	8565	4.90495029808501215029536979272961617	4896	4.05449760551628202165375114418566227	4856	1.59324404247130013700939343834761530	3683	9.54461032462701730594289983855560422	19392	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1930	4.93783252682364803831660537980496883	6413	5.07837439755089015136491070734336972	4944	4.09474633282176370130400755442678928	5006	3.81769051628176825374794134404510260	5784	0.00000000000000000000000000000000000	0	9.42681477029777248333175521111115813	8351	5.07837439755089015136491070734336972	4944	4.09474633282176370130400755442678928	5006	1.61563671951837117823913558822823688	3699	9.82499343933208812984503310872241855	19214	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1940	4.83452459916739840650734549853950739	6522	5.00851586483811317407344176899641752	4773	4.02995237497050506902951383381150663	5110	3.76027507532504312592891437816433609	5897	0.00000000000000000000000000000000000	0	9.44261111571781164286676357733085752	8483	5.00851586483811317407344176899641752	4773	4.02995237497050506902951383381150663	5110	1.69674753183682058832459915720392019	3634	9.73730010230677223148632037919014692	19552	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1950	4.97418119935903746409167069941759109	6534	4.90704772198848981901164734154008329	4765	4.12504212328797148501280389609746635	5171	3.75359168859498160131238364556338638	5842	0.00000000000000000000000000000000000	0	9.51781112007161134158650384051725268	8398	4.90704772198848981901164734154008329	4765	4.12504212328797148501280389609746635	5171	1.59505804524098215857463856082176790	3666	9.65013689958306919436381576815620065	19498	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1960	4.94619103186419994955258516711182892	6543	4.91937249042243252006301190704107285	4836	3.91343786930951331726191710913553834	5047	3.67537560011209052390768192708492279	5707	0.00000000000000000000000000000000000	0	9.51678638457840087028216657927259803	8441	4.91937249042243252006301190704107285	4836	3.91343786930951331726191710913553834	5047	1.56684117239217512995708148082485422	3676	9.46124344471878764295524888439103961	19242	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1970	4.97358059321216305903590182424522936	6480	4.74706301317354384394775479449890554	4935	3.99827910962000876438082741515245289	4992	3.67167924308250759324323553300928324	5677	0.00000000000000000000000000000000000	0	9.61246187944503560629527783021330833	8374	4.74706301317354384394775479449890554	4935	3.99827910962000876438082741515245289	4992	1.61391914432821836911102764133829623	3699	9.49951530665098253791711613303050399	19066	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1980	4.86901738507990256010771190631203353	6504	4.83469992066263287711080920416861773	4730	3.99054655687227555205254247994162142	4960	3.69501435600873140430167040904052556	5675	0.00000000000000000000000000000000000	0	9.76776726322948718461702810600399971	8547	4.83469992066263287711080920416861773	4730	3.99054655687227555205254247994162142	4960	1.60571811621617910326165201695403084	3763	9.55576686866224100924682716140523553	18846	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
1990	4.78431192933955440338422704371623695	6549	4.92859554577692016152923315530642867	4712	4.12333596268404267703999721561558545	5075	3.79857190595405347366408932430204004	5788	0.00000000000000000000000000000000000	0	9.42675609719775842165745416423305869	8437	4.92859554577692016152923315530642867	4712	4.12333596268404267703999721561558545	5075	1.62440914917339784828698157070903108	3776	9.79783378381271496948556887218728662	19122	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2000	4.65577293459126018149163428461179137	6486	4.95098007034835418949114682618528605	4791	4.14119265334312025572671700501814485	5191	3.81370540880762964874861609132494777	5890	0.00000000000000000000000000000000000	0	9.06572418824798020864363934379070997	8260	4.95098007034835418949114682618528605	4791	4.14119265334312025572671700501814485	5191	1.58310394264050380286334984702989459	3758	9.78035015066111412807003944180905819	19384	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2010	4.66744205042062088040211165207438171	6513	4.81455482182828742310221059597097337	4675	3.98514939781163679555220369365997612	5281	3.68642680735883221387894081999547780	5980	0.00000000000000000000000000000000000	0	8.92404079422691687284441286465153098	8274	4.81455482182828742310221059597097337	4675	3.98514939781163679555220369365997612	5281	1.52488939568087000786533735663397238	3770	9.45511491465048159454909182386472821	19746	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2020	4.61304057145669510475727292941883206	6170	4.92020416257560189166042619035579264	4808	4.04362321954340142582395856152288616	5396	3.78977833097398963957402884261682630	6221	0.00000000000000000000000000000000000	0	8.99492186433817941804136353312060237	8012	4.92020416257560189166042619035579264	4808	4.04362321954340142582395856152288616	5396	1.60173572904329009070067968423245475	3784	9.76454588282975599611290817847475410	20266	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2030	4.62081354779549169364827321260236204	6240	4.93316625551387843984230130445212126	4829	4.14142070284284891101833636639639735	5348	3.82466574821963822827797230274882168	6210	0.00000000000000000000000000000000000	0	9.09763967092013281501294841291382909	8077	4.93316625551387843984230130445212126	4829	4.14142070284284891101833636639639735	5348	1.57796619593367926093208097881870344	3746	9.82058853941062714909548958530649543	20310	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2040	4.54199006836973762091247408534400165	6302	4.82041421700887795509515854064375162	4919	4.19880312115361675751046277582645416	5228	3.80398297364337478754237054090481251	6122	0.00000000000000000000000000000000000	0	9.19793122913855221156609331956133246	8187	4.82041421700887795509515854064375162	4919	4.19880312115361675751046277582645416	5228	1.60757580755890061574575611302861944	3666	9.80489260606166901368396793259307742	19988	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2050	4.57077798639252197432369939633645117	6196	4.95581716655762072321067535085603595	5128	3.94695418275945542063709581270813942	5109	3.75105006263090423601624934235587716	5779	0.00000000000000000000000000000000000	0	9.10370731111341413566151459235697985	8106	4.95581716655762072321067535085603595	5128	3.94695418275945542063709581270813942	5109	1.62467463421248470289981469250051305	3657	9.68065326988543617403593088965862989	19360	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2060	4.65518941686791087875008088303729892	6336	4.94317823298153591338177648140117526	4990	3.95577236716500602042856371554080397	5151	3.74175764693473933419909371878020465	5841	0.00000000000000000000000000000000000	0	9.14319372812851050014160136925056577	8231	4.94317823298153591338177648140117526	4990	3.95577236716500602042856371554080397	5151	1.57754299600467007280713005457073450	3628	9.62801538313613747277486254461109638	19504	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2070	4.69983751166929408782380050979554653	6466	5.11033874362693119053346890723332763	4924	3.91218451351194262954891200934071094	4989	3.76495090198163051553592595155350864	5793	0.00000000000000000000000000000000000	0	9.18384267693738109983314643613994122	8330	5.11033874362693119053346890723332763	4924	3.91218451351194262954891200934071094	4989	1.60992991412070396428646290587494150	3757	9.69427968006636398001774068688973784	19230	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2080	4.59513848031220284440223622368648648	6542	5.13269714264219967247981912805698812	4844	3.93657834930608885315450606867671013	4863	3.76351974916728826414669129007961601	5694	0.00000000000000000000000000000000000	0	9.26641013057393969631903019035235047	8548	5.13269714264219967247981912805698812	4844	3.93657834930608885315450606867671013	4863	1.63728692526215313662873995781410486	3745	9.73280297653913173405726411147043109	18796	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2090	4.81521396669742696161620187922380865	6576	5.30029868826226291389502875972539186	4900	3.77218893013016520754376870172563940	4880	3.77955390876113961340365676733199507	5564	0.00000000000000000000000000000000000	0	9.37473609126429963112059340346604586	8519	5.30029868826226291389502875972539186	4900	3.77218893013016520754376870172563940	4880	1.62999858032062916457505252765258774	3701	9.74980727689717951989223365671932697	18740	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2100	4.78560692884863136953299544984474778	6610	5.17252575744493370279997179750353098	4997	3.87777865428584256335398094961419702	4873	3.76017820264615654224371610325761139	5641	0.00000000000000000000000000000000000	0	9.60178856035273931013307446846738458	8594	5.17252575744493370279997179750353098	4997	3.87777865428584256335398094961419702	4873	1.67849617190877919981062404986005276	3536	9.74229800320928340795489930314943194	19024	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2110	4.56885400344537551120538410032168031	6610	5.28243950121186855994892539456486702	4957	4.05111852298330799015957381925545633	4827	3.86964319578587367942645869334228337	5575	0.00000000000000000000000000000000000	0	9.02575318558050021522376482607796788	8527	5.28243950121186855994892539456486702	4957	4.05111852298330799015957381925545633	4827	1.62523689237993251843761299824109301	3689	9.94657526826155446997290709987282753	18698	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2120	4.63624127195810675772236209013499320	6465	5.25566730878475230070989709929563105	4964	4.04032622903733695807204640004783869	4949	3.89687783795751307991395151475444436	5724	0.00000000000000000000000000000000000	0	9.16146337871767357796670694369822741	8380	5.25566730878475230070989709929563105	4964	4.04032622903733695807204640004783869	4949	1.69392787458312854553810211655218154	3707	10.06584508748369266584177239565178752	18936	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2130	4.45093693658469113927367288852110505	6516	5.24843946844094588755069707985967398	4946	4.10071941102899018005700781941413879	5052	3.90303794411452109613946959143504500	5667	0.00000000000000000000000000000000000	0	8.73295504725602178552890109131112695	8353	5.24843946844094588755069707985967398	4946	4.10071941102899018005700781941413879	5052	1.67201629264298001764643686328781769	3649	10.05249558658209529937721526948735118	19006	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2140	4.49248882969982776813822056283243001	6573	5.50766597189948647894652822287753224	5182	4.11500961372992613007681939052417874	4886	4.01548594475985609619783645030111074	5573	0.00000000000000000000000000000000000	0	8.63908528395622532514153135707601905	8276	5.50766597189948647894652822287753224	5182	4.11500961372992613007681939052417874	4886	1.54697347225805170722878756350837648	3656	10.20712742881782197912343690404668450	18878	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2150	4.45553385407849944499503180850297213	6619	5.53184864998357372911641505197621882	5103	4.23550998087403218761437528883107007	4984	4.02909409522495653988016783841885626	5836	0.00000000000000000000000000000000000	0	8.34640189557485356885990768205374479	8236	5.53184864998357372911641505197621882	5103	4.23550998087403218761437528883107007	4984	1.48968471284888792638412269297987223	3677	10.17597192494281799213240446988493204	19516	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2160	4.62221213156770005525686428882181644	6588	5.26417036825518103171361872227862477	5035	4.33170140762023603286934303469024599	4947	3.99048685498435506957548568607307971	5872	0.00000000000000000000000000000000000	0	8.87571262965229657027066423324868083	8335	5.26417036825518103171361872227862477	5035	4.33170140762023603286934303469024599	4947	1.61547079233880341853080153668997809	3683	10.19878743675616306063602678477764130	19596	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
2170	4.53768729044376861736509454203769565	6464	4.97765169967471798884162126341834664	5037	4.33730443037902357872326319920830429	5095	3.87942117040413592121694819070398808	6118	0.00000000000000000000000000000000000	0	8.85083422415869769395158073166385293	8208	4.97765169967471798884162126341834664	5037	4.33730443037902357872326319920830429	5095	1.59356256088618786215249656379455701	3660	9.94772087025595830311885947594419122	20298	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	0.00000000000000000000000000000000000	0	
