Sample	theta_A	theta_B	theta_root	tau_root	tau_A	tau_B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
249	 0.24332	 1.29964	 6.21046	 0.00000	 0.00000	 0.00000	-1209.790930183	-14267.102766417	2169.193464584
250	 0.23636	 1.35770	 6.36023	 0.00000	 0.00000	 0.00000	-1210.232372623	-14270.835361129	2168.511634896
251	 0.24350	 1.41105	 6.37086	 0.00000	 0.00000	 0.00000	-1210.296004513	-14273.103254095	2170.143208966
252	 0.25492	 1.50382	 6.35647	 0.00000	 0.00000	 0.00000	-1212.183059016	-14269.314780479	2147.484190314
253	 0.25782	 1.56531	 6.13864	 0.00000	 0.00000	 0.00000	-1208.572385927	-14272.633296448	2186.909437179
254	 0.26755	 1.53911	 5.93100	 0.00000	 0.00000	 0.00000	-1208.283101883	-14276.570236793	2193.739217961
255	 0.25303	 1.62276	 5.98281	 0.00000	 0.00000	 0.00000	-1209.479932967	-14280.125258726	2185.325929059
256	 0.24048	 1.71262	 5.97146	 0.00000	 0.00000	 0.00000	-1209.855853859	-14281.358665010	2182.800126417
257	 0.24087	 1.81944	 5.98123	 0.00000	 0.00000	 0.00000	-1208.965943457	-14271.092093258	2181.432658691
258	 0.25011	 1.76490	 5.67879	 0.00000	 0.00000	 0.00000	-1208.516189751	-14275.256255108	2190.094357603
259	 0.25559	 1.73114	 5.95605	 0.00000	 0.00000	 0.00000	-1208.680876640	-14282.639841835	2195.831075432
260	 0.26720	 1.64792	 6.08960	 0.00000	 0.00000	 0.00000	-1210.914951781	-14283.602663842	2174.453146030
261	 0.27938	 1.58544	 6.28126	 0.00000	 0.00000	 0.00000	-1211.261932092	-14281.416176565	2168.796855647
262	 0.27880	 1.66506	 6.63329	 0.00000	 0.00000	 0.00000	-1208.913099550	-14272.463818147	2183.332822644
263	 0.28774	 1.74194	 6.47054	 0.00000	 0.00000	 0.00000	-1209.237155214	-14270.307065130	2177.935512994
264	 0.29737	 1.62875	 6.47808	 0.00000	 0.00000	 0.00000	-1207.903393179	-14282.996420060	2203.962488269
265	 0.30780	 1.55333	 6.33671	 0.00000	 0.00000	 0.00000	-1210.981450448	-14279.981166250	2170.166661774
266	 0.28819	 1.51362	 6.23763	 0.00000	 0.00000	 0.00000	-1212.292637336	-14286.709373022	2163.782999661
267	 0.27427	 1.45144	 5.85218	 0.00000	 0.00000	 0.00000	-1207.669504399	-14281.532410408	2204.837366420
268	 0.28582	 1.50622	 5.86641	 0.00000	 0.00000	 0.00000	-1206.696118359	-14272.078966464	2205.117782878
269	 0.29760	 1.42243	 5.57529	 0.00000	 0.00000	 0.00000	-1204.130381248	-14268.058881992	2226.755069510
270	 0.28241	 1.32340	 5.56296	 0.00000	 0.00000	 0.00000	-1208.815101016	-14268.711898929	2180.560888766
271	 0.27545	 1.25171	 5.62325	 0.00000	 0.00000	 0.00000	-1205.225658099	-14273.134216684	2220.877635695
272	 0.28226	 1.18426	 5.71796	 0.00000	 0.00000	 0.00000	-1208.112644600	-14272.097262330	2190.970816325
273	 0.29579	 1.14798	 5.93447	 0.00000	 0.00000	 0.00000	-1206.293940783	-14268.125690041	2205.186282209
274	 0.30637	 1.08788	 6.12981	 0.00000	 0.00000	 0.00000	-1209.485051055	-14262.640498889	2167.789988340
275	 0.32194	 1.11753	 6.14343	 0.00000	 0.00000	 0.00000	-1207.486120937	-14262.311099734	2187.449890361
276	 0.31395	 1.10987	 6.36946	 0.00000	 0.00000	 0.00000	-1208.202464097	-14269.757431455	2187.732790484
277	 0.29879	 1.14031	 5.99690	 0.00000	 0.00000	 0.00000	-1206.252733831	-14270.334913943	2207.807575629
278	 0.30982	 1.20182	 5.64513	 0.00000	 0.00000	 0.00000	-1210.135242446	-14276.269834432	2174.917409972
279	 0.32964	 1.16574	 5.86461	 0.00000	 0.00000	 0.00000	-1205.495705761	-14273.783283475	2218.826225862
280	 0.31046	 1.20922	 6.01526	 0.00000	 0.00000	 0.00000	-1208.613278389	-14268.250612383	2182.117828490
281	 0.32945	 1.17333	 6.29055	 0.00000	 0.00000	 0.00000	-1209.517883954	-14266.283792788	2171.104953245
282	 0.34451	 1.15110	 6.29953	 0.00000	 0.00000	 0.00000	-1210.199149456	-14272.753302657	2170.761808094
283	 0.35372	 1.11141	 6.53683	 0.00000	 0.00000	 0.00000	-1208.696804040	-14274.781787722	2187.813747320
284	 0.36239	 1.07291	 6.83427	 0.00000	 0.00000	 0.00000	-1211.343620786	-14277.615738926	2164.179531067
285	 0.37555	 1.02954	 6.84780	 0.00000	 0.00000	 0.00000	-1211.574379477	-14271.139702555	2155.395907782
286	 0.38712	 1.06975	 6.87794	 0.00000	 0.00000	 0.00000	-1212.967032110	-14276.884138175	2147.213817076
287	 0.40420	 1.10484	 7.22892	 0.00000	 0.00000	 0.00000	-1210.903327404	-14276.645193651	2167.611919607
288	 0.39542	 1.05383	 7.24409	 0.00000	 0.00000	 0.00000	-1210.021095970	-14270.441284120	2170.230324420
289	 0.41940	 1.00827	 7.08870	 0.00000	 0.00000	 0.00000	-1212.938149094	-14285.579161693	2156.197670756
290	 0.43716	 1.01593	 6.76441	 0.00000	 0.00000	 0.00000	-1212.262093899	-14281.737089836	2159.116150842
291	 0.42880	 0.97761	 6.75091	 0.00000	 0.00000	 0.00000	-1208.868042119	-14270.825413782	2182.144992594
292	 0.41962	 1.01548	 7.10653	 0.00000	 0.00000	 0.00000	-1211.690137786	-14278.134479325	2161.233101468
293	 0.42920	 0.95840	 6.84934	 0.00000	 0.00000	 0.00000	-1210.969834367	-14274.431649621	2164.733305951
294	 0.40905	 0.91247	 6.43339	 0.00000	 0.00000	 0.00000	-1212.606359477	-14277.609904595	2151.546309826
295	 0.42121	 0.86286	 6.40686	 0.00000	 0.00000	 0.00000	-1210.790621620	-14270.904955584	2162.998739386
296	 0.42946	 0.87612	 6.24264	 0.00000	 0.00000	 0.00000	-1209.607404878	-14279.134093396	2183.060044617
297	 0.40141	 0.87062	 6.21872	 0.00000	 0.00000	 0.00000	-1211.437257969	-14270.664773557	2156.292193870
298	 0.38668	 0.87398	 5.92424	 0.00000	 0.00000	 0.00000	-1208.011085960	-14273.084400340	2192.973540740
299	 0.36638	 0.84750	 6.23441	 0.00000	 0.00000	 0.00000	-1209.098802955	-14272.430220649	2181.442191104
300	 0.35547	 0.79402	 6.41063	 0.00000	 0.00000	 0.00000	-1211.889208382	-14271.461980908	2152.569897087
301	 0.33969	 0.75511	 6.39727	 0.00000	 0.00000	 0.00000	-1208.075758857	-14267.071354087	2186.313765517
302	 0.35300	 0.72627	 6.22227	 0.00000	 0.00000	 0.00000	-1209.182452962	-14271.125507517	2179.300977895
303	 0.33848	 0.73159	 6.46711	 0.00000	 0.00000	 0.00000	-1209.521718168	-14268.560254877	2173.343073198
