Sample	theta_A	theta_B	theta_root	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
56	 2.57249	 3.34336	 3.14442	 1.83553	-19426.696791309	-185378.482057637	-8888.485855451
57	 2.57249	 3.44025	 3.14442	 1.85984	-19406.290657807	-184917.698313119	-9145.208264951
58	 2.69273	 3.44025	 3.14442	 1.88603	-19385.208620596	-184472.976229480	-9379.109976480
59	 2.83259	 3.45106	 3.15430	 1.89196	-19372.586570088	-184496.343090119	-9229.522610762
60	 2.85664	 3.45667	 3.26276	 1.92664	-19266.556678942	-183451.556542542	-9214.010246880
61	 2.98584	 3.70036	 3.41422	 1.93284	-19177.496924096	-182876.237600532	-8898.731640426
62	 3.02613	 3.70036	 3.53123	 1.96140	-19091.579910300	-181795.968368957	-9119.830734047
63	 3.02613	 3.70036	 3.53123	 1.99966	-18980.025657371	-180236.546456146	-9563.710117566
64	 3.02613	 3.70036	 3.53123	 2.02854	-18952.516162536	-179716.271013071	-9808.890612286
65	 3.09387	 3.70984	 3.54027	 2.06115	-18871.690720578	-178704.042460378	-10012.864745406
66	 3.10344	 3.90230	 3.67168	 2.06753	-18760.879188463	-177757.420115820	-9851.371768811
67	 3.23672	 4.08791	 3.85661	 2.07476	-18691.330925376	-177496.606188575	-9416.703065183
68	 3.24107	 4.19400	 3.86179	 2.07755	-18686.593768258	-177346.218657553	-9519.719025023
69	 3.29154	 4.34052	 3.87383	 2.08403	-18670.328489909	-176950.548981159	-9752.735917935
70	 3.30311	 4.50805	 4.04149	 2.10747	-18598.792572569	-176323.875046295	-9664.050679391
71	 3.45481	 4.72137	 4.24294	 2.10747	-18434.721045478	-174911.646563849	-9435.563890929
72	 3.65598	 4.94938	 4.54239	 2.12455	-18279.344109105	-173684.344737463	-9109.096353591
73	 3.66790	 5.11804	 4.72353	 2.13147	-18125.443040282	-172160.425008521	-9094.005394303
74	 3.67546	 5.12859	 4.94479	 2.17689	-17975.254865111	-170616.116871155	-9136.431779956
75	 3.67546	 5.25829	 4.94479	 2.17689	-17863.511081823	-169528.009470399	-9107.101347834
76	 3.68483	 5.27170	 5.05214	 2.18244	-17801.354577748	-168862.970676234	-9150.575101244
77	 3.68483	 5.51723	 5.22508	 2.18244	-17727.458422479	-168108.653071282	-9165.931153512
78	 3.68483	 5.78108	 5.22508	 2.18244	-17692.624274347	-167414.147637736	-9512.095105732
79	 3.68483	 6.12839	 5.22508	 2.19881	-17497.129188584	-165425.607475353	-9545.684410484
80	 3.69400	 6.35582	 5.55634	 2.23326	-17368.840409798	-164393.077195953	-9295.326902024
81	 3.83126	 6.57126	 5.56864	 2.23820	-17351.192814183	-164083.428166621	-9428.499975207
82	 3.99761	 6.45710	 5.88305	 2.24429	-17194.642095129	-162740.580995882	-9205.839955408
83	 3.99761	 6.64316	 5.88305	 2.25876	-17171.498701072	-162402.193298401	-9312.793712316
84	 4.11075	 7.09646	 5.89690	 2.29491	-17087.779924356	-161313.236218736	-9564.563024820
85	 4.11075	 7.09646	 6.12025	 2.29491	-16971.189850491	-160213.952670603	-9497.945834306
86	 4.25604	 7.46267	 6.45726	 2.29491	-16852.703103958	-159386.468062681	-9140.562976900
87	 4.25604	 7.74942	 6.45726	 2.29491	-16816.935472221	-158758.848446693	-9410.506275518
88	 4.26611	 7.76776	 6.47254	 2.30971	-16711.365037690	-157102.591052160	-10011.059324739
89	 4.43443	 8.21238	 6.74503	 2.33447	-16610.780638879	-156205.602297149	-9902.204091638
90	 4.43443	 8.51483	 6.83770	 2.33447	-16576.223565368	-155815.902477634	-9946.333176051
91	 4.63156	 8.90783	 7.02158	 2.34661	-16506.551179507	-155162.413970390	-9903.097824679
92	 4.63917	 8.92246	 7.27152	 2.38297	-16451.301679698	-154557.493403254	-9955.523393723
93	 4.78929	 8.94470	 7.28965	 2.38891	-16440.995319420	-154038.965573783	-10370.987620413
94	 4.99250	 8.94470	 7.28965	 2.38891	-16429.336277435	-153832.076917612	-10461.285856734
95	 5.21533	 9.46728	 7.44778	 2.41407	-16361.180568452	-153209.965405672	-10401.840278847
96	 5.21533	 9.46728	 7.73915	 2.41407	-16292.997960560	-152868.471182593	-10061.508423008
97	 5.37731	 9.49081	 7.75839	 2.45311	-16095.561836707	-150530.157569103	-10425.460797964
98	 5.37731	10.01427	 8.02821	 2.46776	-16039.630388511	-150119.851076935	-10276.452808173
99	 5.37731	10.35913	 8.02821	 2.48690	-15971.657944472	-149354.088703990	-10362.490740733
100	 5.50042	10.35913	 8.30825	 2.48690	-15923.035768104	-149101.523928690	-10128.833752349
101	 5.82001	10.85350	 8.30825	 2.48690	-15899.692394119	-148632.105375827	-10364.818565363
102	 5.82001	11.48194	 8.30825	 2.50431	-15871.696831709	-148289.349456216	-10427.618860873
103	 6.03667	12.03732	 8.30825	 2.50431	-15858.174554958	-147843.149896810	-10738.595652771
104	 6.15705	12.03732	 8.60282	 2.50431	-15810.088291262	-147660.147780361	-10440.735132263
105	 6.18088	12.08392	 8.63612	 2.54141	-15783.349473262	-147139.967780482	-10693.526952143
106	 6.49489	12.82154	 8.65884	 2.54809	-15774.147121430	-147121.341135625	-10620.130078678
107	 6.82878	12.85233	 9.01058	 2.58565	-15710.177001682	-146782.201477285	-10319.568539540
108	 6.84397	12.88091	 9.03061	 2.61277	-15692.176655948	-146417.735323326	-10504.031236155
109	 7.14258	13.54427	 9.18309	 2.61277	-15665.150175331	-146281.217000603	-10370.284752707
110	 7.14258	13.96923	 9.59221	 2.65011	-15602.210266154	-145869.299563340	-10152.803098204
111	 7.16224	14.39030	 9.61861	 2.65740	-15540.124399004	-145135.189706533	-10266.054283504
112	 7.46536	15.01910	 9.63775	 2.66269	-15342.257038725	-142900.791674054	-10521.778713198
113	 7.46536	14.30673	 9.63775	 2.66269	-15331.414679500	-142843.378691534	-10470.768103463
114	 7.53590	14.86724	10.08776	 2.66989	-15232.793148901	-142206.639913801	-10121.291575210
115	 8.00601	14.91036	10.70039	 2.67763	-15139.232176906	-141762.428352989	-9629.893416067
116	 8.03321	14.58131	11.13882	 2.68673	-15011.281813252	-140503.904882555	-9608.913249969
117	 8.29121	15.05450	11.18171	 2.69708	-14983.858849299	-139990.088514711	-9848.499978279
118	 8.32096	15.41805	11.22183	 2.70675	-14930.969718949	-139300.590871142	-10009.106318350
119	 8.35418	15.18939	11.26663	 2.74370	-14870.122192256	-138245.888780594	-10455.333141970
120	 8.53263	15.66789	11.27394	 2.74548	-14839.159233285	-137807.424558921	-10584.167773933
121	 8.79820	15.73114	11.31946	 2.77824	-14793.768821962	-137026.530978233	-10911.157241384
122	 9.36784	16.01943	11.31946	 2.81755	-14766.572387569	-136666.856041280	-10998.867834408
123	 9.36784	16.01943	11.64081	 2.83852	-14709.801371627	-136035.619517861	-11062.394198411
124	 9.40141	16.07684	12.07307	 2.88331	-14636.072879420	-135491.318173948	-10869.410620249
125	 9.40141	15.68813	12.66629	 2.90602	-14529.854186722	-134686.267483449	-10612.274383771
126	 9.42624	16.61351	12.69975	 2.91369	-14396.593175329	-133378.423038796	-10587.508714490
127	 9.42624	16.61351	12.69975	 2.91369	-14325.719958655	-132589.074832315	-10668.124754234
128	 9.82210	17.17654	13.06040	 2.92326	-14271.907547664	-132051.664676632	-10667.410800008
129	10.16253	17.17654	13.52853	 2.92326	-14229.874120538	-131991.947050806	-10306.794154579
130	10.18732	17.21843	14.00322	 2.93039	-14181.310491725	-131826.333048968	-9986.771868279
131	10.46797	17.81999	14.00322	 2.96234	-14170.747325626	-131455.974135776	-10251.499120483
132	11.01255	18.19085	14.00322	 2.96234	-14163.411778125	-131334.205976481	-10299.911804765
133	11.05716	18.26454	14.05994	 2.97434	-14155.262040097	-131216.929231112	-10335.691169860
134	11.08122	17.24760	14.09055	 3.00976	-14144.027524497	-130694.775918974	-10745.499325993
135	11.10064	17.27782	14.61778	 3.02735	-14075.880176515	-130431.982363206	-10326.819401943
136	11.31401	17.91254	15.44067	 3.03501	-13983.534166298	-130074.038417004	-9761.303245974
137	11.62164	17.91254	15.44067	 3.06042	-13920.148580130	-129066.308243027	-10135.177558271
138	11.66384	17.97759	16.72003	 3.07154	-13820.968300691	-128781.804709224	-9427.878297682
139	11.69982	18.46814	16.77161	 3.08101	-13805.839981491	-128344.231946663	-9714.167868249
140	12.24779	18.54036	16.83719	 3.12823	-13785.876391065	-127709.805204183	-10148.958706471
141	12.27057	19.74017	16.86852	 3.13405	-13758.437277049	-127364.684003638	-10219.688766850
142	12.57674	20.30858	17.87607	 3.13714	-13684.346049684	-127179.457693462	-9664.002803374
143	13.36487	20.30858	18.63175	 3.13714	-13616.244275360	-126753.732064549	-9408.710689050
144	13.62188	20.38941	18.70591	 3.19199	-13597.903954006	-126165.156821824	-9813.882718235
145	14.11528	20.85456	18.77034	 3.23528	-13582.643081561	-125746.069539868	-10080.361275738
146	13.58712	20.85456	18.77034	 3.25448	-13573.064351775	-125574.146410453	-10156.497107297
147	14.17282	20.85456	19.91452	 3.25448	-13504.402391335	-125574.446756340	-9469.577157006
148	14.64991	20.85456	20.39678	 3.27133	-13449.358516603	-125095.707897319	-9397.877268712
149	15.24354	20.91136	20.45233	 3.29357	-13413.177889831	-124545.504924075	-9586.273974239
150	15.24354	20.91136	21.26095	 3.34430	-13340.673395250	-123896.272625028	-9510.461327474
151	15.29882	21.77093	22.54874	 3.35642	-13271.461139143	-123662.258774148	-9052.352617286
152	15.29882	22.37975	23.17357	 3.37869	-13238.351937612	-123274.771507827	-9108.747868289
153	15.77262	22.47083	23.26788	 3.39244	-13224.701871814	-122987.551078560	-9259.467639577
154	16.59483	23.84706	23.26788	 3.40990	-13210.938956003	-122597.016094265	-9512.373465769
155	17.22977	23.91271	23.33194	 3.45149	-13191.491966623	-122230.266044577	-9684.653621657
156	17.26131	24.81526	23.37464	 3.48427	-13179.967656819	-122052.936108276	-9746.740459918
157	17.26131	24.81526	24.57238	 3.48427	-13122.886668850	-122018.549412338	-9210.317276164
158	17.99869	24.92425	25.77794	 3.49958	-13050.013846319	-121597.339692868	-8902.798770320
159	18.11725	24.92425	26.94946	 3.51124	-12939.802635862	-120694.294776381	-8703.731582235
160	18.18129	24.03692	27.04472	 3.56731	-12894.762570382	-120002.694486218	-8944.931217598
161	18.83050	24.63249	27.04472	 3.56731	-12890.845808969	-119875.561500080	-9032.896589606
162	18.86324	24.67531	28.37097	 3.60143	-12832.511608301	-119599.240958759	-8725.875124248
163	19.71905	24.15384	29.53565	 3.61031	-12788.852563230	-119318.843774260	-8569.681858035
164	19.71905	24.15384	30.72938	 3.62692	-12702.516833694	-118690.874966995	-8334.293369944
165	20.54803	24.15384	31.49939	 3.66630	-12620.489604652	-117983.033095160	-8221.862951360
166	21.46553	24.21634	33.16597	 3.69601	-12531.542485988	-117247.350785328	-8068.074074551
167	21.50460	24.26042	35.13426	 3.70274	-12455.625420567	-116705.715656334	-7850.538549336
168	20.85589	24.26042	35.13426	 3.73962	-12435.399281247	-116250.504292940	-8103.488519533
169	22.02033	24.30982	35.20580	 3.76916	-12397.297384858	-115747.318556529	-8225.655292046
170	22.93434	25.03761	35.84030	 3.76916	-12372.332229385	-115645.936002906	-8077.386290945
171	23.82530	25.03761	36.73650	 3.76916	-12344.199320310	-115429.792789296	-8012.200413803
172	24.99954	25.95378	36.73650	 3.76916	-12322.517051588	-115052.520948438	-8172.649567439
173	26.13732	26.02098	36.83162	 3.77892	-12290.296364936	-114571.576706765	-8331.386942597
174	26.19038	26.07380	37.31138	 3.80874	-12185.555259309	-113381.245447391	-8474.307145701
175	27.73687	26.07380	37.31138	 3.83444	-12145.839110292	-112897.664719770	-8560.726383149
176	27.73687	27.32602	37.31138	 3.86446	-12127.348116778	-112567.165505897	-8706.315661881
177	29.59809	28.68670	37.40045	 3.87369	-12118.192436669	-112515.673655163	-8666.250711529
178	29.72237	29.24801	37.89896	 3.91662	-12057.993866404	-111737.118277818	-8842.820386222
179	31.01993	28.35496	39.21496	 3.92858	-12019.395327614	-111561.620761059	-8632.332515079
180	30.64366	28.42999	40.87631	 3.93897	-11979.054482920	-111491.363788080	-8299.181041120
181	31.62702	29.61952	42.15930	 3.93897	-11948.358481451	-111416.825812394	-8066.759002121
182	32.59603	30.72972	44.35034	 3.93897	-11894.405390149	-111145.110511794	-7798.943389698
183	33.98366	30.72972	46.30597	 3.93897	-11837.952474633	-110738.322838906	-7641.201907419
184	33.34218	30.81942	46.44115	 3.95047	-11826.528857384	-110445.208626843	-7820.079946996
185	34.84069	30.81942	48.71960	 3.97155	-11701.614097219	-109358.988895942	-7657.152076244
186	36.24519	30.89866	48.84485	 3.99883	-11673.221583460	-108913.280371371	-7818.935463226
187	37.26250	32.76085	48.84485	 4.04617	-11661.598164226	-108626.285621146	-7989.696021118
188	38.73327	34.58361	49.81306	 4.07252	-11637.359292323	-108351.370794961	-8022.222128270
189	39.83732	36.08427	49.96335	 4.08480	-11629.076649107	-108257.141436187	-8033.625054880
190	38.51870	37.52769	50.08851	 4.11675	-11621.112546004	-108120.897282659	-8090.228177379
191	39.23003	36.43861	50.17554	 4.12390	-11618.879152330	-108053.261653045	-8135.529870255
192	38.37413	36.51146	50.27586	 4.15920	-11578.446947309	-107603.461279667	-8181.008193424
193	39.67685	35.93214	50.37525	 4.18655	-11545.607095076	-107183.197906239	-8272.873044524
194	39.01482	37.37951	50.56723	 4.23066	-11500.364801735	-106652.923747753	-8350.724269593
195	37.57374	37.05527	53.20382	 4.27554	-11443.917772378	-106444.013203557	-7995.164520223
196	39.31914	37.12486	55.74350	 4.31154	-11399.308066839	-106353.327004067	-7639.753664326
197	37.41612	39.35340	58.33253	 4.31154	-11327.037843040	-105894.319408851	-7376.059021548
198	38.47920	37.46778	59.56877	 4.35623	-11259.766500989	-105235.587516526	-7362.077493366
199	38.47920	37.46778	60.73603	 4.35623	-11146.827473952	-104127.219953832	-7341.054785690
200	38.47920	39.77939	60.73603	 4.35623	-11139.236641595	-103933.371718216	-7458.994697730
201	40.24639	42.46569	60.91291	 4.36892	-11089.415808880	-103377.760100205	-7516.397988594
202	40.95571	40.53572	60.91291	 4.39675	-11076.246697553	-103125.690007559	-7636.776967969
203	43.18648	38.88353	63.94099	 4.43591	-11020.148249199	-102857.099258393	-7344.383233596
204	44.93725	38.98238	66.57248	 4.48345	-10975.481649997	-102523.707080020	-7231.109419945
205	47.58422	38.36499	69.80687	 4.50335	-10926.210604482	-102282.765751155	-6979.340293665
206	48.80812	37.32833	73.10452	 4.50335	-10883.669481287	-102098.225425774	-6738.469387097
207	48.80812	38.75627	73.10452	 4.53829	-10875.211007217	-101859.761653980	-6892.348418194
208	50.62520	38.10675	73.38043	 4.55541	-10868.675430237	-101757.581967759	-6929.172334609
209	47.55161	38.18386	76.80506	 4.59748	-10829.554186466	-101596.804208933	-6698.737655730
210	50.04252	40.07611	79.61431	 4.63661	-10798.787064932	-101408.391071444	-6579.479577877
211	53.13856	41.67201	79.61431	 4.67318	-10790.270057253	-101219.589460909	-6683.111111617
212	50.67145	41.73053	79.72610	 4.67974	-10771.664258706	-100885.950635616	-6830.691951444
213	49.32467	42.77540	82.52201	 4.67974	-10740.127538549	-100738.898766860	-6662.376618635
214	47.17030	43.52871	86.68190	 4.71551	-10696.084949083	-100461.869215978	-6498.980274847
215	45.42342	46.21068	91.07070	 4.76084	-10652.911394778	-100280.081483236	-6249.032464544
216	43.44751	43.68021	91.07070	 4.76084	-10645.534244793	-100146.691521223	-6308.650926703
217	42.60424	46.14524	94.67647	 4.80182	-10610.410149663	-99953.617166324	-6150.484330305
218	44.95217	46.25334	94.89826	 4.81672	-10597.745760258	-99746.170646934	-6231.286955647
219	43.68103	45.10820	95.27301	 4.86890	-10564.803081637	-99268.248730699	-6379.782085666
220	44.99108	44.80749	95.27301	 4.86890	-10517.110081226	-98697.177078240	-6473.923734023
221	43.39239	46.12919	95.27301	 4.89051	-10504.636039764	-98489.199700439	-6557.160697202
222	41.22427	46.33023	95.54442	 4.90445	-10499.634060520	-98441.851755815	-6554.488849387
223	41.22427	45.13448	95.54442	 4.94185	-10495.466403834	-98349.490723632	-6605.173314705
224	42.72978	46.78154	100.32325	 4.94755	-10457.958559307	-98314.402556114	-6265.183036957
225	44.75289	45.11668	100.32325	 4.94755	-10441.230352734	-98265.579008894	-6146.724518445
226	46.16405	46.62814	100.32325	 4.94755	-10419.927640639	-98020.746668422	-6178.529737967
227	48.68096	48.52944	104.94018	 5.00666	-10379.260713908	-97792.409177869	-6000.197961210
228	50.65395	50.20091	110.54682	 5.04607	-10338.354214862	-97640.727484969	-5742.814663651
229	52.85174	52.19306	110.54682	 5.04607	-10333.200342918	-97556.486348161	-5775.517081023
230	50.10765	55.39644	110.54682	 5.04607	-10327.767533595	-97460.178126593	-5817.497209359
231	48.68779	56.81408	110.91369	 5.09042	-10322.665510535	-97382.864462815	-5843.790642534
232	51.52683	55.60807	116.19723	 5.09042	-10292.468688756	-97295.404320622	-5629.282566935
233	52.31332	52.64447	121.26000	 5.11099	-10263.447760654	-97157.778639315	-5476.698967222
234	53.34039	50.64220	126.59022	 5.13011	-10234.798216261	-97087.745850477	-5260.236312129
235	50.24023	52.69694	126.59022	 5.13011	-10234.071988292	-97050.961818399	-5289.758064521
236	48.82704	53.74519	132.54366	 5.14059	-10205.583498113	-96943.725207450	-5112.109773683
237	46.53073	51.56549	139.10573	 5.15729	-10177.061713296	-96871.660954972	-4898.956177985
238	47.59494	53.11348	139.10573	 5.17337	-10175.119258457	-96748.080127706	-5003.112456865
239	50.50280	55.42449	139.10573	 5.21273	-10171.241749160	-96635.654915484	-5076.762576117
240	51.38554	53.59342	139.35487	 5.22206	-10169.714805654	-96585.296110969	-5111.851945567
241	49.35772	57.00855	142.47402	 5.22206	-10157.086777701	-96507.533845956	-5063.333931049
242	48.26283	59.15494	148.22573	 5.26662	-10131.750604468	-96361.466837356	-4956.039207324
243	48.44317	57.72909	156.70998	 5.30246	-10100.443408050	-96288.821474026	-4715.612606474
244	50.88660	54.48667	164.92446	 5.34514	-10071.452923353	-96156.900075731	-4557.629157802
245	53.41280	53.19727	171.76929	 5.35974	-10048.442103311	-96112.113385400	-4372.307647713
246	53.41280	51.17830	179.54704	 5.35974	-10026.881451314	-96048.692951483	-4220.121561662
247	55.36555	50.52196	189.68633	 5.37492	-10000.044976730	-95979.310636379	-4021.139130922
248	53.05840	48.75218	190.04146	 5.40634	-9997.313542469	-95907.425418527	-4065.710006166
249	55.48259	51.31658	190.04146	 5.40634	-9995.080403594	-95863.575059196	-4087.228976745
250	57.86075	53.42141	190.04146	 5.40634	-9992.851858111	-95807.270233594	-4121.248347513
251	59.84902	55.58216	200.58365	 5.43911	-9966.655059815	-95736.544181840	-3930.006416308
252	62.17387	52.71858	201.15682	 5.45465	-9961.669403852	-95660.819456381	-3955.874582141
253	62.31600	51.85434	201.61668	 5.46712	-9957.648150723	-95604.170790299	-3972.310716933
254	62.48736	53.28464	202.17110	 5.48215	-9956.123110137	-95552.504196709	-4008.726904660
255	60.08120	51.41927	202.17110	 5.51335	-9955.930405260	-95523.377977163	-4035.926075439
256	62.19494	51.41927	202.17110	 5.51335	-9956.355909845	-95464.277500075	-4099.281598379
257	65.80830	54.72899	202.76674	 5.52959	-9953.322376074	-95404.684949560	-4128.538811182
258	67.62921	53.05674	212.35540	 5.52959	-9932.490364851	-95429.454419876	-3895.449228633
259	64.51881	53.19400	225.36483	 5.54390	-9906.200721928	-95375.362876845	-3686.644342436
260	64.72593	55.62225	226.08829	 5.56169	-9902.180900494	-95362.041084762	-3659.767920182
261	66.23678	53.11397	226.55803	 5.59598	-9900.678496396	-95301.458189418	-3705.326774545
262	64.03430	55.53656	227.22779	 5.61252	-9899.684610721	-95251.693813518	-3745.152293693
263	66.52847	56.97654	238.93611	 5.66183	-9877.969149976	-95194.910428208	-3584.781071555
264	63.96060	53.57438	249.63443	 5.68047	-9859.783922323	-95124.873948395	-3472.965274834
265	64.14707	51.72654	250.36221	 5.72418	-9852.678286888	-95040.825616609	-3485.957252271
266	64.14707	51.72654	250.36221	 5.75495	-9852.371063764	-95057.410996946	-3466.299640699
267	61.56774	53.56309	251.09696	 5.75829	-9850.890542694	-95012.845449765	-3496.059977171
268	61.56774	50.83656	260.15956	 5.75829	-9835.200040328	-94980.717889455	-3371.282513823
269	61.56774	49.95630	260.15956	 5.78955	-9834.724765266	-94971.534605069	-3375.713047588
270	61.73917	48.48011	260.88397	 5.83623	-9832.292649510	-94895.758106138	-3427.168388965
271	59.74003	50.42721	260.88397	 5.83623	-9832.421421584	-94924.293062247	-3399.921153592
272	57.79409	53.20679	269.56732	 5.86273	-9818.457620603	-94887.001104067	-3297.575101963
273	54.92697	53.27566	277.38410	 5.88016	-9807.765147722	-94843.905107086	-3233.746370136
274	56.62159	55.31192	277.38410	 5.88016	-9804.852103702	-94782.007672764	-3266.513364260
275	54.18461	56.78030	277.38410	 5.91236	-9802.629159974	-94702.972438210	-3323.319161528
276	52.66538	54.86241	277.38410	 5.91236	-9801.861043652	-94663.248805154	-3355.361631369
277	55.12706	51.87054	277.38410	 5.91236	-9800.541205565	-94658.945883776	-3346.466171876
278	55.12706	53.27523	283.33557	 5.93032	-9787.005153744	-94624.223326779	-3245.828210657
279	54.49276	55.06238	283.33557	 5.93032	-9768.900464651	-94497.123783572	-3191.880862941
280	53.33138	53.40509	283.33557	 5.95070	-9767.107442474	-94440.299379547	-3230.775045189
281	55.09848	55.41613	299.69711	 5.95891	-9741.878106772	-94373.074815067	-3045.706252651
282	57.51303	53.49240	315.80010	 5.99823	-9714.585809537	-94258.670464496	-2887.187630873
283	59.13731	55.80972	317.13712	 6.02362	-9707.753092754	-94168.539396608	-2908.991530933
284	60.91408	54.57515	317.13712	 6.05081	-9706.568864488	-94107.632499028	-2958.056145855
285	58.03580	57.78368	317.13712	 6.05081	-9705.677517425	-94104.793600624	-2951.981573629
286	56.14887	55.15354	317.13712	 6.09772	-9702.600695656	-94069.741119290	-2956.265837265
287	58.65350	58.16600	318.24414	 6.13633	-9698.502252691	-94046.355823024	-2938.666703888
