Sample	theta_A	theta_B	theta_root	tau_root	tau_A	tau_B	Data-ld-ln	Full-ld-ln	Gene-ld-ln
94	 6.07531	 0.89587	 1.13506	9797.61374	 0.00000	 0.00000	-14385.196059	-131667.936389	-12184.024204
95	 6.26500	 0.86309	 1.13506	9797.62507	 0.00000	 0.00000	-14335.101923	-131522.880328	-11828.138905
96	 6.27341	 0.89644	 1.13659	9810.77147	 0.00000	 0.00000	-14327.067500	-131208.343711	-12062.331294
97	 6.52928	 0.85296	 1.07680	9793.53812	 0.00000	 0.00000	-14271.427547	-131082.239574	-11632.035894
98	 6.52928	 0.90879	 1.11033	9793.54220	 0.00000	 0.00000	-14258.214379	-130518.904493	-12063.239293
99	 6.52928	 0.94545	 1.05108	9793.54798	 0.00000	 0.00000	-14247.348505	-130265.598454	-12207.886594
100	 6.69794	 0.98592	 1.01122	9793.53353	 0.00000	 0.00000	-14204.366331	-130053.291626	-11990.371688
101	 6.79109	 0.94333	 0.98041	9758.31017	 0.00000	 0.00000	-14179.396122	-129915.511551	-11878.449673
102	 6.98334	 0.89414	 1.00846	9758.32418	 0.00000	 0.00000	-14131.997114	-129560.165116	-11759.806028
103	 6.95978	 0.90624	 1.03818	9725.41397	 0.00000	 0.00000	-14136.500177	-129455.464077	-11909.537695
104	 7.34220	 0.87776	 1.01648	9689.47485	 0.00000	 0.00000	-14058.788559	-129380.385873	-11207.499719
105	 7.59981	 0.92476	 1.04403	9689.46802	 0.00000	 0.00000	-14009.226024	-129154.856035	-10937.404204
106	 7.59981	 0.89636	 1.08729	9689.47503	 0.00000	 0.00000	-14005.386044	-128792.051771	-11261.808665
107	 7.59981	 0.85364	 1.04417	9689.46392	 0.00000	 0.00000	-13994.201537	-128275.689799	-11666.325576
108	 7.59981	 0.88241	 1.09725	9689.45224	 0.00000	 0.00000	-13986.807280	-127873.833943	-11994.238858
109	 7.58980	 0.92098	 1.06246	9676.67571	 0.00000	 0.00000	-13979.274945	-127492.547029	-12300.202422
110	 7.75823	 0.96103	 1.12041	9658.36989	 0.00000	 0.00000	-13936.948408	-127189.649706	-12179.834376
111	 8.05640	 0.91988	 1.06424	9623.75729	 0.00000	 0.00000	-13880.103015	-127080.040305	-11720.989846
112	 8.35928	 0.95695	 1.02481	9623.76603	 0.00000	 0.00000	-13825.671903	-126890.712579	-11366.006447
113	 8.57502	 0.96941	 1.06432	9577.85250	 0.00000	 0.00000	-13788.232808	-126629.884570	-11252.443508
114	 8.76463	 0.93986	 1.06627	9577.86405	 0.00000	 0.00000	-13750.489320	-126315.220775	-11189.672424
115	 8.75523	 0.90487	 1.05715	9567.61166	 0.00000	 0.00000	-13740.559294	-125986.782678	-11418.810259
116	 8.89076	 0.96172	 1.08276	9567.61676	 0.00000	 0.00000	-13718.279142	-125792.807686	-11389.983733
117	 9.37080	 0.91132	 1.10860	9567.60581	 0.00000	 0.00000	-13639.266174	-125527.405481	-10865.256259
118	 9.36015	 0.88479	 1.12930	9556.72623	 0.00000	 0.00000	-13634.526627	-125130.404333	-11214.861940
119	 9.73111	 0.91598	 1.18613	9548.09981	 0.00000	 0.00000	-13558.336898	-124191.689210	-11391.679766
120	 9.70411	 0.94084	 1.13134	9521.62468	 0.00000	 0.00000	-13543.325112	-123784.608812	-11648.642303
121	10.02859	 0.97464	 1.18433	9521.63372	 0.00000	 0.00000	-13473.057258	-123143.891974	-11586.680602
122	10.23034	 0.94400	 1.11301	9502.76022	 0.00000	 0.00000	-13445.813899	-123041.681971	-11416.457015
123	10.19869	 1.02119	 1.14355	9473.37838	 0.00000	 0.00000	-13443.663193	-122740.458085	-11696.173844
124	10.19869	 0.98224	 1.08255	9473.36817	 0.00000	 0.00000	-13437.492915	-122353.250203	-12021.678947
125	10.49054	 1.00961	 1.03760	9439.39601	 0.00000	 0.00000	-13395.825346	-122271.952466	-11686.300998
126	10.45122	 0.94738	 1.01788	9404.00115	 0.00000	 0.00000	-13400.155012	-122058.365164	-11943.184951
127	10.41071	 0.91851	 1.05919	9367.55908	 0.00000	 0.00000	-13403.492955	-122036.155161	-11998.774392
128	10.86425	 0.94711	 1.01630	9367.54698	 0.00000	 0.00000	-13339.598066	-121816.131501	-11579.849158
129	10.83678	 0.92883	 1.03702	9343.86647	 0.00000	 0.00000	-13340.303563	-121735.698516	-11667.337115
130	11.11806	 0.89567	 0.99337	9357.89348	 0.00000	 0.00000	-13301.299068	-121491.480241	-11521.510443
131	11.06316	 0.91678	 0.94706	9311.67303	 0.00000	 0.00000	-13309.342852	-121541.039290	-11552.389233
132	11.47899	 0.95947	 0.91662	9293.84512	 0.00000	 0.00000	-13257.961057	-121452.148361	-11127.462214
133	11.67783	 0.92542	 0.95192	9259.19249	 0.00000	 0.00000	-13233.368901	-121220.662661	-11113.026353
134	11.65333	 0.95566	 0.98106	9239.77943	 0.00000	 0.00000	-13234.993633	-121029.854819	-11320.081508
135	12.24167	 0.95566	 1.01415	9239.79136	 0.00000	 0.00000	-13168.285580	-120845.262778	-10837.593022
136	12.24167	 0.91369	 1.03793	9239.80617	 0.00000	 0.00000	-13163.614700	-120503.752084	-11132.394912
137	12.24167	 0.96060	 1.00120	9239.81833	 0.00000	 0.00000	-13145.246462	-120234.309442	-11218.155180
138	12.84905	 0.99400	 1.05646	9200.91068	 0.00000	 0.00000	-13079.896989	-120167.181553	-10631.788333
139	13.39106	 0.96137	 1.01784	9170.88051	 0.00000	 0.00000	-13013.105689	-119689.099054	-10441.957838
140	14.02710	 0.92854	 0.97751	9178.06996	 0.00000	 0.00000	-12944.482961	-119265.534465	-10179.295143
141	14.42336	 0.88002	 0.95385	9141.73155	 0.00000	 0.00000	-12902.246793	-118881.847328	-10140.620603
142	14.37253	 0.90088	 0.93747	9109.50721	 0.00000	 0.00000	-12903.126227	-118678.500119	-10352.762155
143	14.37253	 0.92486	 0.95880	9109.49907	 0.00000	 0.00000	-12895.249534	-118371.292160	-10581.203178
144	14.60792	 0.96587	 0.91255	9109.50718	 0.00000	 0.00000	-12870.443392	-118062.071908	-10642.362017
145	14.93770	 0.92662	 0.92891	9109.49525	 0.00000	 0.00000	-12834.362786	-117692.178327	-10651.449535
146	14.93770	 0.88806	 0.88830	9109.48760	 0.00000	 0.00000	-12829.447701	-117530.136269	-10764.340740
147	14.87430	 0.89432	 0.90994	9070.82083	 0.00000	 0.00000	-12830.797377	-117274.870153	-11033.103617
148	15.32669	 0.86939	 0.95560	9070.80929	 0.00000	 0.00000	-12791.012757	-117325.385472	-10584.742099
149	15.32669	 0.90836	 0.90751	9070.82038	 0.00000	 0.00000	-12777.617077	-116932.035372	-10844.135394
150	15.27749	 0.86364	 0.87780	9041.71261	 0.00000	 0.00000	-12775.894029	-116818.535442	-10940.404848
151	15.72588	 0.84331	 0.89328	9028.13010	 0.00000	 0.00000	-12737.498877	-116845.708899	-10529.279871
152	15.72588	 0.88717	 0.85203	9028.12053	 0.00000	 0.00000	-12733.348549	-116563.918865	-10769.566626
153	15.68200	 0.92255	 0.80970	9002.94160	 0.00000	 0.00000	-12739.072308	-116537.915849	-10852.807233
154	16.13500	 0.94689	 0.79289	8969.66032	 0.00000	 0.00000	-12699.859208	-116421.888782	-10576.703299
155	16.13500	 0.98535	 0.77352	8969.67070	 0.00000	 0.00000	-12699.982350	-116271.021881	-10728.801620
156	16.13500	 0.95026	 0.79708	8969.65960	 0.00000	 0.00000	-12695.150900	-116129.931106	-10821.577890
157	16.77559	 0.94788	 0.81235	8947.15183	 0.00000	 0.00000	-12643.439546	-116065.245040	-10369.150422
158	17.28796	 0.96613	 0.85032	8947.14313	 0.00000	 0.00000	-12596.088272	-115748.404381	-10212.478335
159	17.28796	 0.99533	 0.83289	8947.13687	 0.00000	 0.00000	-12587.906727	-115514.929670	-10364.137597
160	17.28796	 0.99533	 0.85740	8947.14875	 0.00000	 0.00000	-12583.721587	-115360.679032	-10476.536839
161	18.59845	 0.96493	 0.83683	8947.16385	 0.00000	 0.00000	-12492.020869	-115245.260432	-9674.948256
162	19.31535	 1.02134	 0.81575	8918.17496	 0.00000	 0.00000	-12444.238114	-114968.259434	-9474.121706
163	20.30062	 1.06905	 0.85893	8892.92802	 0.00000	 0.00000	-12375.718230	-114559.691720	-9197.490576
164	20.89282	 1.02479	 0.82757	8858.83639	 0.00000	 0.00000	-12338.322439	-114256.166755	-9127.057634
165	21.59849	 0.96205	 0.79671	8858.82569	 0.00000	 0.00000	-12285.983400	-113914.490609	-8945.343396
166	22.65405	 0.99844	 0.82864	8858.81669	 0.00000	 0.00000	-12217.591735	-113424.898810	-8751.018538
167	23.30129	 1.04062	 0.87366	8858.82535	 0.00000	 0.00000	-12176.902445	-112921.157951	-8847.866501
168	23.30129	 0.98815	 0.84646	8858.84116	 0.00000	 0.00000	-12158.142196	-112353.176380	-9228.245584
169	24.61274	 1.02314	 0.81821	8825.06848	 0.00000	 0.00000	-12091.889447	-112054.313528	-8864.580944
170	25.91471	 1.04433	 0.78197	8825.05928	 0.00000	 0.00000	-12028.641638	-111809.521026	-8476.895358
171	27.03089	 1.03142	 0.75194	8825.07635	 0.00000	 0.00000	-11980.621243	-111530.360441	-8275.851987
172	27.03089	 0.99019	 0.78184	8825.09147	 0.00000	 0.00000	-11965.647757	-111226.425988	-8430.051581
173	27.03089	 0.99019	 0.81112	8825.10265	 0.00000	 0.00000	-11955.480119	-110841.634692	-8713.166501
174	27.03089	 0.95938	 0.85120	8825.11636	 0.00000	 0.00000	-11940.277629	-110588.594593	-8814.181694
175	28.58187	 0.92340	 0.89834	8825.10645	 0.00000	 0.00000	-11873.092999	-110232.030024	-8498.899968
176	28.53266	 0.88898	 0.92239	8809.91942	 0.00000	 0.00000	-11858.681859	-109818.624375	-8768.194215
177	28.47738	 0.86195	 0.94404	8792.86330	 0.00000	 0.00000	-11848.204941	-109491.545500	-8990.503914
178	28.45135	 0.83048	 0.98329	8784.81545	 0.00000	 0.00000	-11844.273017	-109281.698517	-9161.031648
179	28.34507	 0.80191	 1.03327	8752.00499	 0.00000	 0.00000	-11843.220226	-109138.173142	-9294.029123
180	29.33867	 0.78633	 1.03327	8752.01395	 0.00000	 0.00000	-11803.267100	-109045.213938	-8987.457062
181	30.80271	 0.81711	 0.98699	8752.00476	 0.00000	 0.00000	-11749.987696	-108866.213506	-8633.663458
182	31.76887	 0.85148	 0.95028	8751.99375	 0.00000	 0.00000	-11709.157594	-108605.880920	-8485.695023
183	31.69376	 0.81473	 0.96540	8731.29380	 0.00000	 0.00000	-11710.097716	-108470.283255	-8630.693903
184	31.69376	 0.77739	 0.99189	8731.28800	 0.00000	 0.00000	-11704.320741	-108169.458278	-8873.749131
185	31.69376	 0.81075	 0.95427	8731.28145	 0.00000	 0.00000	-11697.344292	-107931.629260	-9041.813659
186	31.65689	 0.86075	 0.92762	8721.13372	 0.00000	 0.00000	-11693.892535	-107737.251410	-9201.673938
187	32.72743	 0.87961	 0.90806	8703.66889	 0.00000	 0.00000	-11656.575280	-107657.565039	-8908.187759
188	34.29873	 0.93194	 0.86946	8703.67765	 0.00000	 0.00000	-11596.915762	-107351.992615	-8617.165009
189	34.29873	 0.90289	 0.83773	8703.66814	 0.00000	 0.00000	-11587.030372	-107027.737323	-8842.566396
190	35.50139	 0.92963	 0.81137	8687.67017	 0.00000	 0.00000	-11550.452398	-107001.786632	-8502.737345
191	36.93182	 0.95450	 0.78348	8687.67945	 0.00000	 0.00000	-11507.866435	-106805.615943	-8273.048403
192	38.18382	 0.98858	 0.75702	8652.46882	 0.00000	 0.00000	-11465.642326	-106591.002150	-8065.421114
193	39.28426	 0.93995	 0.78520	8636.47742	 0.00000	 0.00000	-11429.536110	-106390.049822	-7905.311274
194	39.21980	 0.89993	 0.79859	8622.31612	 0.00000	 0.00000	-11415.066096	-106042.061384	-8108.599579
195	40.49966	 0.89877	 0.81205	8611.26172	 0.00000	 0.00000	-11366.700216	-105692.229733	-7974.772427
196	40.49966	 0.86232	 0.77808	8611.27240	 0.00000	 0.00000	-11361.036228	-105564.364423	-8045.997856
197	40.33459	 0.82666	 0.80486	8576.16477	 0.00000	 0.00000	-11355.766739	-105260.094882	-8297.572508
198	41.44365	 0.79085	 0.83655	8547.99224	 0.00000	 0.00000	-11323.914914	-105197.882367	-8041.266771
199	42.48071	 0.81323	 0.86856	8517.00814	 0.00000	 0.00000	-11293.920819	-105100.559418	-7838.648775
200	42.48071	 0.77580	 0.87668	8517.01954	 0.00000	 0.00000	-11289.496105	-104984.314449	-7910.646600
201	45.09873	 0.73778	 0.88574	8480.75567	 0.00000	 0.00000	-11219.984441	-104670.693678	-7529.150730
202	44.95971	 0.71079	 0.87350	8454.60555	 0.00000	 0.00000	-11216.202295	-104289.119929	-7872.903020
203	44.95971	 0.74961	 0.91333	8454.61719	 0.00000	 0.00000	-11211.362940	-104225.171235	-7888.458163
204	46.86805	 0.79119	 0.89583	8454.62331	 0.00000	 0.00000	-11169.200492	-104117.926179	-7574.078739
205	46.82659	 0.83760	 0.85682	8447.13679	 0.00000	 0.00000	-11158.164565	-103886.203318	-7695.442337
206	46.78026	 0.86866	 0.85597	8438.78388	 0.00000	 0.00000	-11154.055762	-103739.877274	-7800.680343
207	46.78026	 0.92518	 0.83467	8438.77940	 0.00000	 0.00000	-11152.694442	-103683.703883	-7843.240542
208	48.86897	 0.97594	 0.85918	8414.38015	 0.00000	 0.00000	-11108.580043	-103550.687460	-7535.112967
209	50.27911	 1.00575	 0.82670	8392.24751	 0.00000	 0.00000	-11075.827558	-103362.959185	-7395.316395
210	50.16637	 1.05774	 0.86397	8373.41806	 0.00000	 0.00000	-11070.864307	-103122.450148	-7586.192922
211	51.90008	 1.03934	 0.89330	8373.42889	 0.00000	 0.00000	-11037.310331	-102998.208038	-7374.895269
212	51.90008	 1.08818	 0.84677	8373.41546	 0.00000	 0.00000	-11028.976013	-102812.434316	-7477.325814
213	54.11876	 1.03515	 0.80995	8352.74966	 0.00000	 0.00000	-10992.335722	-102838.995565	-7084.361652
214	53.94314	 1.03179	 0.77193	8325.63881	 0.00000	 0.00000	-10992.249261	-102680.291455	-7242.201158
215	56.68084	 0.97832	 0.74574	8325.63230	 0.00000	 0.00000	-10948.421487	-102664.704672	-6819.510194
216	58.73696	 1.02377	 0.71139	8325.62014	 0.00000	 0.00000	-10914.536485	-102520.770446	-6624.594403
217	62.45506	 1.02093	 0.72760	8302.53434	 0.00000	 0.00000	-10862.916968	-102456.431573	-6172.738104
218	62.27821	 1.01804	 0.74967	8279.02831	 0.00000	 0.00000	-10862.783140	-102298.708841	-6329.122558
219	62.27821	 0.95053	 0.71151	8279.03732	 0.00000	 0.00000	-10862.118790	-102194.734794	-6426.453108
220	62.27821	 1.01542	 0.72110	8279.02477	 0.00000	 0.00000	-10853.186386	-101954.331424	-6577.532433
221	62.27821	 1.02845	 0.74596	8279.03824	 0.00000	 0.00000	-10847.523224	-101708.764650	-6766.467593
222	64.64542	 1.02502	 0.78569	8251.45505	 0.00000	 0.00000	-10811.043648	-101559.250556	-6551.185926
223	67.15643	 1.05081	 0.79971	8243.07525	 0.00000	 0.00000	-10779.231787	-101548.505545	-6243.812325
224	70.32415	 1.01142	 0.81972	8243.06315	 0.00000	 0.00000	-10741.389078	-101368.905749	-6044.985034
225	72.76358	 0.96668	 0.81656	8211.37933	 0.00000	 0.00000	-10708.954151	-101213.116747	-5876.424758
226	74.27888	 1.02426	 0.76294	8211.37057	 0.00000	 0.00000	-10690.869939	-100986.333688	-5922.365701
227	74.14836	 0.98671	 0.80098	8196.94963	 0.00000	 0.00000	-10688.409435	-100887.319715	-5996.774637
228	74.14836	 1.03701	 0.78730	8196.96009	 0.00000	 0.00000	-10687.918462	-100832.327964	-6046.856661
229	78.14628	 0.99313	 0.80879	8196.96613	 0.00000	 0.00000	-10648.071062	-100761.640984	-5719.069639
230	78.14628	 1.04053	 0.76834	8196.97867	 0.00000	 0.00000	-10638.642410	-100531.414687	-5855.009416
231	79.33661	 1.01601	 0.75222	8156.15411	 0.00000	 0.00000	-10624.474119	-100435.712292	-5809.028894
232	79.33661	 0.97792	 0.70946	8156.14302	 0.00000	 0.00000	-10623.471055	-100349.170551	-5885.539998
233	79.33661	 1.00330	 0.72069	8156.14094	 0.00000	 0.00000	-10614.521058	-100202.081983	-5943.128593
234	79.13045	 0.95580	 0.75116	8134.93563	 0.00000	 0.00000	-10615.711075	-100119.974340	-6037.136414
235	79.13045	 1.02995	 0.74706	8134.94950	 0.00000	 0.00000	-10610.670414	-100088.660014	-6018.044125
236	80.76499	 1.07315	 0.78089	8134.95856	 0.00000	 0.00000	-10592.890720	-100046.445375	-5882.461824
