iter	coalStatFlat	numCoalFlat	migStatFlat	numMigFlat	logPrior	root_theta	logLikelihood	dataLogLikelihood	genealogyLogLikelihood
    185	4.590281	     7000	1.479137	        0	68.345548	4.493428	-1349064.857905	-1401755.585017	-52690.727113
    186	4.530135	     7000	1.448006	        0	68.667771	4.595268	-1348940.374754	-1401763.164636	-52822.789882
    187	4.591263	     7000	1.483455	        0	68.438714	4.595268	-1349121.140887	-1401792.256800	-52671.115913
    188	4.552090	     7000	1.453923	        0	68.467176	4.467988	-1349002.948276	-1401763.363236	-52760.414960
    189	4.563499	     7000	1.448716	        0	69.009124	4.478876	-1349038.302283	-1401839.697863	-52801.395580
    190	4.581564	     7000	1.451700	        0	68.655505	4.527391	-1349012.812072	-1401759.548444	-52746.736372
    191	4.592376	     7000	1.467166	        0	68.470081	4.540288	-1349019.262094	-1401761.182999	-52741.920905
    192	4.536047	     7000	1.450951	        0	68.710141	4.551832	-1348929.306771	-1401791.337917	-52862.031146
    193	4.527196	     7000	1.450254	        0	68.804467	4.382079	-1348898.077583	-1401820.546073	-52922.468490
    194	4.374110	     7000	1.405014	        0	68.449538	4.391058	-1348507.386195	-1401741.414768	-53234.028572
    195	4.378945	     7000	1.395132	        0	68.542564	4.243874	-1348604.438078	-1401784.405748	-53179.967670
    196	4.368538	     7000	1.384676	        0	68.426362	4.225070	-1348521.508818	-1401775.465652	-53253.956834
    197	4.273941	     7000	1.362831	        0	68.404928	4.216241	-1348372.405232	-1401836.476881	-53464.071650
    198	4.355356	     7000	1.394221	        0	68.161294	4.202394	-1348529.926063	-1401779.361273	-53249.435210
    199	4.302857	     7000	1.395795	        0	68.738084	4.356230	-1348362.533892	-1401756.607535	-53394.073643
    200	4.282833	     7000	1.408738	        0	69.333367	4.345181	-1348342.162965	-1401780.381362	-53438.218397
    201	4.414930	     7000	1.446666	        0	69.269742	4.489479	-1348614.115362	-1401763.512506	-53149.397144
    202	4.352052	     7000	1.424288	        0	69.394670	4.473276	-1348548.951543	-1401825.189528	-53276.237985
    203	4.368714	     7000	1.427908	        0	68.683426	4.624295	-1348583.348392	-1401832.757706	-53249.409314
    204	4.444413	     7000	1.453367	        0	69.021165	4.644097	-1348576.255430	-1401740.594500	-53164.339070
    205	4.394010	     7000	1.449764	        0	68.491025	4.628007	-1348577.343311	-1401782.604823	-53205.261512
    206	4.410989	     7000	1.438520	        0	67.881957	4.641772	-1348599.979302	-1401782.136167	-53182.156866
    207	4.383751	     7000	1.429560	        0	67.439940	4.633402	-1348580.964685	-1401792.917985	-53211.953300
    208	4.445081	     7000	1.438749	        0	67.405071	4.649450	-1348651.532388	-1401793.546312	-53142.013924
    209	4.433725	     7000	1.447535	        0	67.757105	4.661829	-1348646.367923	-1401775.666295	-53129.298372
    210	4.438453	     7000	1.458311	        0	68.109789	4.652127	-1348637.717175	-1401755.560896	-53117.843721
    211	4.508895	     7000	1.483530	        0	67.776451	4.653764	-1348814.622973	-1401774.724011	-52960.101037
    212	4.422501	     7000	1.443476	        0	67.459289	4.638802	-1348673.302570	-1401795.567777	-53122.265208
    213	4.474119	     7000	1.456961	        0	67.790273	4.618876	-1348768.702984	-1401783.021941	-53014.318957
    214	4.499024	     7000	1.486776	        0	68.093943	4.629356	-1348788.794370	-1401760.745144	-52971.950774
    215	4.436472	     7000	1.446527	        0	68.878964	4.650613	-1348681.142447	-1401780.314113	-53099.171666
    216	4.409603	     7000	1.446128	        0	68.307163	4.665792	-1348594.266453	-1401777.897982	-53183.631529
    217	4.440588	     7000	1.456339	        0	68.779779	4.439537	-1348752.028240	-1401776.950072	-53024.921832
    218	4.436815	     7000	1.439049	        0	68.968490	4.425979	-1348778.636797	-1401799.407198	-53020.770401
    219	4.374453	     7000	1.412842	        0	69.183038	4.435502	-1348501.538742	-1401717.327302	-53215.788560
    220	4.517465	     7000	1.486359	        0	69.202007	4.669479	-1348775.015702	-1401719.668749	-52944.653047
    221	4.520419	     7000	1.474203	        0	69.318651	4.654745	-1348841.735461	-1401791.744053	-52950.008591
    222	4.445490	     7000	1.444343	        0	69.359399	4.668224	-1348624.287406	-1401733.677072	-53109.389666
    223	4.471952	     7000	1.452412	        0	68.717631	4.680382	-1348615.964225	-1401720.081041	-53104.116816
    224	4.499584	     7000	1.454441	        0	68.869506	4.669580	-1348770.308365	-1401791.042354	-53020.733990
    225	4.453244	     7000	1.468999	        0	68.901699	4.657701	-1348666.940653	-1401780.504818	-53113.564165
    226	4.477165	     7000	1.461451	        0	68.631725	4.668588	-1348729.842920	-1401816.036085	-53086.193165
    227	4.327830	     7000	1.410367	        0	68.974936	4.492158	-1348396.675650	-1401772.310642	-53375.634992
    228	4.395820	     7000	1.411056	        0	69.370586	4.508115	-1348586.627871	-1401753.973945	-53167.346074
    229	4.420066	     7000	1.425500	        0	69.100605	4.518633	-1348675.694206	-1401809.585565	-53133.891359
    230	4.401220	     7000	1.413651	        0	69.159038	4.421042	-1348660.266681	-1401815.610464	-53155.343782
    231	4.373031	     7000	1.407939	        0	69.098063	4.481413	-1348609.684610	-1401826.249417	-53216.564806
    232	4.419495	     7000	1.442408	        0	68.447222	4.682684	-1348708.362258	-1401813.412171	-53105.049913
    233	4.432812	     7000	1.457825	        0	68.506183	4.692091	-1348645.615087	-1401777.937243	-53132.322156
    234	4.482476	     7000	1.458371	        0	68.890813	4.671983	-1348806.147436	-1401797.896733	-52991.749297
    235	4.455910	     7000	1.429599	        0	68.884311	4.653308	-1348788.903106	-1401817.161343	-53028.258237
    236	4.511809	     7000	1.455532	        0	68.961483	4.638972	-1348874.614294	-1401806.676930	-52932.062636
    237	4.497836	     7000	1.444238	        0	69.051068	4.660549	-1348861.515691	-1401798.339544	-52936.823853
    238	4.432832	     7000	1.458867	        0	69.818302	4.669965	-1348734.161462	-1401806.222080	-53072.060617
