iteration	A_coal_stats_total	A_num_coals_total	B_coal_stats_total	B_num_coals_total	C_coal_stats_total	C_num_coals_total	D_coal_stats_total	D_num_coals_total	AB_coal_stats_total	AB_num_coals_total	ABC_coal_stats_total	ABC_num_coals_total	root_coal_stats_total	root_num_coals_total	A__pop_coal_stats_total	A__pop_num_coals_total	B__pop_coal_stats_total	B__pop_num_coals_total	C__pop_coal_stats_total	C__pop_num_coals_total	D__pop_coal_stats_total	D__pop_num_coals_total	AB__pop_coal_stats_total	AB__pop_num_coals_total	ABC__pop_coal_stats_total	ABC__pop_num_coals_total	root__pop_coal_stats_total	root__pop_num_coals_total	D->B_mig_stats	D->B_num_migs	
1915	0.01047064273894592750790977220276545	103	0.01088075256783281423433873413841866	30	0.01161500451551404286543167643230845	89	0.15739885857581703554330943006789312	204	0.06993625098869375722454577726239222	212	1.12307587763467808805728509469190612	3380	4.31022829137186036518869514111429453	7000	0.01047064273894524923103066527119154	103	0.01088075256783206830324406411136806	30	0.01161500451551433950314606846632159	89	0.15739885857582602834980889383587055	204	0.00586518256125116623639348389929182	79	0.94841436759175268278454495884943753	3079	1.73431455433004977351174602517858148	3416	0.01096956176230268371896148238420210	3	
1920	0.01050123287738222166431967252719915	86	0.01073242904692988351766924637331613	41	0.01163576413171451759409613657680893	77	0.15615077229508680933811604063521372	200	0.06957393286047701408403298728444497	195	1.16875843548311930675254188827238977	3286	4.40608581248036301758475019596517086	7000	0.01050123287738140981373291538147896	86	0.01073242904692895197116264682790643	41	0.01163576413171490270270780342798389	77	0.15615077229509513601080072930926690	200	0.00585875511815601990317503577898606	68	0.99460311482778984704111735482001677	3014	1.76311010565965164964552513993112370	3514	0.01085372690291269183460176606104142	2	
1925	0.01033724389119578326856618843976321	98	0.01062962524047918015657199219958784	33	0.01139082468857531733885668501216060	92	0.15904786331092057860558952597784810	194	0.06921004483649753624696643328206846	213	1.15305408369948714231156827736413106	3323	4.34952084652586545843178100767545402	7000	0.01033724389119541203774232940304501	98	0.01062962524047868402565786283275884	33	0.01139082468857562265018845693020921	92	0.15904786331092646278762003930751234	194	0.00630160488372116800448452522687148	82	0.98071377759943378915608036550111137	3018	1.71916936708523659937952743348432705	3483	0.01072186913424150872531370737306133	4	
1930	0.00942585358376065059193837925022308	85	0.00968043271717525417863203784918369	30	0.01143379994849208318441480258798038	72	0.16159146554092615466480253871850437	193	0.06844885004916000104113749102907605	223	1.19465284575562158408956747734919190	3307	4.48796529688772594113288505468517542	7000	0.00942585358376102702693266621736257	85	0.00968043271717558377609247344253163	30	0.01143379994849219594144074108044151	72	0.16159146554092684855419292944134213	193	0.01112336047809133095232159149645668	108	1.02334997312964648408240009302971885	3012	1.77965205572457829674704044009558856	3500	0.00977378364631262437633996142949400	5	
1935	0.00946693423409170585480776338727082	94	0.00971342773316303566277785108695753	39	0.01143973726745150035211118222377991	92	0.16150558175402424110345123153820168	210	0.06869835185927880560896596762177069	228	1.20768241227167094642425126949092373	3238	4.50974666398818424539740590262226760	7000	0.00946693423409209269814290621525288	94	0.00971342773316338607691999840199060	39	0.01143973726745192709408627251832513	92	0.16150558175401816263239140880614286	210	0.01114114371811516374100037296557275	95	1.03596753484139370016237080562859774	2918	1.77895933984411103168099543836433440	3552	0.00981591789368264217019444117795501	3	
1940	0.00950455652948753275388593664274595	95	0.00979850018715802163760120180313606	24	0.01146868269587942440468353311189276	80	0.16007670106538454679601102270680713	230	0.06908865000205099970997935088234954	228	1.22502755345189395796978715225122869	3258	4.51615929359954915156549759558402002	7000	0.00950455652948786235134637223609388	95	0.00979850018715831827531559383714921	24	0.01146868269587963604094760228235828	80	0.16007670106538021692621498459629947	230	0.01117008642151467306957712821713358	109	1.05248442999372371353672406257828698	2950	1.76022191793274229709709288727026433	3512	0.00986951270715455929172232885093763	2	
1945	0.00965863174385383875530930453123801	81	0.00981784063797702319376092816582968	41	0.01162842484984783972268296281527000	78	0.16282526196020435937938941606262233	225	0.06965157884020793666035586966245319	259	1.26842041834899976748829431016929448	3135	4.62407306227330572312439471716061234	7000	0.00965863174385421865975054345199169	81	0.00981784063797730421896403640857898	41	0.01162842484984835493555532792697704	78	0.16282526196020039033207638112799032	225	0.01120764568294572646744988730915793	137	1.09416713047494673638482254318660125	2798	1.78242881199637293043736008257837966	3640	0.00992262120267944913720725708117243	2	
1950	0.00960216411301687174095764731873714	79	0.00978568096195425556060865091012602	37	0.01153901752872627493873292081616455	81	0.15832859392731762904205083941633347	218	0.06940527132226924356128705539958901	233	1.22425292602476609715722588589414954	3214	4.47637909884936835425151002709753811	7000	0.00960216411301693592572625846059964	79	0.00978568096195431801065378607518142	37	0.01153901752872648657499698998663007	81	0.15832859392731732373071906749828486	218	0.01123934034357425802708174700228483	117	1.05083336763521728585146775003522635	2900	1.73475307475653872657517240440938622	3568	0.00988279235935284224023877897025159	3	
1955	0.00955558837653883857976566673642083	82	0.00978541953812067134832464176952271	40	0.01162785712121759858217462380025609	81	0.15998219065796137616786154467263259	233	0.06925552434128746936981002590982825	247	1.23314013337889649690737314813304693	3224	4.47831624228614089133770903572440147	7000	0.00955558837653885072282999857407049	82	0.00978541953812068869555940153759366	40	0.01162785712121789175044206388065504	81	0.15998219065796714932758959548664279	233	0.01120275258627937212119185517167352	125	1.05955859817124919963760021346388385	2896	1.71337826680548599433961953764082864	3543	0.00988698830009051080058846139309026	1	
1960	0.00944207149916996904548405211698991	102	0.00981553286134640746996016247294392	31	0.01159229248548940965912734668563644	67	0.15793758267717472598690164886647835	209	0.06891627510537030876225372821863857	267	1.19488050307813020722846886201296002	3202	4.40773499134554480605174830998294055	7000	0.00944207149916988057458677729982810	102	0.00981553286134633634629764742385305	31	0.01159229248548931945350659589166753	67	0.15793758267718371879340111263445579	209	0.01111428439216068618511368271128958	134	1.02203812232419455341414504800923169	2868	1.71308561014636429042923282395349815	3589	0.00990154243912995911391927705835769	1	
1965	0.00943887920279058191541654565526187	111	0.00979273692850994408043430183852252	37	0.01166131021544328412453683796456971	66	0.15939540959484826965208981164323632	220	0.06875341672450278884820562552704359	253	1.24372539865365006050978990970179439	3167	4.50778745449242457254968030611053109	7000	0.00943887920279084559338489412994022	111	0.00979273692851020775840265031320087	37	0.01166131021544338994266887254980247	66	0.15939540959485198889922230591764674	220	0.01105856833060094197851430664059080	105	1.07075728435039496666547620407072827	2848	1.72602237508321265657684762118151411	3613	0.00989069064023331140367290004178358	1	
1970	0.00942269345698777335829099399688857	111	0.00981743326985418107710756885353476	37	0.01170204818920648863478373158386603	58	0.15860823952933236768991775988979498	185	0.06875151434958685914278220252526808	277	1.17511878792005375338192152412375435	3234	4.29926309863515854203797061927616596	7000	0.00942269345698800060706634695861794	111	0.00981743326985437016196645032550805	37	0.01170204818920666210713132926457547	58	0.15860823952934732794517458387417719	185	0.01101850545931781430453177961226174	129	1.00199641607991329905757993401493877	2899	1.63113556582933161287485290813492611	3581	0.00990976260135935892170433447745381	1	
1975	0.00949491393649241378904779509184664	95	0.00977278088255566224074044612279977	36	0.01165937598952749253145011465448988	66	0.15621903168048847931892453289037803	213	0.06889209830628764685833687053673202	259	1.16650442899133932606048347224714234	3312	4.30429831073470037239303565002046525	7000	0.00949491393649249185160421404816589	95	0.00977278088255578540610724047610347	36	0.01165937598952749773562054258491116	66	0.15621903168050474408623529143369524	213	0.01106175522330575013152387242598707	128	0.99337094266372172324253142505767755	2987	1.66317805266428653254706659936346114	3475	0.00986844981850755822994081256638310	2	
1980	0.00948907847615100379090602444875913	99	0.00974974828371040838637107128761272	36	0.01164508273416041059244996347388224	55	0.15580529140111912256294601775152842	189	0.06878150564698040647648724643659079	276	1.17541300565561113167234452703269199	3268	4.42085262172494442012293802690692246	7000	0.00948907847615108185346244340507837	99	0.00974974828371045001973449473098299	36	0.01164508273416031344793530877268495	55	0.15580529140113633101982770767790498	189	0.01105303067840125719190069730757386	141	1.00253522359651636719490852556191385	2937	1.77036546254153970281208785308990628	3543	0.00984958372396904299761466461404780	1	
1985	0.00953302613713831806241394417611446	92	0.00987699115675857476637222731596921	29	0.01177023020321605120686037082577968	50	0.16371875983104525187350475334824296	170	0.06930488281203051048606766926241107	288	1.13952336857742841935703381750499830	3394	4.36530694626753756892867386341094971	7000	0.00953302613713846030973897427429620	92	0.00987699115675868578867468983162325	29	0.01177023020321594191928138428693273	50	0.16371875983105710350429262689431198	170	0.01107233099304139739560426392017689	167	0.96514488845714585529833584587322548	3056	1.73246157406338885387242498836712912	3436	0.00995193413916630950644126585302729	2	
1990	0.00954118120406916882247916333881221	99	0.00984778081148286570101202386240402	28	0.01146354533323287565316217495592355	45	0.15921650952825613933860893212113297	154	0.06768703058262412475265534794743871	242	1.09497626251073709724437321710865945	3390	4.23298306716271355298886192031204700	7000	0.00954118120406958515611339777251487	99	0.00984778081148320223736636336298034	28	0.01146354533323276636558318841707660	45	0.15921650952826640890158671481913188	154	0.00950843413790867196533351801690515	115	0.92484637205804587356539059328497387	3103	1.69499260769492687828119414916727692	3456	0.00993027519491361879144797342178208	3	
1995	0.00974686658758903631816217227878951	70	0.00995956254231093393580742656467919	26	0.01146398666686997136476833247797913	60	0.15767569063391576045241038173116976	151	0.06885035798068113443992643851743196	222	1.11604702355426566029450441419612616	3352	4.23945811405600636589952046051621437	7000	0.00974686658758918203493415433058544	70	0.00995956254231102067198122540503391	26	0.01146398666686944921300206345904371	60	0.15767569063391770334270347575511551	151	0.00971295523042739819552515712075547	126	0.94396549419410680226150134330964647	3070	1.67662889773197321119369007647037506	3497	0.01002372668092640223269640387115942	2	
2000	0.00962104918248899744492863561617924	102	0.01000134516199931850044535508459376	23	0.01152438400449777924916539006972016	63	0.15722429708276117188425757831282681	165	0.06854212940169464307604840769272414	233	1.10918616887066034948361448186915368	3376	4.24847819251874980750471877399832010	7000	0.00962104918248891938237221665985999	102	0.01000134516199922829482460429062485	23	0.01152438400449762138932907618027457	63	0.15722429708276083881735019076586468	165	0.00967052668492710161551872971585908	108	0.93729859692717465424749434532714076	3080	1.69842337225342321360699315846432000	3459	0.01006628397126006595196923143475942	3	
2005	0.00967797121849668477711059466628285	85	0.00996514032754839892969123127386410	19	0.01155222619359846068787245343401082	50	0.16231388488876138942451632374286419	165	0.06859147866523152003992436220869422	224	1.11635676344425505135404819156974554	3410	4.37156694066340811843929259339347482	7000	0.00967797121849667436876973880544028	85	0.00996514032754833127547566817838742	19	0.01155222619359865844634871479001959	50	0.16231388488875581055381758233124856	165	0.00965533349452050819461401687249236	120	0.94426690656577294546991652168799192	3136	1.78465118410989664887722483399556950	3425	0.01002408098931994138991452558684614	4	
2010	0.00959568241291868656572816576044715	85	0.00991138504765300479282252865687042	21	0.01153226150861642006206775334931081	41	0.15791694708890383069821439221414039	159	0.06817010910204439333437420600603218	222	1.11076401373377642300965817412361503	3352	4.29343715078864285317195026436820626	7000	0.00959568241291866574904645403876202	85	0.00991138504765289203579659016440928	21	0.01153226150861621709942106406288076	41	0.15791694708889433829135384712571977	159	0.00963920515659371854311210370269691	116	0.93945546619595188264639773478847928	3089	1.73825354173205326446804974693804979	3489	0.00997266649524147265337692402908942	2	
2015	0.00960405907343223064209780659439275	87	0.00987096824172110920425637914377148	33	0.01150001712109113664872506177516698	49	0.15955419033191850508579534562159097	176	0.06800155506465514754221857174343313	230	1.13284594639049029929367407021345571	3421	4.31590764905733337286619644146412611	7000	0.00960405907343243013529754392720861	87	0.00987096824172104848893471995552318	33	0.01150001712109142114337512197153046	49	0.15955419033189752187062993016297696	176	0.00957114363655302453903761517040039	110	0.96197546362334440672725577314849943	3142	1.71591977499777637028444132738513872	3403	0.00995404580740093594681816568936483	1	
2020	0.00970532549132275233760847044095499	83	0.00994492976126455305307949572579673	38	0.01162249508957633944983278695417539	57	0.16438029554984695534969318941875827	166	0.06864265259082928671841017376209493	225	1.17067046752111347807101537910057232	3362	4.48220564810564869873132920474745333	7000	0.00970532549132284427795269721173099	83	0.00994492976126440907103098965080790	38	0.01162249508957638108319621039754566	57	0.16438029554982847013633318056236021	166	0.00967669151185386253177789228629990	104	0.99812554877343617754092974792001769	3080	1.80036917139513708008280445937998593	3472	0.01004678662031014552136198858534044	2	
2025	0.00969733414344306314525123724479272	85	0.00992748963080491986232800627476536	33	0.01154779092734186350666103493267656	59	0.15769900445349466222566547912720125	172	0.06851310992814466094280589913978474	241	1.13722916295160314525958256126614287	3310	4.31384624313304421150405687512829900	7000	0.00969733414344346560109766386403862	85	0.00992748963080506731382346430336838	33	0.01154779092734185136359670309502690	59	0.15769900445347093120851411640614970	172	0.00962768792375260154536853463014268	123	0.96528397031228230229515929750050418	3010	1.71167483027903388759227709670085460	3518	0.01001762914807114573934043733061117	1	
2030	0.00957303666314673028236992280426421	105	0.00991342516513232102637331877303950	33	0.01147173984341301467004825553885894	62	0.15668826256241019656556545669445768	171	0.06800906115335561552548426789144287	252	1.12078953622197108330738046788610518	3358	4.22978900587265282950966138741932809	7000	0.00957303666314710498264073379459660	105	0.00991342516513248582510353656971347	33	0.01147173984341318640767237724276129	62	0.15668826256238699290435079092276283	171	0.00954628130770770154389648354253950	114	0.95004919540133880850873993040295318	3044	1.66131771939550687555708918807795271	3471	0.00999751860655063127880648465861668	0	
2035	0.00952081334793034375629794396900252	116	0.00992611042450020943095356784624528	29	0.01158292649613834948696400317658117	48	0.16073080722640273321211168422451010	142	0.06788033449122188311974923635716550	245	1.12906727978252963140448628109879792	3338	4.21707931271545444218418197124265134	7000	0.00952081334793050682030468578886939	116	0.00992611042450017126703709635648920	29	0.01158292649613843101896737408651461	48	0.16073080722637028694421701402461622	142	0.00953110822620034485452844563724284	100	0.95800241539987018857260636650607921	3045	1.61495148391565890300114460842451081	3520	0.01000997947606116489360772447980708	1	
2040	0.00942766320529507713399386403807512	108	0.00975587662904457003643088341959810	41	0.01143774338487525861485227807179399	46	0.16258605246256943588356591590127209	147	0.06699060101020312685271562713751337	243	1.13056082044561745370003791322233155	3379	4.18940738616433616670065021025948226	7000	0.00942766320529530091332226504619030	108	0.00975587662904465330315773030633864	41	0.01143774338487509381612206027512002	46	0.16258605246254123621874043692514533	147	0.00943418953065904529464713590414249	94	0.96168703294456769903320036974037066	3090	1.58195906773142325185688150668283924	3474	0.00987410606560842722678739136199511	4	
2045	0.00931796687715992499878581156735891	116	0.00976446090956439166630431714111182	29	0.01139933601892785010323283501065816	47	0.16577351049094374291215103767171968	151	0.06665328037159706786596302663383540	227	1.13060008858967808720308312331326306	3471	4.21922511927068999426637674332596362	7000	0.00931796687715995101963795121946532	116	0.00976446090956420258144543566913853	29	0.01139933601892779459208160375283114	47	0.16577351049093200230366562664130470	151	0.00940039854900406347815167151793503	82	0.96247893914153381800247188948560506	3197	1.59155354788266767407378665666328743	3378	0.00984552349806497480166900260201146	0	
2050	0.00925882597914424836094138271391785	127	0.00970780238779549511929367611173802	35	0.01137880363117814777607073040144314	48	0.16513863989910868013133438125805696	160	0.06619122005519705032039468051152653	260	1.12040113176106426173816998925758526	3393	4.26403204119421541662404706585220993	7000	0.00925882597914422927898314696903981	127	0.00970780238779549164984672415812383	35	0.01137880363117819634832805775204179	48	0.16513863989910762541946098735934356	160	0.00926587980304740578552102903131527	98	0.95317554584184882582320597066427581	3085	1.65797007807693574932272895239293575	3447	0.00981657488198389716060887622006703	4	
2055	0.00925534973446593030310669547588986	120	0.00964215299868484768119891725746129	36	0.01132270653487247279167515756626017	47	0.16361061599782616982068361721758265	159	0.06597771327483430148230780787343974	238	1.11794594663353663577254337724298239	3391	4.29050563785299488017699331976473331	7000	0.00925534973446587826140241617167703	120	0.00964215299868486155898672507191804	36	0.01132270653487247799584558549668145	47	0.16361061599782592002050307655736106	159	0.00928116342406459793323847407009453	82	0.95136986988459215641711352873244323	3106	1.69659547308593805503562634839909151	3450	0.00974550209989026583468074704796891	2	
2060	0.00940530010948982531093776060515665	113	0.00972893479321938585424600631768044	34	0.01133959540104052463038719622545614	51	0.16373943871680834982740293526148889	167	0.06684464685579780129920379749819404	217	1.14181135400478539487778562033781782	3400	4.35375647828351652890432887943461537	7000	0.00940530010948961193995021545788404	113	0.00972893479321922279023926449781356	34	0.01133959540104054371234543197033418	51	0.16373943871680707307092461633146740	167	0.00943413403019573160168675940440153	70	0.97369395366637079280991429186542518	3132	1.71744157614023218449972318921936676	3433	0.00982040195585189533422632024439736	0	
2065	0.00929991266589432798161940496584066	120	0.00971819328038914763412403630127301	37	0.01128505773406063283914591011125594	55	0.16291722509244543903861313083325513	171	0.06639199737705231418871676396520343	239	1.09432827817419453531044837291119620	3480	4.21273279295157987434095048229210079	7000	0.00929991266589422042876389440380080	120	0.00971819328038911120493104078832403	37	0.01128505773406050100016173587391677	55	0.16291722509245082362028256284247618	171	0.00931055798664782996443278761944384	82	0.92723554925464779508104129490675405	3186	1.65686085581720621284773642400978133	3349	0.00980211154790748204201911164545891	2	
2070	0.00938060376969734703578307488669452	108	0.00971784192812803239436281188545763	37	0.01133625671633289692941115589519541	53	0.16219694018766647736207175967138028	164	0.06672220645160997776201838860288262	217	1.11500476873117282394787252997048199	3426	4.20169702615030882242308507557027042	7000	0.00938060376969719611484066490447731	108	0.00971784192812784504422740639029143	37	0.01133625671633298193086147875874303	53	0.16219694018767760734789362686569802	164	0.00941158567789198048647580918668609	72	0.94707135566154698746998974456801079	3156	1.61775451220856858469687722390517592	3410	0.00981920906237207513633791222673608	2	
2075	0.00938903040443750218357887860065603	112	0.00972544150274724447657881398754398	51	0.01138067535742753530469961731341755	66	0.16306203342188252403133219559094869	173	0.06672838973545398844056109055600245	255	1.15120677136097437909256768762134016	3328	4.31145602061926425108140392694622278	7000	0.00938903040443732524178432896633240	112	0.00972544150274702416669736493304299	51	0.01138067535742785275909572106911583	66	0.16306203342188260729805904247768922	173	0.00935915001155067372007323456273298	92	0.98306317749458749233326670946553349	3007	1.65862580293240924333986185956746340	3499	0.00985027441553970421750374697467123	1	
2080	0.00943095271322835250471516843617792	97	0.00979182430907809576992040234699743	33	0.01128636072413985100282296514251357	78	0.16323991170919219251267406889382983	191	0.06719608757913626828628395060150069	201	1.16170847399478338601852556166704744	3370	4.28079818297758940559560869587585330	7000	0.00943095271322841842420725555484751	97	0.00979182430907821720056372072349404	33	0.01128636072414009733355655384912097	78	0.16323991170918716875348764006048441	191	0.00951679047191327127930282614443058	71	0.99327376665014677215026495105121285	3091	1.61008581955762575255164392729056999	3439	0.00985835131805117177716812904009203	0	
2085	0.00932248919554503653606136737153065	109	0.00972323123862178263776545605878709	33	0.01126971516518718470500903805486814	60	0.16502273538971448663126295741676586	174	0.06650734887409684437109547161526280	241	1.16614752372361718535387353767873719	3299	4.34438197362836664439100786694325507	7000	0.00932248919554496194295190036882559	109	0.00972323123862171324882641698650332	33	0.01126971516518718643973251403167524	60	0.16502273538971296007460409782652277	174	0.00934622803067225969841924637648845	99	0.99895372191536191408545164449606091	2998	1.66078272667676896112709528097184375	3527	0.00981390878337589679658581331977985	3	
2090	0.00941028433920012251368003575180410	101	0.00970578066797308548763201230258346	30	0.01135205110730197822221931858166499	49	0.16697045424598694340900806309946347	166	0.06678307000656796832416262077458669	214	1.19832396752433578690499871299834922	3339	4.37062469575553258493982866639271379	7000	0.00941028433920001843027147714337843	101	0.00970578066797297966949997771735070	30	0.01135205110730219679737729165935889	49	0.16697045424599141205668217935453868	166	0.00943487498504899137208301596047022	83	1.03023149587573725760591969446977600	3076	1.62729603400335554042044350353535265	3495	0.00979596536211345056410770837374002	2	
2095	0.00931304886787870378483944477920886	118	0.00972547953692591560237445946768275	35	0.01132891265696951525743241262489391	53	0.17177282139721930520614989745808998	237	0.06653006258846580478483190290717175	230	1.20130637352311042675978569604922086	3425	4.36168814933240511777512438129633665	7000	0.00931304886787861010977174203162576	118	0.00972547953692589305096927176919053	35	0.01132891265696948229768636906555912	53	0.17177282139721034015522604931902606	237	0.00939703106270109618514130289668174	77	1.03378067319084032682496854249620810	3142	1.58497092894781044236651723622344434	3338	0.00982814842922795188495665996697426	2	
2100	0.00930471292539365724127975454393891	113	0.00968905105840005623218935681961739	26	0.01128200180601243371447672814156249	50	0.17251869219485621576026801449188497	224	0.06627036440547282025725905896251788	259	1.19753701059422490438066688511753455	3469	4.30416370363229816575767472386360168	7000	0.00930471292539379428443435671169937	113	0.00968905105840023664343085840755521	26	0.01128200180601241636724196837349155	50	0.17251869219485949091819065870367922	224	0.00927350398733216806090862149858367	120	1.03067591056867691179377288790419698	3160	1.53168611731802450925954417471075431	3307	0.00976747838221849254414230756538018	3	
2105	0.00929867649383932237672212295365171	118	0.00965641863626333883663388490958823	41	0.01118036876975655492805206137063578	62	0.17469405385525985097139312074432382	196	0.06606697999195913773018418169158394	274	1.19595194962889617151802212902111933	3481	4.41015259726062947009950221399776638	7000	0.00929867649383954095188009603134560	118	0.00965641863626352965621624235836862	41	0.01118036876975663299060848032695503	62	0.17469405385526071139423720524064265	196	0.00918358508873706909370060458286389	115	1.02993562661042337147421221743570641	3145	1.63110713382585736930252551246667281	3323	0.00975574862659239934459254328658062	1	
2110	0.00952509387017148705101288186369857	107	0.00989839198378675982903374119814544	33	0.01122112266402063192327620555488465	58	0.17034671713118537672571051189152058	220	0.06624561287915185781027815892230137	243	1.16392502774305928170406332355923951	3462	4.33718042090133870658519299468025565	7000	0.00952509387017115571882897029354353	107	0.00989839198378635563846383860209244	33	0.01122112266402090947903236184401976	58	0.17034671713118018643307038928469410	220	0.00793573669742499154811099515427486	103	0.99741409273325187800907087876112200	3161	1.62947219587469449564309798006433994	3318	0.00999137913235030768188682515074106	3	
2115	0.00934591346674130442340189262040440	131	0.00977770423936262858544132825500128	37	0.01113185169851554044695429723788038	58	0.17563206511092291361997297371999593	187	0.06518866985208790487682506409328198	251	1.16370577296153721036375827679876238	3526	4.33359368492165053510234429268166423	7000	0.00934591346674088115087375427947336	131	0.00977770423936218970040190612280639	37	0.01113185169851584055411564122550772	58	0.17563206511091958295089909825037466	187	0.00779330457835810622851946405376111	83	0.99938303897817382104307171175605617	3217	1.60502819957339970535770135029451922	3287	0.00989061268005905075417771854517923	2	
2120	0.00949046702174519488104387221483194	113	0.00988220100741371565433723844762426	45	0.01118031705189692290303149491137447	67	0.17464219593409768815917004758375697	198	0.06600335387663068542618560741175315	250	1.11049710898092124367053656897041947	3614	4.19668542044404802027202094905078411	7000	0.00949046702174489130443557627359041	113	0.00988220100741344156802803411210334	45	0.01118031705189684484047507595505522	67	0.17464219593409591180233064733329229	198	0.00787776222186367322541933333468478	92	0.94458273058799491206372067608754151	3297	1.55870655365867283315139957267092541	3188	0.00998708695095735371483058884223283	2	
2125	0.00955289145601912782768128096222426	103	0.00986484914399929184447568530913486	42	0.01115357656637018350653800524696635	70	0.17425281406608819634307394608185859	196	0.06625368173343587629986473075405229	210	1.12011738255871295955046207382110879	3605	4.23613603324296406071880483068525791	7000	0.00955289145601857618561592033756824	103	0.00986484914399868295653561744984472	42	0.01115357656637020085377276501503729	70	0.17425281406609882672853473195573315	196	0.00799706895536032164040207703692431	65	0.95389343998702502691600102480151691	3325	1.58170365168210635964385346596827731	3199	0.00997425583066635992879334082772402	3	
2130	0.00954420390584273699297046533729372	119	0.01005877888517613810703821286551829	29	0.01134614790778331813725365861955652	67	0.17892302482556854403838997313869186	216	0.06687012303710714034021833640508703	238	1.18059795651163979002262749418150634	3555	4.36944704538799388870984330424107611	7000	0.00954420390584236923159355825418970	119	0.01005877888517577554983173371283556	29	0.01134614790778370151114184949392438	67	0.17892302482558405940515910970134428	216	0.00804187975630916464242492480707369	90	1.01238941685353034394267979223513976	3250	1.59434785641881382467488492693519220	3229	0.01014625845235006540434596900013275	3	
2135	0.00953084553637858176988739700163933	114	0.00984894660305324007310012746074790	46	0.01106506945987326476221745963357534	75	0.17668496854670973084111551543173846	216	0.06546405219037471079346346414240543	260	1.16306495273867205320073026086902246	3554	4.31015536881037331085053665447048843	7000	0.00953084553637803359726898833059749	114	0.00984894660305266587962957913759965	46	0.01106506945987304445233601057907435	75	0.17668496854672915974404645567119587	216	0.00731775346090638573182118875593005	100	0.99858373176273129701030484284274280	3219	1.57319416214069751625004300876753405	3230	0.00998064437269056449475446157748593	2	
2140	0.00954993511275269157945189135716646	118	0.00987173080568844694970831454838844	37	0.01099113997196806725986650832282976	69	0.17694902707182807999330975690099876	243	0.06562562261991788936654756980715320	255	1.22313959152997031587517540174303576	3437	4.35392472062393132148372387746348977	7000	0.00954993511275219544853776199033746	118	0.00987173080568795255351766115836654	37	0.01099113997196786082777286708278552	69	0.17694902707184387291583504975278629	243	0.00733774899617097454279646129293724	100	1.05875223297942389066861323954071850	3113	1.51543814461986414698912994936108589	3320	0.00998205329345609217173151961333133	4	
2145	0.00991643278300035312111671004231539	130	0.01037358238347268514500942870881772	37	0.01112537785351746209838719181561828	79	0.17923000221045076729708966922771651	218	0.06590287718715498455068768635101151	235	1.24627406442922694651542769861407578	3442	4.38475968732876975053613932686857879	7000	0.00991643278299999056391023088963266	130	0.01037358238347226707665171829830797	37	0.01112537785351638310038513424160556	79	0.17923000221046983537753760629129829	218	0.00502036012947365290620682642952488	68	1.08076587160370474194337475637439638	3128	1.50452450903746592913989843509625643	3340	0.01050249105326049071928995459757061	4	
2150	0.01001577850688999127282130530147697	136	0.01041134578762217995084871091648893	57	0.01113724397016279885064271581995854	65	0.17227716916835295046794840345683042	205	0.06568130898313098708918289503344567	256	1.24814115867402497528360072465147823	3311	4.37308218500639345194258567062206566	7000	0.01001577850688995831307526174214217	136	0.01041134578762211923552705172824062	57	0.01113724397016278323813143202869469	65	0.17227716916835292271237278782791691	205	0.00437247105152409332173846223668079	63	1.08297058521225442184743315010564402	2990	1.52012291369282470654411554278340191	3484	0.01056749463911508049585030732941959	2	
2155	0.01017368898501896934405408501334023	139	0.01071260127282635393752840968772944	43	0.01120661896616484583255601847895377	66	0.16695708792817251508999731868243543	190	0.06644027436916030704416868957196129	222	1.22198015103628332411744850105606019	3269	4.31584117098460051664687853190116584	7000	0.01017368898501961466118714838557935	139	0.01071260127282705650053618029460267	43	0.01120661896616500369239233236839937	66	0.16695708792818045318462338855169946	190	0.00376373547551962870510999792372786	40	1.05519080253058739060634252382442355	2981	1.53039661966249584956756280007539317	3541	0.01081474808296348927294516784058942	2	
2160	0.01022268878819682612346664285496445	149	0.01068734923809759075619130186396433	52	0.01137815844108887482211134312137801	58	0.16434964479037017515139496026677079	201	0.06652162715001916359902622843947029	260	1.20406744520530728514984275534516200	3308	4.32251833885435843285449664108455181	7000	0.01022268878819733439744510405944311	149	0.01068734923809814239825666248862035	52	0.01137815844108915584731445136412731	58	0.16434964479037492135482523281098111	201	0.00374030580925822269192093649792241	59	1.03626190433396447865277423261431977	2990	1.57994603156416135725237381848273799	3491	0.01083809966499033571041277212998466	0	
2165	0.01018991068706549645017656047230048	154	0.01085186381728053817141699255444109	31	0.01115047652747165607411972132467781	92	0.16503226682435001571036536915926263	202	0.06693050341954404069966244605893735	243	1.20544624197950689392655476694926620	3333	4.37270660411972578174299997044727206	7000	0.01018991068706605329641234902737779	154	0.01085186381728112797739882466885319	31	0.01115047652747183475063774693580854	92	0.16503226682435651051505942632502411	202	0.00377985055148560194007711920960446	58	1.03805016191959165183789082220755517	2998	1.62861994438314572342108021985040978	3465	0.01093286778025272416858815205387145	2	
