Sample	theta_A	theta_B	theta_C	theta_AB	theta_root	tau_AB	tau_root	m_C->A	Complete-ld-ln-avg	Data-ld-ln	Gene-ld-ln
2052	 8.25822	 8.33303	10.50553	13.10327	 9.44288	 1.11665	 3.23143	474.33903	-1349.145983	-2864603.246623	166311.279850
2053	 8.63511	 8.57481	10.50526	13.10293	 9.44263	 1.11662	 3.23134	474.35140	-1349.168630	-2864673.761113	166336.500685
2054	 8.49777	 8.22798	10.79082	13.16398	 9.48663	 1.12182	 3.24640	472.15129	-1349.183017	-2864637.030965	166270.996220
2055	 8.10696	 8.22798	10.79082	13.16398	 9.48663	 1.12182	 3.24640	463.92443	-1349.197107	-2864578.630992	166184.417052
2056	 7.86343	 8.21325	10.77150	13.14042	 9.46965	 1.11982	 3.24059	453.59170	-1349.317304	-2864464.452277	165829.845196
2057	 8.16264	 8.22643	10.78878	13.16149	 9.48484	 1.12161	 3.24578	459.42743	-1349.407819	-2864547.756634	165732.119549
2058	 8.18555	 8.66115	10.81907	13.19844	 9.51146	 1.12476	 3.28367	470.52617	-1349.171001	-2864531.731014	166189.729382
2059	 8.52638	 8.68740	10.59088	13.29441	 9.54028	 1.12817	 3.29362	469.10472	-1349.141731	-2864559.121069	166275.658763
2060	 8.28462	 8.65034	10.54571	13.23770	 9.49959	 1.12336	 3.29387	471.11411	-1349.247612	-2864583.219747	166087.996216
2061	 8.30092	 8.66737	10.56647	13.26376	 9.51829	 1.12557	 3.30036	461.10620	-1349.189869	-2864530.785146	166151.047373
2062	 8.21153	 8.37471	10.52788	13.21532	 9.48353	 1.12146	 3.28830	470.46320	-1349.344339	-2864533.388239	165844.710871
2063	 8.44927	 8.58519	10.55209	13.24571	 9.50534	 1.12404	 3.27871	457.89673	-1349.427146	-2864593.993342	165739.700759
2064	 8.49116	 8.62775	10.60441	13.01983	 9.55247	 1.12961	 3.29496	445.82867	-1349.520184	-2864532.714839	165492.347529
2065	 8.51385	 8.38810	10.63274	13.05462	 9.57799	 1.13263	 3.28856	444.64054	-1349.486551	-2864535.775250	165562.672457
2066	 8.47979	 8.35455	10.59021	13.00240	 9.36453	 1.12810	 3.28818	446.85017	-1349.263780	-2864514.750316	165987.190925
2067	 8.85430	 8.33574	10.41227	12.97313	 9.70923	 1.12556	 3.28078	454.37317	-1349.253175	-2864549.396170	166043.045669
2068	 8.38134	 8.59852	10.37480	12.92645	 9.34156	 1.12151	 3.26897	466.04004	-1349.101056	-2864544.003550	166341.891680
2069	 8.25245	 8.63583	10.54372	12.98254	 9.38210	 1.12637	 3.25622	464.02639	-1348.981492	-2864560.572830	166597.589429
2070	 8.28511	 8.92426	10.44299	13.03392	 9.33527	 1.13083	 3.26911	462.19731	-1349.001279	-2864519.143198	166516.586175
2071	 8.30355	 8.94412	10.68280	13.06293	 9.35605	 1.13335	 3.27638	461.17096	-1349.108085	-2864488.716579	166272.547529
2072	 8.27877	 8.91743	10.65092	13.02395	 9.32813	 1.12997	 3.26661	477.64909	-1349.032656	-2864507.701401	166442.390126
2073	 8.55985	 8.89058	10.61885	12.76261	 9.30004	 1.12656	 3.25677	479.09186	-1348.985706	-2864506.803384	166535.391350
2074	 8.53422	 9.15882	10.58706	12.72441	 9.27220	 1.12319	 3.24702	469.22607	-1348.994977	-2864609.882404	166619.929088
2075	 8.15792	 9.18109	10.61280	12.32186	 9.29474	 1.12592	 3.27016	474.18020	-1349.001670	-2864638.649058	166635.309814
2076	 8.13343	 8.81941	10.18092	12.28487	 9.26684	 1.12254	 3.26034	475.60773	-1349.015556	-2864614.730226	166583.617954
2077	 8.15843	 8.84652	10.21221	12.32263	 9.29533	 1.12599	 3.27036	474.15040	-1348.953090	-2864627.325676	166721.145372
2078	 8.17486	 8.86434	10.23278	12.34745	 9.61154	 1.12826	 3.27695	473.19724	-1348.634171	-2864579.998124	167311.656519
2079	 8.15286	 9.09516	10.20524	12.31422	 9.58567	 1.12522	 3.26813	469.10420	-1348.737559	-2864535.564823	167060.446935
2080	 8.31398	 8.90995	10.24287	12.93497	 9.62102	 1.12937	 3.29866	474.16564	-1349.107895	-2864508.916647	166293.126424
2081	 8.31398	 8.90995	10.24287	12.93497	 9.62102	 1.12937	 3.29866	474.16564	-1348.907736	-2864516.867104	166701.395132
2082	 8.47779	 8.69533	10.59937	13.16462	 9.30130	 1.13478	 3.33690	471.90844	-1349.122857	-2864480.476438	166234.762776
2083	 8.47779	 8.69533	10.59937	13.16462	 9.30130	 1.13478	 3.33690	476.79142	-1348.964825	-2864441.877604	166512.228373
2084	 8.67509	 8.69533	10.59937	13.16462	 9.30130	 1.13478	 3.31116	469.33055	-1348.801794	-2864472.347124	166868.758333
2085	 8.44888	 8.69533	10.59937	13.56367	 9.30130	 1.13478	 3.31116	457.47919	-1349.135380	-2864542.535277	166271.776166
2086	 8.88472	 8.66726	10.56515	13.51988	 9.27127	 1.13111	 3.30048	471.90822	-1349.018795	-2864577.334085	166539.744632
2087	 8.84821	 8.86085	10.52174	13.46433	 9.23318	 1.12878	 3.26320	457.84765	-1348.769821	-2864437.033738	166897.392285
2088	 8.87520	 8.88788	10.55383	13.50539	 9.26134	 1.13222	 3.27315	472.80121	-1349.062963	-2864602.752376	166476.825739
2089	 8.86182	 8.87448	10.53792	13.13697	 9.43440	 1.13052	 3.26822	481.37911	-1348.908483	-2864558.925932	166741.960815
2090	 8.66154	 8.61710	10.49682	13.08573	 9.39761	 1.12611	 3.25547	483.26393	-1348.691634	-2864586.161061	167202.893239
2091	 8.75841	 8.64334	10.52878	13.12557	 9.09631	 1.12954	 3.26538	473.42617	-1348.747655	-2864585.975481	167090.665757
2092	 9.04688	 8.60752	10.48515	13.07118	 9.37751	 1.12486	 3.25185	486.04825	-1348.772961	-2864624.669852	167078.747275
2093	 8.65214	 8.60752	10.32077	12.70213	 9.37751	 1.12486	 3.25185	486.04825	-1348.467901	-2864567.584296	167631.781414
2094	 8.46883	 8.41969	10.32077	12.86155	 9.37751	 1.12486	 3.25185	495.23284	-1348.377326	-2864514.778962	167760.127734
2095	 8.15862	 8.41010	10.30901	12.84690	 9.36683	 1.12357	 3.24815	495.79746	-1348.581690	-2864591.609327	167428.229255
2096	 8.48584	 8.38738	10.28116	12.81219	 9.34152	 1.12054	 3.23937	507.28817	-1348.268543	-2864564.198024	168027.112185
2097	 8.11091	 8.41512	10.31516	13.24375	 9.37241	 1.12424	 3.25009	496.30596	-1348.375521	-2864572.517114	167821.475931
2098	 8.61525	 8.82079	10.31516	13.24375	 9.37241	 1.12424	 3.25009	491.78091	-1348.401317	-2864455.655063	167653.021280
2099	 8.59327	 8.79828	10.28884	12.77856	 9.34850	 1.12138	 3.22674	493.03859	-1348.151606	-2864507.452003	168204.239622
2100	 8.84125	 8.52134	10.29916	12.79137	 9.35788	 1.12250	 3.22997	492.54478	-1347.989621	-2864451.643414	168472.401457
2101	 8.84125	 8.52134	10.29916	13.02950	 9.67241	 1.12250	 3.22997	501.43747	-1348.385285	-2864512.333399	167741.762589
2102	 8.85342	 8.53307	10.85428	13.04744	 9.68572	 1.12405	 3.23442	508.83137	-1348.263092	-2864443.528206	167917.343834
2103	 8.81967	 8.50054	10.81290	12.99770	 9.64880	 1.11976	 3.22993	510.77852	-1348.520673	-2864557.299472	167515.952659
2104	 8.63726	 8.73798	10.85689	13.05057	 9.68805	 1.12432	 3.24307	513.95599	-1348.479620	-2864533.400352	167574.159902
2105	 8.91334	 8.40089	10.91151	13.11622	 9.73679	 1.12997	 3.25938	511.38326	-1348.636656	-2864604.797419	167331.485905
2106	 8.93448	 8.42081	10.79754	13.14733	 9.75988	 1.13265	 3.24359	510.17338	-1348.628858	-2864470.385508	167212.669513
2107	 8.97034	 8.45461	10.84087	13.20009	 9.79905	 1.13720	 3.28552	504.15097	-1348.543938	-2864444.638849	167356.762868
2108	 9.01421	 8.49595	10.89388	13.26464	 9.84697	 1.14668	 3.30158	497.48247	-1348.668113	-2864463.330263	167127.104041
2109	 8.99228	 8.66904	10.86739	13.23238	 9.82302	 1.14389	 3.29355	498.69532	-1348.308131	-2864435.795885	167819.533671
2110	 9.01232	 9.04942	10.65249	12.73570	 9.84491	 1.14644	 3.30089	491.55991	-1348.433323	-2864498.345909	167631.700492
2111	 8.83058	 9.06224	10.66759	12.93494	 9.85886	 1.14807	 3.30557	499.52708	-1348.463451	-2864498.565104	167571.662728
2112	 9.04294	 9.03088	10.33478	12.89018	 9.82474	 1.14410	 3.31075	514.56819	-1348.515680	-2864468.031948	167436.671196
2113	 9.30917	 8.96424	10.31908	13.38923	 9.80981	 1.14236	 3.25711	520.97023	-1348.166375	-2864440.255004	168107.504951
2114	 9.29094	 8.94668	10.47866	13.66406	 9.79060	 1.14012	 3.26742	513.22348	-1348.559589	-2864516.835560	167397.657149
2115	 9.31496	 8.96981	10.50576	13.69939	 9.81592	 1.14307	 3.27587	505.06653	-1348.473850	-2864598.750299	167651.050710
2116	 9.05876	 8.50737	10.20426	13.53116	 9.83157	 1.14489	 3.28109	494.89013	-1348.604002	-2864575.862603	167367.857989
2117	 9.04027	 8.49000	10.18343	13.77745	 9.81150	 1.14255	 3.27440	495.90236	-1348.410068	-2864507.859396	167687.724300
2118	 8.57798	 8.52656	10.14916	13.73108	 9.77848	 1.13871	 3.26338	506.93102	-1348.250793	-2864569.138455	168067.551532
2119	 8.95339	 8.49134	10.10724	13.38489	 9.73809	 1.13400	 3.24990	509.03356	-1348.520529	-2864466.890391	167425.831950
2120	 8.97162	 8.73897	10.12783	13.41216	 9.75793	 1.13631	 3.25974	507.99878	-1348.474726	-2864533.059752	167583.607026
2121	 8.98903	 8.75592	10.14748	13.43818	 9.77686	 1.13852	 3.27273	510.21287	-1348.358072	-2864517.554166	167801.410367
2122	 8.95512	 8.72289	10.10919	13.38748	 9.73997	 1.13422	 3.26039	512.14512	-1348.192684	-2864481.853018	168096.484952
2123	 8.49038	 8.69013	10.07123	13.33721	 9.35483	 1.12996	 3.24814	514.07544	-1348.169185	-2864424.974466	168086.604609
2124	 8.73204	 8.95280	 9.96773	13.33721	 9.35483	 1.12996	 3.27423	508.71284	-1348.369809	-2864515.129709	167775.511147
2125	 8.70182	 8.92181	 9.93322	13.29105	 9.56162	 1.12605	 3.26289	517.26840	-1348.436146	-2864567.341176	167695.049549
2126	 8.72416	 8.72240	 9.95873	13.32517	 9.58617	 1.12894	 3.29130	506.91380	-1348.634462	-2864623.716229	167354.792159
2127	 8.99038	 8.90161	 9.94725	13.30981	 9.57512	 1.12764	 3.28750	498.67229	-1348.295984	-2864458.744745	167866.777164
2128	 9.36687	 8.91847	 9.96608	13.33501	 9.59324	 1.12978	 3.29373	489.31064	-1348.482472	-2864559.835220	167594.891249
2129	 9.28336	 8.65931	 9.99550	13.72828	 9.62156	 1.13311	 3.28535	505.03648	-1348.496503	-2864602.175163	167609.169691
2130	 9.25386	 8.26304	10.21572	13.68465	 9.97315	 1.12951	 3.27491	506.64664	-1348.582819	-2864631.445277	167465.806868
2131	 8.90970	 8.22412	10.16761	13.62019	 9.68452	 1.12419	 3.23987	509.04439	-1348.389432	-2864535.774894	167756.910818
2132	 8.65558	 8.22412	10.16761	13.25297	 9.68452	 1.12419	 3.23064	502.33651	-1348.227284	-2864538.194873	168083.626171
2133	 8.39142	 8.59961	10.19098	12.88183	 9.70679	 1.12678	 3.23807	501.18432	-1348.409065	-2864481.325793	167663.195655
2134	 8.60665	 8.57036	 9.70133	13.36604	 9.67378	 1.12294	 3.22706	514.19291	-1348.295809	-2864503.941879	167912.324176
2135	 8.59861	 8.56236	 9.69228	13.35356	 9.66474	 1.12190	 3.25851	514.67346	-1348.367717	-2864511.648871	167776.214112
2136	 8.35033	 8.60087	 9.73587	13.41362	 9.70821	 1.12694	 3.27316	503.32349	-1348.120841	-2864437.640274	168195.958690
2137	 8.58232	 8.55795	 9.77827	13.47204	 9.75050	 1.13185	 3.29377	491.23327	-1348.315477	-2864398.494426	167767.541039
2138	 8.57006	 8.54573	10.05305	13.45280	 9.53894	 1.13023	 3.25903	491.93570	-1348.295145	-2864430.646753	167840.357267
2139	 8.76507	 8.56933	10.08080	13.33055	 9.56527	 1.13335	 3.26802	484.54121	-1348.725128	-2864496.913904	167046.658240
2140	 8.39855	 8.59019	10.10535	13.36301	 9.55544	 1.13611	 3.26647	483.36426	-1348.882193	-2864484.908455	166720.523157
2141	 8.42484	 8.81678	10.31190	13.40483	 9.58534	 1.13967	 3.29369	490.78498	-1348.737593	-2864490.504538	167015.319280
2142	 8.45028	 8.48776	10.34304	13.73679	 9.61430	 1.14311	 3.30364	478.13304	-1348.681075	-2864423.049994	167060.899765
2143	 8.08293	 8.68453	10.30656	13.68833	 9.58038	 1.13908	 3.29199	475.93801	-1348.690138	-2864438.317485	167058.042476
2144	 8.34577	 8.71242	10.33966	13.73230	 9.61115	 1.14274	 3.27529	482.62711	-1348.861984	-2864446.668535	166722.701095
2145	 8.08817	 8.68540	10.30759	13.68970	 9.58134	 1.13919	 3.26513	484.12886	-1348.579946	-2864487.958065	167328.065220
2146	 8.26770	 8.70593	10.33196	13.72206	 9.60399	 1.14189	 3.27285	482.98705	-1348.684326	-2864475.514692	167106.863360
2147	 8.23555	 8.67207	 9.94296	13.66869	 9.56664	 1.13745	 3.23491	484.87285	-1348.566601	-2864295.828554	167162.627178
2148	 8.74268	 8.50934	 9.98784	13.73039	 9.78827	 1.14258	 3.24952	490.82638	-1348.764540	-2864463.131041	166934.051834
2149	 8.38623	 8.76470	 9.96299	13.69623	 9.76391	 1.13974	 3.27639	478.59554	-1348.573250	-2864566.737415	167420.236652
2150	 8.40710	 9.12342	 9.98779	13.73031	 9.78821	 1.14257	 3.28455	484.90792	-1349.017719	-2864602.623127	166567.184807
2151	 8.10642	 9.14413	10.01046	13.76148	 9.81043	 1.14517	 3.25956	492.83806	-1348.723708	-2864463.797581	167016.381632
2152	 8.12699	 9.16733	10.03586	13.79640	 9.83533	 1.14807	 3.26783	498.47913	-1348.334908	-2864428.522820	167758.706389
2153	 8.14039	 9.18245	10.05241	13.81915	 9.85154	 1.14997	 3.27322	497.65878	-1348.501808	-2864442.722669	167439.105891
2154	 7.76203	 9.21005	10.37070	13.86070	 9.88116	 1.15342	 3.28306	496.16696	-1348.668067	-2864530.352572	167194.218423
2155	 7.73164	 9.17400	10.33010	13.80644	 9.84248	 1.14891	 3.27021	491.59949	-1348.804812	-2864508.356776	166898.733332
2156	 8.11652	 9.20112	10.36064	13.19675	 9.87158	 1.15230	 3.27988	475.20622	-1348.783243	-2864585.348721	167018.863170
2157	 8.40734	 9.23062	10.39386	13.23905	 9.90322	 1.15600	 3.29039	473.68774	-1348.944348	-2864592.447252	166703.750671
2158	 8.39037	 9.21199	10.37288	12.77961	 9.88324	 1.15367	 3.27104	489.93335	-1349.088276	-2864567.612709	166391.060174
2159	 8.36236	 9.18124	10.33825	12.73694	 9.85024	 1.14981	 3.23734	491.57449	-1348.653077	-2864621.866191	167315.712869
2160	 8.09999	 9.45610	10.30158	12.69176	 9.57260	 1.14574	 3.20041	493.32435	-1348.527163	-2864583.344571	167529.019177
2161	 8.52113	 9.48325	10.33116	12.72820	 9.60009	 1.14903	 3.22596	489.22637	-1348.780573	-2864563.393001	167002.247618
2162	 8.48347	 9.44133	10.28549	12.67195	 9.55766	 1.14767	 3.21170	479.76462	-1348.477968	-2864487.989723	167532.052739
2163	 8.22326	 9.48200	10.32979	12.26370	 9.40975	 1.15261	 3.18048	476.38537	-1348.618869	-2864613.327151	167375.589195
2164	 8.50164	 9.93350	10.32979	12.35851	 9.40975	 1.15261	 3.19707	476.38537	-1348.513957	-2864498.289519	167470.375142
2165	 8.50164	 9.93350	10.32979	12.35851	 9.40975	 1.15261	 3.19707	470.35616	-1348.668730	-2864562.194403	167224.734974
2166	 8.40152	 9.96113	10.62263	12.39289	 9.43592	 1.15582	 3.22706	459.37138	-1348.845431	-2864567.983062	166877.120319
2167	 8.37561	10.13091	10.16797	12.75027	 9.40683	 1.15225	 3.21711	460.79234	-1348.767381	-2864648.935666	167114.172787
2168	 8.69724	10.13091	10.16797	12.75027	 9.40683	 1.15225	 3.21711	469.35716	-1348.997167	-2864626.313076	166631.978513
2169	 8.71368	 9.99858	10.18720	12.77438	 9.42461	 1.15443	 3.22319	477.93245	-1348.736745	-2864558.015119	167084.524432
2170	 9.29173	 9.62978	10.21730	12.81214	 9.45247	 1.15785	 3.19465	473.77312	-1348.641201	-2864605.670972	167323.269330
2171	 9.81985	 9.23239	10.25993	12.21158	 9.49190	 1.16268	 3.20798	479.18736	-1348.921194	-2864600.298856	166757.909863
2172	 9.79748	 9.21136	10.23656	12.40231	 9.47028	 1.16003	 3.20067	480.28135	-1348.526347	-2864539.622952	167486.929321
2173	 9.79700	 9.20172	10.22584	12.38932	 9.46036	 1.15881	 3.19732	490.02865	-1348.357761	-2864493.252913	167777.731288
2174	10.02714	 9.64738	10.24700	12.41496	 9.47994	 1.16121	 3.20394	475.65608	-1348.657397	-2864581.194409	167266.399642
2175	 9.65385	 9.22915	10.21911	12.38117	 9.45414	 1.15805	 3.19522	484.86306	-1348.471829	-2864533.658862	167589.999957
2176	 9.30428	 9.19980	10.18662	12.34180	 9.42408	 1.15437	 3.18506	481.09654	-1348.539489	-2864591.074746	167512.095955
2177	 9.30428	 8.74992	10.18662	12.34180	 9.42408	 1.15437	 3.18506	486.86922	-1348.402592	-2864622.010269	167816.826676
2178	 9.32464	 8.76906	10.20890	12.36880	 9.44469	 1.15689	 3.19202	485.80651	-1348.111956	-2864562.860810	168338.948190
2179	 9.29853	 8.51789	10.18032	12.33417	 9.41825	 1.15365	 3.18309	487.17042	-1348.190091	-2864645.758979	168265.576765
2180	 8.86856	 8.55292	10.22219	12.44806	 9.45699	 1.15840	 3.19618	496.97417	-1348.412403	-2864589.893453	167765.087319
2181	 8.58428	 8.71105	10.19329	12.41286	 9.62744	 1.15512	 3.16877	481.12029	-1348.845942	-2864672.530750	166980.647058
2182	 8.73350	 8.68651	10.16458	12.37790	 9.23485	 1.15187	 3.15985	476.94081	-1348.612718	-2864624.293186	167398.857149
2183	 8.71000	 8.92136	10.13722	12.34459	 9.21000	 1.14877	 3.15135	466.34408	-1348.629832	-2864569.028908	167309.365865
2184	 8.71556	 8.92706	10.14369	12.35247	 9.21588	 1.14950	 3.15336	475.33381	-1348.555021	-2864622.247604	167512.205368
2185	 8.74920	 9.40012	10.18284	12.99799	 9.25145	 1.15394	 3.16379	473.50638	-1348.674910	-2864603.796830	167253.976409
2186	 8.72459	 9.37368	10.15420	13.22153	 9.22542	 1.15069	 3.15489	474.84195	-1348.408123	-2864515.195337	167698.949941
2187	 8.71604	 9.64677	10.14425	12.99662	 9.21638	 1.14957	 3.16553	485.16932	-1348.641590	-2864493.475182	167210.295675
2188	 8.74891	 9.68316	 9.98419	13.00359	 9.25115	 1.15390	 3.17747	495.06615	-1348.527990	-2864558.768825	167502.788244
2189	 8.55393	 9.68316	 9.98419	13.00359	 9.25115	 1.15390	 3.17747	495.06615	-1348.341777	-2864483.094053	167799.540113
2190	 8.66109	 9.50224	10.00308	12.54927	 9.26865	 1.15609	 3.18348	494.13144	-1348.374024	-2864451.548796	167703.500576
2191	 8.87907	 9.87713	10.00308	12.54927	 9.26865	 1.15609	 3.20359	494.13144	-1348.376369	-2864522.808667	167770.070751
2192	 8.53027	 9.55932	10.49580	12.31398	 9.31177	 1.16146	 3.21849	491.84295	-1348.522275	-2864426.123311	167381.573080
2193	 8.31226	 9.57148	10.50916	12.32965	 9.27004	 1.16294	 3.22259	481.36671	-1348.696289	-2864484.448391	167091.869577
2194	 8.33144	 9.59356	10.53340	12.35810	 9.29143	 1.16563	 3.23003	470.96390	-1348.614412	-2864374.558972	167145.735465
2195	 8.30500	 9.56312	10.49998	12.31889	 9.50041	 1.16193	 3.21978	472.46317	-1348.440871	-2864415.655684	167533.913490
2196	 8.28062	 9.53505	10.46916	12.28273	 9.47253	 1.15852	 3.21033	473.85397	-1348.400682	-2864441.952591	167640.588171
2197	 8.29582	 9.39803	10.48837	12.30527	 9.61134	 1.16064	 3.21622	472.98611	-1348.408958	-2864389.347307	167571.431977
2198	 8.29582	 9.04406	10.48837	11.82099	 9.61134	 1.16064	 3.21622	480.63538	-1348.718180	-2864426.325449	166989.965127
2199	 8.32064	 9.07112	10.51975	12.20864	 9.64009	 1.16412	 3.22584	488.58614	-1348.546375	-2864332.932383	167240.182196
2200	 8.23846	 9.03974	10.01203	12.16639	 9.60674	 1.16009	 3.21468	490.28259	-1348.501135	-2864356.767364	167354.497633
