iteration	C_AB cs	C_AB nc	C_AB_A cs	C_AB_A nc	C_AB_B cs	C_AB_B nc	C_ABC cs	C_ABC nc	C_ABC_A cs	C_ABC_A nc	C_ABC_B cs	C_ABC_B nc	C_ABC_C cs	C_ABC_C nc	C_root cs	C_root nc	C_root_A cs	C_root_A nc	C_root_B cs	C_root_B nc	C_root_C cs	C_root_C nc	C_root_D cs	C_root_D nc	C_root_D->B ms	C_root_D->B nm	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_D cs	P_D nc	P_AB cs	P_AB nc	P_ABC cs	P_ABC nc	P_root cs	P_root nc	
4090	0.04615932245202678668727358513024228	219	0.00826979910207959086065887532868146	125	0.00854564230840570981939663397497497	56	0.81540015669491117122902323899324983	2993	0.00826979910207959086065887532868146	125	0.00854564230840570981939663397497497	56	0.00860562048169750265502742081480392	50	3.75033312905558702254893432836979628	6761	0.00826979910207959086065887532868146	125	0.00854564230840570981939663397497497	56	0.00860562048169750265502742081480392	50	0.00877483783457840178787723317554992	8	0.00867553125246756963451222333105761	1	0.00826979910207840604452478316943598	125	0.00854564230840452847270949376934368	56	0.01681850750576058955987335252757475	111	0.12056421855584249780424244136156631	205	0.04615932245202415684648400429068715	219	0.69730826069659856969451539043802768	2713	1.88591244788708278790068106900434941	3571	
4095	0.05156520996495929376468581040171557	199	0.00905456046820571520961085099088450	121	0.00935461162167970303182862323865265	52	0.80898353753670659838093115467927419	3052	0.00905456046820571520961085099088450	121	0.00935461162167970303182862323865265	52	0.00932260705564450474491788867226205	61	3.69039121236268830017479558591730893	6754	0.00905456046820571520961085099088450	121	0.00935461162167970303182862323865265	52	0.00932260705564450474491788867226205	61	0.00958454870638591333031897079308692	12	0.00949420758231577649466359503094282	0	0.00905456046820500223826222452316870	121	0.00935461162167902995911994423750002	52	0.01837296996163012563485494865744840	118	0.11931030230899625221852033973846119	193	0.05156520996495769088019400783196033	199	0.67770678493883462767399805670720525	2796	1.85064624787674891770450358308153227	3521	
4100	0.04550984362101733599059727453095547	195	0.00908492174250262636558961304444892	123	0.00948868824623785682426113652354616	39	0.80015439971089619142219362402101979	3028	0.00908492174250262636558961304444892	123	0.00948868824623785682426113652354616	39	0.00934851404434969453227655122873330	66	3.75921707972019891741410901886411011	6760	0.00908492174250262636558961304444892	123	0.00948868824623785682426113652354616	39	0.00934851404434969453227655122873330	66	0.00960424354779599448450611021144141	12	0.00958082776802949599714853690102245	0	0.00908492174250283626713020623810735	123	0.00948868824623808407303648948527552	39	0.01725366131587899656829598882268328	116	0.12074199702974304504454750031072763	187	0.04550984362101667679567640334425960	195	0.68469941500493780583980196752236225	2783	1.92257968674529378105830801359843463	3557	
4105	0.04452042840591025757435161835928739	159	0.00913477039071028916461525426484513	130	0.00953003421058650282415847243555618	54	0.81315529778906459057452593697234988	3000	0.00913477039071028916461525426484513	130	0.00953003421058650282415847243555618	54	0.00954000610921641387096592268335371	55	3.95382692131358615128533529059495777	6742	0.00913477039071028916461525426484513	130	0.00953003421058650282415847243555618	54	0.00954000610921641387096592268335371	55	0.00969061543461470324689610578161592	19	0.00966709108560836159751428198205758	0	0.00913477039071127101810265713766057	130	0.00953003421058756967909619817191924	54	0.01730776449464955374368813068031159	110	0.12238884937153557408429094266466564	137	0.04452042840591286659845948747715738	159	0.69996571930094031444014035514555871	2786	2.09311635848353860822612659831065685	3624	
4110	0.04203685088693051574715298102091765	174	0.00942335481427776337770563230833432	137	0.00971119097234988265521238304245344	69	0.78204759429787107372078480693744496	3020	0.00942335481427776337770563230833432	137	0.00971119097234988265521238304245344	69	0.00976112222602103056512401479949403	61	3.75312497442870762753841518133413047	6715	0.00942335481427776337770563230833432	137	0.00971119097234988265521238304245344	69	0.00976112222602103056512401479949403	61	0.00995745631386418632302603981543143	18	0.00989037084652554659980339124558668	0	0.00942335481427818491551029467245826	137	0.00971119097235027470271795380085678	69	0.01726734757452962065737978036850109	99	0.11888683808379008066680171396001242	199	0.04203685088693207699828136014730262	174	0.67429361210054350461717831421992742	2808	1.95730576481998208571155828394694254	3514	
4115	0.03572525757871296975265451578707143	141	0.00940714071326797553196374934714186	141	0.00984242143555250775799336793170369	57	0.77127111653143121117182090529240668	3085	0.00940714071326797553196374934714186	141	0.00984242143555250775799336793170369	57	0.00986565373367778893076707191767127	52	3.69816764574803524823209954774938524	6731	0.00940714071326797553196374934714186	141	0.00984242143555250775799336793170369	57	0.00986565373367778893076707191767127	52	0.01006820827468731492648768011122229	19	0.00999560516975760496305447588838433	0	0.00940714071326845084619616699228573	141	0.00984242143555297786805535764642627	57	0.01624922499609433163003657796252810	87	0.12046179001934288754771529283971176	173	0.03572525757871478774285733948090638	141	0.67969000305951055018738315993687138	2909	1.91386132707261413798960347776301205	3492	
4120	0.02911900182322078173280388568855415	109	0.01063411274808727727259061168751941	136	0.01099799941112993700853550649298995	62	0.74903344752681944029859550937544554	3030	0.01063411274808727727259061168751941	136	0.01099799941112993700853550649298995	62	0.01097947190793031012334690643683643	71	3.64113196168483632675361150177195668	6719	0.01063411274808727727259061168751941	136	0.01099799941112993700853550649298995	62	0.01097947190793031012334690643683643	71	0.01129445111431619588882035998267384	12	0.01119007373885518366596336647944554	0	0.01063411274808834933169876535430376	136	0.01099799941113107498713574727844389	62	0.01608564679451718673619531330132304	96	0.11988850904184424062126623766744160	164	0.02911900182322015029345863013077178	109	0.67491252969335280287310752100893296	2896	1.90248544205783787219843361526727676	3537	
4125	0.02301860829349357262518793731942424	111	0.01154289378736913715406409153274581	157	0.01212492973285134861827216923302331	64	0.73758891766413792190348885924322531	2999	0.01154289378736913715406409153274581	157	0.01212492973285134861827216923302331	64	0.01218610003728476560980187315408330	58	3.57026216598744428054601485200691968	6708	0.01154289378736913715406409153274581	157	0.01212492973285134861827216923302331	64	0.01218610003728476560980187315408330	58	0.01243447278471309508374176289180468	13	0.01232838994394295194234612011996433	0	0.01154289378737097075677819901784460	157	0.01212492973285326895716007555847682	64	0.01630921211589096697647249811780057	81	0.11872382606986775499535724520683289	180	0.02301860829349292730805487394718511	111	0.67857689439477630877206593140726909	2865	1.85907992152552381526220415253192186	3542	
4130	0.02297399804479904883436347517999820	101	0.01143672378369477854453961640501802	159	0.01203035156217352984187041187169598	59	0.75722594230166240247825726328301243	2891	0.01143672378369477854453961640501802	159	0.01203035156217352984187041187169598	59	0.01193124441318408821000041086790588	77	3.73645278800205415947743858851026744	6686	0.01143672378369477854453961640501802	159	0.01203035156217352984187041187169598	59	0.01193124441318408821000041086790588	77	0.01234441399082954193833217004794278	19	0.01224288857141171346643027106892987	0	0.01143672378369655143193206470186851	159	0.01203035156217538599598970705528700	59	0.01595689249144808044555965409472265	101	0.11668752941903849651428259903696016	192	0.02297399804479821616709500631259289	101	0.69876107104299411965087074349867180	2766	2.00228776915691319970846961950883269	3622	
4135	0.01856605015468125799427134836605546	83	0.01136335655110219319818831706925266	170	0.01206722449530951007945489550365892	66	0.72760265442752281028759853143128566	2977	0.01136335655110219319818831706925266	170	0.01206722449530951007945489550365892	66	0.01201722344247446727649730746634305	82	3.62838213449389845877135485352482647	6663	0.01136335655110219319818831706925266	170	0.01206722449530951007945489550365892	66	0.01201722344247446727649730746634305	82	0.01239152610622217855207427561481381	19	0.01227352426846748181810120570389699	2	0.01136335655110404761758413627603659	170	0.01206722449531140266276718620019892	66	0.01527825248024795162793409986079496	103	0.11828328570144455711421471733046928	177	0.01856605015468006103507292436916032	83	0.68031402021060516371875337426899932	2873	1.93481494957659472255784294247860089	3528	
4140	0.01872579200192343862330091042167624	57	0.01132984961543997623478752245773649	183	0.01215467355105519925428936289790727	59	0.70458623669203257477988699974957854	2946	0.01132984961543997623478752245773649	183	0.01215467355105519925428936289790727	59	0.01194273178640802707262125181841839	94	3.50745764861717468363622174365445971	6641	0.01132984961543997623478752245773649	183	0.01215467355105519925428936289790727	59	0.01194273178640802707262125181841839	94	0.01240001472485847099080924493819111	23	0.01234294973911100219698955271496743	0	0.01132984961544191565563366452806804	183	0.01215467355105710224594250945528984	59	0.01517562254212680497578169536154746	108	0.11414931347660005334088140216408647	179	0.01872579200192210635567136023382773	57	0.65715686208635737397543152837897651	2875	1.86965735597579074678264987596776336	3539	
4145	0.01688321711073247077816716910092509	85	0.01205267945796598301477775549983562	154	0.01257841791083510671334089181527816	60	0.70705290948339338807926424124161713	2972	0.01205267945796598301477775549983562	154	0.01257841791083510671334089181527816	60	0.01244657621606655960311282882457817	88	3.58760028557684496064439372275955975	6682	0.01205267945796598301477775549983562	154	0.01257841791083510671334089181527816	60	0.01244657621606655960311282882457817	88	0.01294127551844857434981683752539539	16	0.01280814680305000265170267681469340	1	0.01205267945796749569364880727562195	154	0.01257841791083646500182258165523308	60	0.01536236342859061652921237595137427	106	0.11562408799801600356449426953986404	178	0.01688321711073160341642918069737789	85	0.66429535389058369521109170818817802	2869	1.94259328817766219188456489064265043	3548	
4150	0.01122431203033551205816564788619871	64	0.01291689876459794876495390525406037	158	0.01368343950758445747017955085311769	57	0.71339479209735778830747676693135872	2998	0.01291689876459794876495390525406037	158	0.01368343950758445747017955085311769	57	0.01339065107614735225527446971227619	95	3.61398811076220782823043009557295591	6664	0.01291689876459794876495390525406037	158	0.01368343950758445747017955085311769	57	0.01339065107614735225527446971227619	95	0.01390866495598833130209470709814923	26	0.01388443334290414415965742023217899	0	0.01291689876459876061554066239978056	158	0.01368343950758534564859925097835003	57	0.01530463424283480533549806068549515	109	0.11677139833724364814671048407035414	186	0.01122431203033497255916461909919235	64	0.68509657779067856253618629125412554	2920	1.95613038002175243512681390711804852	3506	
4155	0.00708094139171220899459102682271805	38	0.01274376915843614989365395473441822	182	0.01344565254672653448198005321501114	81	0.68200021040000347039011785454931669	2988	0.01274376915843614989365395473441822	182	0.01344565254672653448198005321501114	81	0.01335875195915298477289390177702444	93	3.51208610392852138559760533098597080	6627	0.01274376915843614989365395473441822	182	0.01344565254672653448198005321501114	81	0.01335875195915298477289390177702444	93	0.01385441963688419965416986912032371	17	0.01371382153695968782181058287505948	1	0.01274376915843686806917300913255531	182	0.01344565254672723010609391991465600	81	0.01459783230934787352783832403702036	100	0.11737710993020242233875194415304577	180	0.00708094139171211185007637212152076	38	0.66397715939567047982450276322197169	2943	1.90053934669798585410660507477587089	3476	
4160	0.00729154293909516516142277353651480	49	0.01275756504034003882552816833140241	180	0.01382825357720965549213065770572939	43	0.71077563441357471951675961463479325	2999	0.01275756504034003882552816833140241	180	0.01382825357720965549213065770572939	43	0.01357298686951412258760996110140695	76	3.55747856297225650834548105194699019	6676	0.01275756504034003882552816833140241	180	0.01382825357720965549213065770572939	43	0.01357298686951412258760996110140695	76	0.01393405078780013579831109638007547	25	0.01396426140320265393834908707049181	1	0.01275756504034078649134631433526010	180	0.01382825357721041356628965957042965	43	0.01484438457563026086960533689307340	89	0.11755870505766020939208971185507835	184	0.00729154293909515908989060761768997	49	0.69224020000888608628031306579941884	2937	1.90134550311027750169046157679986209	3518	
4165	0.00734368139888691515843044399503015	29	0.01291720520041558621648913884882859	162	0.01374761700895510765918494655579707	57	0.70891295615220173420567562061478384	3026	0.01291720520041558621648913884882859	162	0.01374761700895510765918494655579707	57	0.01355706418381166095121770354126056	75	3.57047158385245433365184908325318247	6697	0.01291720520041558621648913884882859	162	0.01374761700895510765918494655579707	57	0.01355706418381166095121770354126056	75	0.01403283349845509120346065401463420	9	0.01392319992567648753722941989963147	0	0.01291720520041654898801830597676599	162	0.01374761700895625778084951917890066	57	0.01483218712634574130981857109645716	81	0.12037104810725107739699524245224893	167	0.00734368139888671913467765861582848	29	0.69028587567974075689392066124128178	2991	1.90284225430785980393011413980275393	3513	
4170	0.00273127169853627435602838602335396	11	0.01308139092491540124429949543127805	140	0.01365882734076666153721912877472278	65	0.68896494345610992393602600714075379	3087	0.01308139092491540124429949543127805	140	0.01365882734076666153721912877472278	65	0.01362515075807320397149879909193260	73	3.51153824695656346932537417160347104	6710	0.01308139092491540124429949543127805	140	0.01365882734076666153721912877472278	65	0.01362515075807320397149879909193260	73	0.01406690773404195224371981964850420	12	0.01389353878998570226976916330841050	1	0.01308139092491608819479598224688743	140	0.01365882734076752022533973729423451	65	0.01409617779765949888148846014246374	75	0.11965083109108790027086399732070277	174	0.00273127169853599940235744369942950	11	0.68205350966057110007056962786009535	3074	1.88146291581190827635339246626244858	3461	
4175	0.00611915214692164248500017009746443	27	0.01298965861289978415693546764941857	123	0.01333450436306671087194342106840850	62	0.65364559191926818737528037672745995	3119	0.01298965861289978415693546764941857	123	0.01333450436306671087194342106840850	62	0.01337830121394290548708649879472432	64	3.36141661562384497230482338636647910	6733	0.01298965861289978415693546764941857	123	0.01333450436306671087194342106840850	62	0.01337830121394290548708649879472432	64	0.01367975970703247737270125128361542	18	0.01356815126660929071711336746375309	1	0.01298965861289983619863974695363140	123	0.01333450436306685138454497518978314	62	0.01443455811495087878770782197079825	69	0.11233675425043632145616356865502894	175	0.00611915214692155227937941930349552	27	0.63816091922640438838243426289409399	3087	1.82221189661581806085166590492008254	3457	
4180	0.00557554031918687173496884668111306	33	0.01292996516062530805435404346326322	137	0.01346160379946234608716792990890099	70	0.66148705077335812063665798632428050	3104	0.01292996516062530805435404346326322	137	0.01346160379946234608716792990890099	70	0.01350620552607924296228958382926066	63	3.50681963122838169510941952466964722	6718	0.01292996516062530805435404346326322	137	0.01346160379946234608716792990890099	70	0.01350620552607924296228958382926066	63	0.01387665676941258682819402281438670	12	0.01370207739856272970146999767848683	0	0.01292996516062533927937661104579092	137	0.01346160379946247445670515219262597	70	0.01447945487456603515241670976365640	70	0.11518080658046715714082353088087984	153	0.00557554031918664101674654176576951	33	0.64731881189311191171498194307787344	3064	1.94380992799092355838297407899517566	3473	
4185	0.00468131575939900821531347574477877	20	0.01290048655096636548433863822538115	140	0.01354554036387109472450163139001234	52	0.63618596166664920232847180159296840	3062	0.01290048655096636548433863822538115	140	0.01354554036387109472450163139001234	52	0.01342522575180155920693270132915131	72	3.47115494254489620473691502411384135	6721	0.01290048655096636548433863822538115	140	0.01354554036387109472450163139001234	52	0.01342522575180155920693270132915131	72	0.01386143461799362389119671945536538	15	0.01374008932272773736427140534033242	2	0.01290048655096647824136457671784228	140	0.01354554036387140177055687928486805	52	0.01422788758156561493561920173078761	80	0.11236275588189088836532647519561579	139	0.00468131575939896224514136235939077	20	0.62436009658388658127847747891792096	3034	1.96081419136859214091828107484616339	3535	
4190	0.00352853937595415910466467579453820	19	0.01325215014814110428553739495782793	139	0.01394769994302904637939466425677892	40	0.65792654325678701088264688223716803	3037	0.01325215014814110428553739495782793	139	0.01394769994302904637939466425677892	40	0.01381020017812905481546792429980997	59	3.65177134042482709475052615744061768	6745	0.01325215014814110428553739495782793	139	0.01394769994302904637939466425677892	40	0.01381020017812905481546792429980997	59	0.01411347370738251331967472168571476	17	0.01408242116333948378004148338504820	0	0.01325215014814030284329149367295031	139	0.01394769994302829003995913836888576	40	0.01441925745907658706901344203288318	61	0.11321197351011609566473481436332804	128	0.00352853937595456329523457839059120	19	0.64899444884447388126602618285687640	3016	2.10489907655209540493501663149800152	3597	
4195	0.00317820144194803791762304889800816	8	0.01322793974436973704622566572197684	145	0.01384999386735896384492683353073517	53	0.65282475261040695535541544813895598	2999	0.01322793974436973704622566572197684	145	0.01384999386735896384492683353073517	53	0.01383328390792956143207081964874305	57	3.73631298223159635796264410600997508	6729	0.01322793974436973704622566572197684	145	0.01384999386735896384492683353073517	53	0.01383328390792956143207081964874305	57	0.01415308352276178904816106296493672	16	0.01404898101348168830415641394893100	1	0.01322793974436849845366381828171143	145	0.01384999386735768708844851460071368	53	0.01438767670416160951440964765879471	59	0.11242290431953476381732315303452197	111	0.00317820144194836968348782946236497	8	0.64475262439632863298299980669980869	2989	2.20253808842893405994800559710711241	3635	
4200	0.00320462795727404371054491960535415	19	0.01319511218723950704556635571407242	118	0.01380992453174289917583461573258319	43	0.62605161968344280598586237829294987	2974	0.01319511218723950704556635571407242	118	0.01380992453174289917583461573258319	43	0.01374476801620211699472839939062396	50	3.56593625188510365831007220549508929	6776	0.01319511218723950704556635571407242	118	0.01380992453174289917583461573258319	43	0.01374476801620211699472839939062396	50	0.01401940513576367501602515375225266	13	0.01396137388261737243000393249303670	1	0.01319511218723927285789709884511467	118	0.01380992453174264764093059909555450	43	0.01429883503490583102069066967487743	50	0.10544071050791785360001284743702854	102	0.00320462795727409098175963997334748	19	0.61794147147268108088979943204321899	2955	2.10927052650240431930228623969014734	3713	
4205	0.00513291129522327072703946626575089	24	0.01261507931243544509969378708547083	134	0.01338881378904369090498960304103093	34	0.61052170923336146479698527400614694	3044	0.01261507931243544509969378708547083	134	0.01338881378904369090498960304103093	34	0.01318142355514332654531362010175144	62	3.40897356798848827352799162326846272	6753	0.01261507931243544509969378708547083	134	0.01338881378904369090498960304103093	34	0.01318142355514332654531362010175144	62	0.01350707367894658089690906876967347	17	0.01350315083142728141141208908493354	1	0.01261507931243590653613839691615794	134	0.01338881378904409509555950563708393	34	0.01406228563493651037563658690032753	65	0.10276023574153418660426240194283309	127	0.00513291129522328547218901206861119	24	0.59755598125475395399064382218057290	3017	1.98830274713999233249239750875858590	3599	
4210	0.00522915474256750289344664039958843	27	0.01300425128695389953570327179477317	118	0.01349795908240445860282186174572416	42	0.62166551301280315033892520659719594	3006	0.01300425128695389953570327179477317	118	0.01349795908240445860282186174572416	42	0.01349387652213901792053185602071608	46	3.45718021983011292164178485109005123	6779	0.01300425128695389953570327179477317	118	0.01349795908240445860282186174572416	42	0.01349387652213901792053185602071608	46	0.01370643796582841911213535013303044	15	0.01364518833907267698901666364008634	2	0.01300425128695452056670767149171297	118	0.01349795908240495299901251513574607	42	0.01440153415276364430586131248901438	49	0.10438358087381048588948573296875111	126	0.00522915474256739273850591587233794	27	0.60841282935928686637083728783181868	2976	2.01122996867041425872457693913020194	3662	
4215	0.00515599162261037077120695570897624	26	0.01274665234395966177671777330715486	129	0.01339367393282377485808076755802176	46	0.62322498463867659346249183727195486	2960	0.01274665234395966177671777330715486	129	0.01339367393282377485808076755802176	46	0.01334237480121101132590766269458982	55	3.50286972443097877061291001155041158	6754	0.01274665234395966177671777330715486	129	0.01339367393282377485808076755802176	46	0.01334237480121101132590766269458982	55	0.01362165513972947265830537588726656	16	0.01355177102495805190052191591121300	0	0.01274665234396033137997950035469330	129	0.01339367393282424323341928129593725	46	0.01423681602313349794930452674179833	58	0.10426513893027804236179889585400815	104	0.00515599162261029878018270267148182	26	0.61015194060384558838450175244361162	2931	2.05232037327853999997273604094516486	3706	
4220	0.00518057223261820468801497341360118	31	0.01268614053782912351464595701600047	128	0.01343960547487105076924773783275668	29	0.65866382144964064071501752550830133	2872	0.01268614053782912351464595701600047	128	0.01343960547487105076924773783275668	29	0.01337182914547579461184145799279577	44	3.57143930538953835451820850721560419	6773	0.01268614053782912351464595701600047	128	0.01343960547487105076924773783275668	29	0.01337182914547579461184145799279577	44	0.01346841018566866804428983073194104	26	0.01354232732584799252240070899233615	0	0.01268614053782967342198784166384939	128	0.01343960547487138557087860135652591	29	0.01427264165377088375730174618638557	46	0.10228892105199283157901390950428322	128	0.00518057223261821336163235329763666	31	0.64552107212857645635040171328000724	2839	2.07572736598536300434147960913833231	3799	
4225	0.01086709756698456957879628248520021	62	0.01195333231943546126174737764813472	136	0.01250026798765909406829788252935032	47	0.66373842071680622112239689158741385	2915	0.01195333231943546126174737764813472	136	0.01250026798765909406829788252935032	47	0.01257993419992878107727118930370125	31	3.58183194690648409874711433076299727	6759	0.01195333231943546126174737764813472	136	0.01250026798765909406829788252935032	47	0.01257993419992878107727118930370125	31	0.01263345352545300684377060917995550	27	0.01264767439585497317555695673263472	0	0.01195333231943606494551701757700357	136	0.01250026798765944448244002984438339	47	0.01453082610070511107580593090915499	37	0.10353894518968828619698285820049932	133	0.01086709756698424171605932286865936	62	0.63587238290342351643147367212804966	2847	2.06834900982637748256820486858487129	3738	
4230	0.01080790143441240358512800412427168	61	0.01188176388830746756097855865164092	140	0.01246526205951887719680648558551184	47	0.63801754410111077842060467446572147	2892	0.01188176388830746756097855865164092	140	0.01246526205951887719680648558551184	47	0.01244042732639845383335597261975636	51	3.49182780929627378796453740505967289	6742	0.01188176388830746756097855865164092	140	0.01246526205951887719680648558551184	47	0.01244042732639845383335597261975636	51	0.01263751955096368943809448381898619	20	0.01261276319669276009538538829701793	1	0.01188176388830813196006985776875808	140	0.01246526205951932822491023955535638	47	0.01435075286532585397969441487475706	57	0.09986374398302332033861006266306504	150	0.01080790143441225613363254609566866	61	0.61043538084406012700355859124101698	2825	2.03493243967510162306666643416974694	3720	
4235	0.01452894697876411234105376024672296	75	0.01102922691687909483027052459647166	141	0.01173223122054240820377746246094830	38	0.65271622191633182907821719709318131	2813	0.01102922691687909483027052459647166	141	0.01173223122054240820377746246094830	38	0.01167671872563462616423368700679930	53	3.49153235083851054554315851419232786	6742	0.01102922691687909483027052459647166	141	0.01173223122054240820377746246094830	38	0.01167671872563462616423368700679930	53	0.01176301703074428620099389775077725	26	0.01184201785603522516510111017851159	1	0.01102922691687966555429412096600572	141	0.01173223122054275341374918184556009	38	0.01423755092348762130161077266166103	65	0.09933208345342565970259585128587787	146	0.01452894697876376713108204086211117	75	0.61568806672512021993526332153123803	2726	2.01140812493478993161488688201643527	3809	
4240	0.00882202581303287436398363752232399	40	0.01107738249952787759622374608170503	138	0.01170927574984628391496777055635903	43	0.65747457810305565129027627335744910	2840	0.01107738249952787759622374608170503	138	0.01170927574984628391496777055635903	43	0.01165554908226742666932373992949579	47	3.47806157597831600014615105465054512	6755	0.01107738249952787759622374608170503	138	0.01170927574984628391496777055635903	43	0.01165554908226742666932373992949579	47	0.01187869964949142022325734302512501	17	0.01184096745828086376384202793587974	0	0.01107738249952861832314798817833434	138	0.01170927574984687719039655462438532	43	0.01320235711019846630565055534134444	56	0.09973794856939532937900594333768822	138	0.00882202581303220476072191047478555	40	0.63503806947120267079043287594686262	2791	1.98893617603504968549543718836503103	3794	
4245	0.00868702202532359996078881181347242	42	0.01098737359671502801516940195369898	152	0.01161212148658888158869739726242187	47	0.65390046217996000699201886163791642	2848	0.01098737359671502801516940195369898	152	0.01161212148658888158869739726242187	47	0.01173616128598026046858660009775122	33	3.42222541972530702736321472912095487	6744	0.01098737359671502801516940195369898	152	0.01161212148658888158869739726242187	47	0.01173616128598026046858660009775122	33	0.01177582713502652901615963543235921	24	0.01177148439785676535540570597504484	0	0.01098737359671581211018054347050565	152	0.01161212148658947833357313328406235	47	0.01330045179017880219163316724007018	42	0.09759409330360493961542545093834633	168	0.00868702202532291474501580097467013	42	0.63161007393328361114726021696696989	2797	1.94855910558470690752130849432433024	3752	
4250	0.00865254154499391428534416093043546	59	0.01103118512880608623194511608289758	165	0.01169041697229591253437419595684332	59	0.64346603359836818114558809611480683	2783	0.01103118512880608623194511608289758	165	0.01169041697229591253437419595684332	59	0.01183162998774317173356074306411756	45	3.40594234546845697764183569233864546	6713	0.01103118512880608623194511608289758	165	0.01169041697229591253437419595684332	59	0.01183162998774317173356074306411756	45	0.01201873945968876152001758583764968	18	0.01188773089319044434786221131616912	1	0.01103118512880609317083901999012596	165	0.01169041697229595243301414342340649	59	0.01339805784556705181564950635220157	50	0.09924917411674133438381772975844797	143	0.00865254154499407734935090275030234	59	0.62120618651102021967602695440291427	2719	1.93931530936939577891564567835303023	3805	
4255	0.00893453261106296782456670513283825	45	0.01130868577730644031209550348648918	139	0.01184277687456129941889759749074074	43	0.64313176223142143328459496842697263	2839	0.01130868577730644031209550348648918	139	0.01184277687456129941889759749074074	43	0.01175056778172014690375668521937769	58	3.46488980966420090368274031789042056	6743	0.01130868577730644031209550348648918	139	0.01184277687456129941889759749074074	43	0.01175056778172014690375668521937769	58	0.01208765414681291228138348969878280	17	0.01200117256720720747276143214321564	1	0.01130868577730639694400860406631182	139	0.01184277687456121615217075060400020	43	0.01330163852483382848357340577649666	69	0.09859437132519328905733146939383005	176	0.00893453261106297996763103697048791	45	0.62047296323527734163150171298184432	2783	2.00472883228791243226396545651368797	3745	
4260	0.00869113442751244004436106393995942	44	0.01105059864765836792621644946166271	165	0.01173167982478768786580580751888192	60	0.66970900126850996247895864144084044	2853	0.01105059864765836792621644946166271	165	0.01173167982478768786580580751888192	60	0.01189104933118070167585855756442470	32	3.45502978927718018553605361375957727	6724	0.01105059864765836792621644946166271	165	0.01173167982478768786580580751888192	60	0.01189104933118070167585855756442470	32	0.01199512588032555261696732173959390	19	0.01191412417462201812912159226698350	0	0.01105059864765852578605276335110830	165	0.01173167982478778327559698624327211	60	0.01348163151443996544964765149643426	40	0.10090285605478085950714728369348450	186	0.00869113442751241922767935221827429	44	0.64727167304943322712063036306062713	2801	1.93872848652637053135094902245327830	3704	
4265	0.01122366907244668268739395955435612	49	0.01146676445715684097836906119027844	153	0.01210751169948227554118425075557752	68	0.64007242239184647392136184862465598	2880	0.01146676445715684097836906119027844	153	0.01210751169948227554118425075557752	68	0.01219190679475504711370970056805163	46	3.43576061294204038176758331246674061	6705	0.01146676445715684097836906119027844	153	0.01210751169948227554118425075557752	68	0.01219190679475504711370970056805163	46	0.01231880825595588029031102195176572	28	0.01229042170255479141105503515518649	0	0.01146676445715662413793456408939164	153	0.01210751169948198931181071458240694	68	0.01421253859222065471512586043445481	54	0.09949004286006794817165399535952020	188	0.01122366907244675207633299862663989	49	0.61125443219979713749268057654262520	2823	1.97438376102187462812764806585619226	3665	
4270	0.01129767683960313136293240887653155	42	0.01132896414885675544226284472415500	156	0.01214565416389673004060600902676015	47	0.64874709544309272502005114802159369	2897	0.01132896414885675544226284472415500	156	0.01214565416389673004060600902676015	47	0.01213998877098010006903017199419992	43	3.45542013984026796791226843197364360	6726	0.01132896414885675544226284472415500	156	0.01214565416389673004060600902676015	47	0.01213998877098010006903017199419992	43	0.01225411814513267284854070027222406	28	0.01228238086778154526668149770785021	0	0.01132896414885615522794015674890034	156	0.01214565416389610207070770542259197	47	0.01415374766639940391776963934944433	52	0.10063697411824341909625246671566856	167	0.01129767683960314177127326473737412	42	0.61983604620381227423564496348262765	2846	1.97655567180662616877384607505518943	3690	
4275	0.01035392627499972378890547020091617	56	0.01141076182131685844145518871073364	145	0.01203095653374433582349922744469950	54	0.65214949522929832603779232158558443	2873	0.01141076182131685844145518871073364	145	0.01203095653374433582349922744469950	54	0.01197463353100333693923573719075648	63	3.43943815718170542439224846020806581	6712	0.01141076182131685844145518871073364	145	0.01203095653374433582349922744469950	54	0.01197463353100333693923573719075648	63	0.01219542548300814148454218610595490	26	0.01218494815303377415416363760414242	1	0.01141076182131664160102069160984684	145	0.01203095653374407041080740299321405	54	0.01379402921873429908872221716364947	66	0.09958489245196228134560101352690253	186	0.01035392627500023032816045542858774	56	0.62578215376825430116269899372127838	2814	1.95988692313973666969673104176763445	3679	
4280	0.01300805120480324691967233263767412	52	0.01149047514961522298282403653502115	126	0.01189179354450959139044563528386789	63	0.64457841685493455496924752878840081	2787	0.01149047514961522298282403653502115	126	0.01189179354450959139044563528386789	63	0.01184928577077246428239654107983370	71	3.41712674179129338725147135846782476	6720	0.01149047514961522298282403653502115	126	0.01189179354450959139044563528386789	63	0.01184928577077246428239654107983370	71	0.01213579142060200628805421985134672	20	0.01208132734430424071181420231368975	0	0.01149047514961504083685905897027624	126	0.01189179354450938322362851806701656	63	0.01407986851351119943209777574111286	85	0.09694500546598151802246690067477175	182	0.01300805120480392866599839152286222	52	0.61172234985593887390820100335986353	2721	1.96209730310663199581711069185985252	3771	
