iteration	C_AB cs	C_AB nc	C_AB_A cs	C_AB_A nc	C_AB_B cs	C_AB_B nc	C_ABC cs	C_ABC nc	C_ABC_A cs	C_ABC_A nc	C_ABC_B cs	C_ABC_B nc	C_ABC_C cs	C_ABC_C nc	C_root cs	C_root nc	C_root_A cs	C_root_A nc	C_root_B cs	C_root_B nc	C_root_C cs	C_root_C nc	C_root_D cs	C_root_D nc	C_root_D->B ms	C_root_D->B nm	P_A cs	P_A nc	P_B cs	P_B nc	P_C cs	P_C nc	P_D cs	P_D nc	P_AB cs	P_AB nc	P_ABC cs	P_ABC nc	P_root cs	P_root nc	
425	0.04896822831466511594111779004379059	116	0.01099947079473438150964970105860630	157	0.01149028636846889661615733757571434	57	0.85315942379323106425914602368720807	3001	0.01099947079473438150964970105860630	157	0.01149028636846889661615733757571434	57	0.01143133549967313873640950561139107	67	3.91502044251496661431133361475076526	6712	0.01099947079473438150964970105860630	157	0.01149028636846889661615733757571434	57	0.01143133549967313873640950561139107	67	0.01183207621675457302257150615787396	7	0.01167938922010520498562247126983493	1	0.01099947079473262250004506057621256	157	0.01149028636846681494798616540720104	57	0.02004015340489113949917765467034769	111	0.13377419128229026124010658804763807	162	0.04896822831466426245716760945470014	116	0.72833176265066268406656035949708894	2841	1.94312023269741573905378118070075288	3556	
430	0.03771219499803095398515750957812998	105	0.01155476365686185571957089734951296	166	0.01240542560172218193581539225078814	38	0.86400078006647551553953690017806366	2944	0.01155476365686185571957089734951296	166	0.01240542560172218193581539225078814	38	0.01219715712658832156012334024808297	68	3.88631019450808379289696858904790133	6716	0.01155476365686185571957089734951296	166	0.01240542560172218193581539225078814	38	0.01219715712658832156012334024808297	68	0.01257267607693014765946060151691199	12	0.01252054105435793790457310592501017	2	0.01155476365686055814641086669780634	166	0.01240542560172071782920166782560045	38	0.01879885654351888882307441974717221	97	0.13483257819934707510967086818709504	147	0.03771219499803023927908540713360708	105	0.76802744988114268753776059384108521	2810	1.89686956680529728025419444747967646	3637	
435	0.03571016436125418885838556093403895	97	0.01102104866020301582318907662738638	168	0.01177862914460212941103467443326736	51	0.88209779386017161950661602531909011	2870	0.01102104866020301582318907662738638	168	0.01177862914460212941103467443326736	51	0.01163840204232263232653199480637340	74	3.97551780597715342935316584771499038	6692	0.01102104866020301582318907662738638	168	0.01177862914460212941103467443326736	51	0.01163840204232263232653199480637340	74	0.01197688122432183713272912939373782	15	0.01192076748043083625483440357584186	2	0.01102104866020230805601087809009186	168	0.01177862914460142684802690382639412	51	0.01785303372307843819410955177318101	115	0.13267337303058321373860906078334665	159	0.03571016436125266924062060525102424	97	0.79144478842527388184890924094361253	2732	1.96346199334120474766507413733052090	3678	
440	0.02948851298461923134408557700680831	76	0.01200539299976482142395806107515455	169	0.01264685290198056324961761731628940	68	0.88260590865305388330597224921802990	2926	0.01200539299976482142395806107515455	169	0.01264685290198056324961761731628940	68	0.01276425317994920455300089656702767	62	3.88173655658252503286576029495336115	6681	0.01200539299976482142395806107515455	169	0.01264685290198056324961761731628940	68	0.01276425317994920455300089656702767	62	0.01312198419917555598790404047804259	20	0.01290429919642516361222295273591953	4	0.01200539299976378752876637889812628	169	0.01264685290197952068080855525522566	68	0.01801868521536069758792741879460664	89	0.13588122257177781548875827866140753	189	0.02948851298461896072722332462490158	76	0.80715645480388997778931070570251904	2823	1.85669360488742318793242702668067068	3586	
445	0.02765974426506631264621738353071123	78	0.01184242582384446851317960636151838	181	0.01261381463877677203133664818324178	68	0.81320124681817940182071424715104513	3042	0.01184242582384446851317960636151838	181	0.01261381463877677203133664818324178	68	0.01248873607496072193900893410045683	89	3.71700074211461961581903779006097466	6636	0.01184242582384446851317960636151838	181	0.01261381463877677203133664818324178	68	0.01248873607496072193900893410045683	89	0.01288514208997542341561537426741779	26	0.01283972732952441860032610776443107	3	0.01184242582384336175960193315859215	181	0.01261381463877571385001630233091419	68	0.01730646333685641538591148957948462	114	0.13522187800779408850537777198042022	182	0.02765974426506772818057378060530027	78	0.74293963944375196462033272837288678	2939	1.80538130894319270858261461398797110	3438	
450	0.02008722057044597802955010479308839	63	0.01270389082491557575238516619720031	219	0.01378811092107850092003396014206373	62	0.77271321877584664417071280695381574	3044	0.01270389082491557575238516619720031	219	0.01378811092107850092003396014206373	62	0.01372964039198613060699383225937709	80	3.50090579152843694998864521039649844	6623	0.01270389082491557575238516619720031	219	0.01378811092107850092003396014206373	62	0.01372964039198613060699383225937709	80	0.01430410847970214546776013264661742	16	0.01405238463702346111972030229253505	4	0.01270389082491552024123393493937328	219	0.01378811092107846275611748865230766	62	0.01732915770395553403671051739820541	100	0.13328897025091698824716957005875884	163	0.02008722057044577680162689148346544	63	0.72118256815170589391073008300736547	2961	1.67285966714448242065316208027070388	3432	
455	0.01602687618814215009255264021703624	47	0.01305280223536954380125774122234361	181	0.01383641198460836690964370632173086	73	0.79551034555939781345301753390231170	3014	0.01305280223536954380125774122234361	181	0.01383641198460836690964370632173086	73	0.01395501485726179970170424127218212	61	3.49871883128113836392003577202558517	6669	0.01305280223536954380125774122234361	181	0.01383641198460836690964370632173086	73	0.01395501485726179970170424127218212	61	0.01435770166648957582578027825093159	16	0.01412667597272605941871592705183502	3	0.01305280223536950216789431777897335	181	0.01383641198460838772632541804341599	73	0.01684510031410306821197941928858199	77	0.13194072698531311704783774985116906	193	0.01602687618814219866480996756763489	47	0.75431421406506782290080082020722330	2951	1.63559571361044286952335369278443977	3478	
460	0.01612139249817234193384862805942248	51	0.01305621195685710209111185520214349	187	0.01393441557212207922156199657592879	62	0.80560345228693575059253362269373611	3030	0.01305621195685710209111185520214349	187	0.01393441557212207922156199657592879	62	0.01410961031031862829288048288844948	54	3.62455337127367593907933951413724571	6671	0.01305621195685710209111185520214349	187	0.01393441557212207922156199657592879	62	0.01410961031031862829288048288844948	54	0.01432831638805036507389178979110511	26	0.01419420982190391748722912979019384	3	0.01305621195685679677978008328409487	187	0.01393441557212161778511738674524167	62	0.01702850595528063171180122026271420	66	0.13108432536501801735084882238879800	209	0.01612139249817269234799077537445555	51	0.76408245878563063602229021853418089	2967	1.75061657220441979632141737965866923	3458	
465	0.01207882838259495550392585982990568	49	0.01387835462123146630653014454992444	171	0.01446235185968300883396775446954052	84	0.80679886075714735138575406381278299	3019	0.01387835462123146630653014454992444	171	0.01446235185968300883396775446954052	84	0.01453824274702495214506292597889114	77	3.73261512172266662901165545918047428	6654	0.01387835462123146630653014454992444	171	0.01446235185968300883396775446954052	84	0.01453824274702495214506292597889114	77	0.01510597177550019980241113870533809	14	0.01480862703243484082560321724031382	6	0.01387835462123145069401886075866059	171	0.01446235185968289087277138804665810	84	0.01668653841544036689481522728328855	88	0.13709991488350409261087747836427297	174	0.01207882838259476641906697835793238	49	0.77589825829915581856255357706686482	2959	1.83161120862529891439862694824114442	3475	
470	0.01521082834276686092389585525097573	56	0.01276612920725296758395206353497997	175	0.01356301562903944844806769509659716	68	0.80786866745368468567534137037000619	3025	0.01276612920725296758395206353497997	175	0.01356301562903944844806769509659716	68	0.01364058983694694214550136024399762	56	3.70037221913049840793519251747056842	6684	0.01276612920725296758395206353497997	175	0.01356301562903944844806769509659716	68	0.01364058983694694214550136024399762	56	0.01397423498383815361478799133010398	17	0.01380371832004489117406986764535759	3	0.01276612920725433801549808521258456	175	0.01356301562904075469484510563233925	68	0.01638632356596661857062180445154809	71	0.13576724944882825885095201101648854	173	0.01521082834276659724592750677629738	56	0.76875243284908478802464060208876617	2954	1.79992784899539470799822993285488337	3503	
475	0.02306441546524230779002806457356201	72	0.01145401294997293491217948968596829	158	0.01200439132350325684150949001605113	71	0.83500594600530519961978370702126995	3060	0.01145401294997293491217948968596829	158	0.01200439132350325684150949001605113	71	0.01218910625283807155905257957329013	47	3.72383704587148356424108897044789046	6714	0.01145401294997293491217948968596829	158	0.01200439132350325684150949001605113	71	0.01218910625283807155905257957329013	47	0.01246491423997170104598364304138158	10	0.01226038862628602184312587297654318	3	0.01145401294997369992523239545789693	158	0.01200439132350389001557822155064059	71	0.01638335436115282220392863621327706	57	0.13643613983040236981025827844860032	170	0.02306441546524095470571680266402836	72	0.77559153454020579587790962250437587	2978	1.77229857684136971052168973983498290	3494	
480	0.02241967868718213602319266897211492	91	0.01153887886358532371966489904480113	152	0.01214774369040337413661045928847670	59	0.84079833245212465264728507463587448	3086	0.01153887886358532371966489904480113	152	0.01214774369040337413661045928847670	59	0.01218540523693337901400823852782196	51	3.81081451690791883635256453999318182	6717	0.01153887886358532371966489904480113	152	0.01214774369040337413661045928847670	59	0.01218540523693337901400823852782196	51	0.01240977900580295285870580102027816	21	0.01233964768421636631900994984789577	1	0.01153887886358639404404957673477838	152	0.01214774369040431956090486664834316	59	0.01621314204192060917653073204292014	68	0.13559460948460388962644174171146005	167	0.02241967868718065456934418477885629	91	0.78323497422266930012568764141178690	2978	1.85067326129068887574646851135184988	3485	
485	0.03271707695384976077868088850664208	118	0.01155097856492993610433295259554143	170	0.01232029377255980384653355486079818	58	0.85240963415092219079838287143502384	2998	0.01155097856492993610433295259554143	170	0.01232029377255980384653355486079818	58	0.01239136263400777288046228363782575	54	3.79104887032380144518128872732631862	6697	0.01155097856492993610433295259554143	170	0.01232029377255980384653355486079818	58	0.01239136263400777288046228363782575	54	0.01263791797680650398627566488585217	21	0.01252972778969406626725646702880113	4	0.01155097856493089193696821581625045	170	0.01232029377256070069857063487006599	58	0.01830585262360140755277804203160485	82	0.13411956500834271155397914299101103	182	0.03271707695384887953915509228863812	118	0.76826766083597930467874448368092999	2852	1.82249745120663053654652685509063303	3538	
490	0.02222291177420989208290968974779389	78	0.01222541242187787091655337690099259	176	0.01290982465974052466328725330413363	69	0.82511485815910712293685946860932745	3000	0.01222541242187787091655337690099259	176	0.01290982465974052466328725330413363	69	0.01309026599689711370388955913313112	54	3.80237362898885322692876798100769520	6689	0.01222541242187787091655337690099259	176	0.01290982465974052466328725330413363	69	0.01309026599689711370388955913313112	54	0.01342316604659148093769971410438302	12	0.01318585327429735477855476943886970	2	0.01222541242187897420068409815030464	176	0.01290982465974157243626674329561865	69	0.01714335471959874818148605868373124	65	0.13525873768551918696623204141360475	166	0.02222291177420742183667989877449145	78	0.76777516061112205392191754071973264	2911	1.87331571195633128645852139015914872	3535	
495	0.02034225941273433771461220942455839	85	0.01233459532425745623640533921161477	167	0.01309168835488910137554441348584078	62	0.81782928698631196517965236125746742	3058	0.01233459532425745623640533921161477	167	0.01309168835488910137554441348584078	62	0.01312825003242022552096823773126744	60	3.77661123575968993293372477637603879	6700	0.01233459532425745623640533921161477	167	0.01309168835488910137554441348584078	62	0.01312825003242022552096823773126744	60	0.01348469388000903511348749219678211	11	0.01330329753722788062308968193292458	4	0.01233459532425863584836900344043897	167	0.01309168835489025843610289001617275	62	0.01677751718600729857744369155625463	84	0.13791496663685764989537574365385808	162	0.02034225941273185359059461063679919	85	0.76562570190148537818686236278153956	2949	1.84760448250981479390020467690192163	3491	
500	0.01513437483501575003819183962150419	59	0.01272562834841569311128406383204492	139	0.01329584463920770176503793891242822	75	0.82459691638149945625002601445885375	3047	0.01272562834841569311128406383204492	139	0.01329584463920770176503793891242822	75	0.01335568980211867921858992502848196	58	3.73017619643877518242902624479029328	6704	0.01272562834841569311128406383204492	139	0.01329584463920770176503793891242822	75	0.01335568980211867921858992502848196	58	0.01372034890149738221853947806039287	24	0.01355454796786636356697997030096303	4	0.01272562834841592382950636874738848	139	0.01329584463920799319858190301602008	75	0.01603922804993344192192594732659927	69	0.13590690686277662191372428424074315	163	0.01513437483501591830636900937179234	59	0.78593422318558292527512776359799318	2977	1.80380562580767245250967789615970105	3518	
505	0.01509989890566697072482593711129084	56	0.01273130244085030754463971902623598	150	0.01330775636967108585539953935494850	60	0.86293964213998519685588917127461173	2929	0.01273130244085030754463971902623598	150	0.01330775636967108585539953935494850	60	0.01320928421753293953433416874077011	77	3.84404784349760531014794651127886027	6704	0.01273130244085030754463971902623598	150	0.01330775636967108585539953935494850	60	0.01320928421753293953433416874077011	77	0.01373237186650386361386200206879948	9	0.01352884093658437286711304636810382	3	0.01273130244085054520175592784880791	150	0.01330775636967148484179901402058022	60	0.01583407887119847937129613058004907	84	0.13501422993199593824975579536840087	176	0.01509989890566699674567807676339726	56	0.82462511246265479680772614301531576	2866	1.85818471703378551573848653788445517	3608	
510	0.01512035052621642228221077175476239	64	0.01273290935720101241246382528515824	166	0.01346167451357793004573792927658360	59	0.86277556639310004626963745977263898	2868	0.01273290935720101241246382528515824	166	0.01346167451357793004573792927658360	59	0.01340978804368424259774172924153390	62	3.92644748932605436309017932217102498	6702	0.01273290935720101241246382528515824	166	0.01346167451357793004573792927658360	59	0.01340978804368424259774172924153390	62	0.01385862111371879458465716794535183	11	0.01367586437905404100900952357733331	3	0.01273290935720111129170195596316262	166	0.01346167451357817637647151798319101	59	0.01607854057401530978310688624333125	85	0.13393807347836478305325158544292208	202	0.01512035052621618635981803890899755	64	0.82420965012251090620054583268938586	2781	1.94251823562700942638059586897725239	3643	
515	0.01528885537130417367202017686622639	83	0.01283517837824296042859018029957952	132	0.01344653205988232194667553187628073	58	0.85266898910676947043185691654798575	2955	0.01283517837824296042859018029957952	132	0.01344653205988232194667553187628073	58	0.01335828960519726098243875611615294	62	3.77999031336562296701231389306485653	6721	0.01283517837824296042859018029957952	132	0.01344653205988232194667553187628073	58	0.01335828960519726098243875611615294	62	0.01364163881360732667735735645919704	27	0.01362743067808118956063534454870023	0	0.01283517837824287889658680938964608	132	0.01344653205988243470370147036874187	58	0.01602999057567594184958714720323769	75	0.13154837980071906744505838560144184	215	0.01528885537130423438734183605447470	83	0.81380813076038627240649248051340692	2859	1.82336583385366046705655662663048133	3578	
520	0.01166920181930487278310071275200244	63	0.01251252915238722923652048280018789	164	0.01321457679335088196415082251178319	68	0.81966041837671621550498457509092987	2926	0.01251252915238722923652048280018789	164	0.01321457679335088196415082251178319	68	0.01334562692282854380609879996200107	57	3.71907254526447239584285853197798133	6691	0.01251252915238722923652048280018789	164	0.01321457679335088196415082251178319	68	0.01334562692282854380609879996200107	57	0.01357022287986423859929008273184081	20	0.01345178626975417762734466009533207	4	0.01251252915238725005320219452187303	164	0.01321457679335119421437649833706018	68	0.01544284327407118712072175981120381	64	0.13107565448845134858935068677965319	191	0.01166920181930427777294845270716905	63	0.78972376502663599318054821196710691	2856	1.81665365210570017850955082394648343	3594	
525	0.01182276986709962160460030133890541	55	0.01266714280444979079387479714569054	162	0.01332499110876575638962027170464353	57	0.89037663179171100402697902609361336	2934	0.01266714280444979079387479714569054	162	0.01332499110876575638962027170464353	57	0.01338840874182578404016918938168601	57	3.77916342320427123269155345042236149	6698	0.01266714280444979079387479714569054	162	0.01332499110876575638962027170464353	57	0.01338840874182578404016918938168601	57	0.01364055750763353523635768027588711	26	0.01355337933121303697903137219782366	3	0.01266714280444931894908933145416086	162	0.01332499110876550658943973104442193	57	0.01549666487208742511605397140783680	67	0.13359494466476523610865001501224469	224	0.01182276986709911680006879208804094	55	0.86012155358175113040175574496970512	2869	1.75184886111869020375308991788187996	3566	
530	0.01808881952065265197315824252655148	103	0.01275983479214633925513666667939106	161	0.01330458553333656313011346128405421	68	0.85179740716547325263263701344840229	2959	0.01275983479214633925513666667939106	161	0.01330458553333656313011346128405421	68	0.01338043738683933857325225602608043	63	3.78455350420284819534799680695869029	6685	0.01275983479214633925513666667939106	161	0.01330458553333656313011346128405421	68	0.01338043738683933857325225602608043	63	0.01367886994642329018256887707138958	23	0.01356411309986651700376647511347983	2	0.01275983479214611027163783774085459	161	0.01330458553333667068296897184609406	68	0.01663136032455780552452573317623319	77	0.13429073429474919221249251677363645	208	0.01808881952065239870353074991271569	103	0.80536242944584790492967840691562742	2842	1.81665619325758798119352377398172393	3541	
535	0.01455647421622208170788326242472976	101	0.01296073305811407290477621501167960	181	0.01367960689373067320606658370252262	76	0.82464079344095575496709216167801060	2931	0.01296073305811407290477621501167960	181	0.01367960689373067320606658370252262	76	0.01385135697694588573225527028398574	65	3.73861120903009824800733440497424453	6644	0.01296073305811407290477621501167960	181	0.01367960689373067320606658370252262	76	0.01385135697694588573225527028398574	65	0.01414656497079685992801501015492249	34	0.01397791040172314917799933908781895	4	0.01296073305811328880976507349487292	181	0.01367960689373019442238721410376456	76	0.01650335393484633414451501209896378	78	0.13138282835786235791530884853273164	224	0.01455647421622166363952555201422001	101	0.78707777049157179316551946612889878	2817	1.82889672150576387821274693123996258	3523	
540	0.01464729947020797402867930969705412	84	0.01292598886844479287583364879310466	174	0.01367277439678990860749685509745177	81	0.82643101542151542471259517697035335	2944	0.01292598886844479287583364879310466	174	0.01367277439678990860749685509745177	81	0.01378493103376572312401826536643057	71	3.73698045014429780508180556353181601	6655	0.01292598886844479287583364879310466	174	0.01367277439678990860749685509745177	81	0.01378493103376572312401826536643057	71	0.01421230508417677118604416364178178	19	0.01397251919818840587561581401132571	4	0.01292598886844350397629099802543351	174	0.01367277439678899093877806336649883	81	0.01641633202707830363475949297935585	86	0.13260793029620410177216172087355517	223	0.01464729947020745708108346860853999	84	0.78881875450222216361595428679720499	2845	1.81840264149429975404359538515564054	3507	
545	0.01457042457687828668211338367655117	57	0.01296126888586534957326090733431556	199	0.01369953544863270616938066837064980	86	0.83661093602143021819017576490296051	2882	0.01296126888586534957326090733431556	199	0.01369953544863270616938066837064980	86	0.01379679919967964456251063865011020	80	3.82026816901245203084158674755599350	6614	0.01296126888586534957326090733431556	199	0.01369953544863270616938066837064980	86	0.01379679919967964456251063865011020	80	0.01428528246741488788584817370974633	21	0.01402791580538483712237152190027700	3	0.01296126888586434169892136480939371	199	0.01369953544863209381199364855774547	86	0.01641968947338154349857575198257109	95	0.13351195705200818997226974715886172	218	0.01457042457687803167776241508590829	57	0.79917549473960869388378114308579825	2810	1.88271307934851495069494831113843247	3535	
550	0.02090209251485122474156774785569723	83	0.01233655771909388659812734090337472	160	0.01298477223948324259239495148676724	62	0.85796847518030050494530769356060773	2970	0.01233655771909388659812734090337472	160	0.01298477223948324259239495148676724	62	0.01286850406829574341993627228930563	75	3.83603534452559813416883116587996483	6677	0.01233655771909388659812734090337472	160	0.01298477223948324259239495148676724	62	0.01286850406829574341993627228930563	75	0.01319750450148904352687395657994784	26	0.01318849920290219440710544063222187	3	0.01233655771909396292596028388288687	160	0.01298477223948332932856875032712196	62	0.01651815905714925855618524508372502	99	0.13346276892931441260259362024953589	230	0.02090209251485150229732390414483234	83	0.80484017927386986013260639083455317	2863	1.85974204130524523037593098706565797	3503	
555	0.01601198270125221007065263734148175	55	0.01166605051454262971522002345636793	146	0.01218699463722378723007366829733655	68	0.85976402965961673530159714573528618	2989	0.01166605051454262971522002345636793	146	0.01218699463722378723007366829733655	68	0.01224078838527771669053567649143588	67	3.78487426069042909304585009522270411	6702	0.01166605051454262971522002345636793	146	0.01218699463722378723007366829733655	68	0.01224078838527771669053567649143588	67	0.01252731185452768229715569958671040	17	0.01241391786102097327670890081208199	0	0.01166605051454268349164777873738785	146	0.01218699463722391213016393862744735	68	0.01502881320134465299720449849019133	91	0.13459256217825041335167668421490816	220	0.01601198270125241476802280260471889	55	0.81910392622030758769113845119136386	2910	1.79591000993777694105801856494508684	3510	
560	0.01605356068918594933392363088842103	60	0.01191549147661168615852655960907214	138	0.01220774684115761947456046954130215	77	0.87169336517132456343404101062333211	2990	0.01191549147661168615852655960907214	138	0.01220774684115761947456046954130215	77	0.01226260116209476266901923224850179	73	3.81066779977702196902100695297122002	6686	0.01191549147661168615852655960907214	138	0.01220774684115761947456046954130215	77	0.01226260116209476266901923224850179	73	0.01264768439089901559679862685925400	26	0.01247513866531257432923585071193884	6	0.01191549147661158034039452502383938	138	0.01220774684115755008562143046901838	77	0.01507999360150272076530608700295488	78	0.13580012750112321895379352554300567	227	0.01605356068918611239793037270828790	60	0.83083482885456871880336393587640487	2925	1.80136343422345102105452951946062967	3495	
565	0.01623271682101362634043084653967526	56	0.01184071911697646105332548671640325	136	0.01238419437427893017578117706989360	67	0.92720869196201316508876288935425691	2930	0.01184071911697646105332548671640325	136	0.01238419437427893017578117706989360	67	0.01245845266298394558857065561596755	56	3.88160031540250383130796762998215854	6724	0.01184071911697646105332548671640325	136	0.01238419437427893017578117706989360	67	0.01245845266298394558857065561596755	56	0.01273855529161708501073579924423029	17	0.01259478034253687893373463424495640	5	0.01184071911697612798641809916944112	136	0.01238419437427863006861983308226627	67	0.01533691702705479963098067486271248	68	0.13932248549400810810894313362950925	239	0.01623271682101367838213512584388809	56	0.88574256577235355170074626585119404	2862	1.76278414909194203197273509431397542	3572	
570	0.01618987240029972490829024422964721	56	0.01189818097826447242104652701755185	129	0.01219189498294032808489717467637092	74	0.95978742296100361119925992170465179	2991	0.01189818097826447242104652701755185	129	0.01219189498294032808489717467637092	74	0.01235494768296847324651199784284472	68	3.95664233329056580501514872594270855	6700	0.01189818097826447242104652701755185	129	0.01219189498294032808489717467637092	74	0.01235494768296847324651199784284472	68	0.01255597274862625331581789112078695	29	0.01246453797332573373846109632268053	2	0.01189818097826435099040320864105524	129	0.01219189498294023787927642388240201	74	0.01517065566967977334467132521922395	87	0.14675578623745338946449123795900960	218	0.01618987240029983940003965869891545	56	0.91868182161129230411944490697351284	2916	1.74688252045654546229513925936771557	3520	
575	0.02082816232120163549290658977497515	85	0.01169918966435789901836539428359174	137	0.01221994835560105165106481450720821	59	0.95103456033843725148102521416149102	3008	0.01169918966435789901836539428359174	137	0.01221994835560105165106481450720821	59	0.01224815665720796128979053207785910	58	3.86515004052806165901756685343571007	6730	0.01169918966435789901836539428359174	137	0.01221994835560105165106481450720821	59	0.01224815665720796128979053207785910	58	0.01254288185019851974144611261863247	16	0.01241848761925221956980980309026563	2	0.01169918966435779320023335969835898	137	0.01221994835560102909965962680871598	59	0.01593183833291777345975148705292668	70	0.14159744225068487954999341127404477	261	0.02082816232120161467622487805329001	85	0.89786458653095924109521774880704470	2911	1.69434782364252423114692192029906437	3477	
580	0.03876632330076927590578605986593175	160	0.00898012614683513579749707389510149	85	0.00911015206063845069117679287273859	53	1.00733471948703678933156879793386906	3017	0.00898012614683513579749707389510149	85	0.00911015206063845069117679287273859	53	0.00920421706146248332081061249709819	40	3.98149489591165339774647691228892654	6810	0.00898012614683513579749707389510149	85	0.00911015206063845069117679287273859	53	0.00920421706146248332081061249709819	40	0.00939054696511566928951442179140940	12	0.00924773237032239237009889620821923	6	0.00898012614683443149976582731142116	85	0.00911015206063782098655501329176332	53	0.01599715373259257694682489159276884	88	0.14748756715444147347149339566385606	204	0.03876632330077180166316708209706121	160	0.90869028667061779724889447606983595	2809	1.68202434712760084956073569628642872	3601	
585	0.02498949094322778369248183594208967	129	0.00891665693052137893481745578583286	90	0.00911953945301364685138700849620363	52	1.01008446841769816693101802229648456	2926	0.00891665693052137893481745578583286	90	0.00911953945301364685138700849620363	52	0.00911209270622594796895654667423514	53	3.94353651645613290099845471559092402	6795	0.00891665693052137893481745578583286	90	0.00911953945301364685138700849620363	52	0.00911209270622594796895654667423514	53	0.00933927545903192116161228852888598	10	0.00924511284484639747627277017727465	2	0.00891665693052067637180968517895963	90	0.00911953945301305704540517638179153	52	0.01342294485351256012883869317420249	86	0.14330397367892436233383079979830654	210	0.02498949094323014291640916439973807	129	0.94683109218811190022080381822888739	2764	1.65766889796479643948146076581906527	3669	
590	0.02416706253306645860168266892742395	99	0.01034587570988882397615693520265268	84	0.01052279291865286861562545084325393	54	0.98249640775429902816995308967307210	2992	0.01034587570988882397615693520265268	84	0.01052279291865286861562545084325393	54	0.01049283142535039833886933990925172	63	3.95578448935922866169789813284296542	6785	0.01034587570988882397615693520265268	84	0.01052279291865286861562545084325393	54	0.01049283142535039833886933990925172	63	0.01080617920373850085469236148583150	14	0.01067279498321746858402470081728097	5	0.01034587570988803641169884173223181	84	0.01052279291865220421653415172613677	54	0.01460865233991306098848550476532182	86	0.14259511916037898027198593808861915	221	0.02416706253306818638626474182728998	99	0.92160372844162441463566892707603984	2870	1.72641216456784918342748369468608871	3586	
595	0.02414623605214544915797958424263925	72	0.01030191775010864431438850630229354	87	0.01042591519494630823705616506913429	63	0.98081349015956309500552379176951945	3051	0.01030191775010864431438850630229354	87	0.01042591519494630823705616506913429	63	0.01040952045622924038159595738761709	61	3.94498830153204549375800525012891740	6777	0.01030191775010864431438850630229354	87	0.01042591519494630823705616506913429	63	0.01040952045622924038159595738761709	61	0.01075787128684645502230132763088477	12	0.01060444394565901796156914826951834	2	0.01030191775010788103605907650717199	87	0.01042591519494563689907096204478876	63	0.01450529733982687356774743392406890	84	0.14666325036818697591378679589979583	230	0.02414623605214716306477384932804853	72	0.92005132419460877724048941672663204	2956	1.69527171870256587737912923330441117	3508	
600	0.02412444613619409497506929085375305	68	0.01136080790383658077613571180108920	100	0.01161414604844250748894030067503991	58	0.93754676844504991617412770210648887	3125	0.01136080790383658077613571180108920	100	0.01161414604844250748894030067503991	58	0.01158298302481442637601460887708527	63	3.85890235535457959414884498983155936	6767	0.01136080790383658077613571180108920	100	0.01161414604844250748894030067503991	58	0.01158298302481442637601460887708527	63	0.01196647082204751674772147396197397	12	0.01180222066998929363046411111781708	3	0.01136080790383700578338732611882733	100	0.01161414604844296892538491050572702	58	0.01570318848162166255888472221613483	88	0.14602918051231414398039021307340590	211	0.02412444613619430314188640807060438	68	0.87669208119129238276912019500741735	3032	1.68788282844655479486561944213462994	3443	
605	0.03328965980467212676385813097112987	102	0.01062577521633736692130423051594335	98	0.01094530604435222514991821185503795	44	0.92340362892863225852124742232263088	3243	0.01062577521633736692130423051594335	98	0.01094530604435222514991821185503795	44	0.01099366736645905791303068355091455	44	3.73201594412531578726088810071814805	6801	0.01062577521633736692130423051594335	98	0.01094530604435222514991821185503795	44	0.01099366736645905791303068355091455	44	0.01122954669723577256212898589637916	13	0.01109010638265324130702360605482681	7	0.01062577521633859857497217404898038	98	0.01094530604435347762026786710976012	44	0.01680141087388873147312473577130731	68	0.14817207596462445007290398280019872	212	0.03328965980467015611798942131827062	102	0.83890000531952690909776038097334094	3117	1.57342556425453672375169844599440694	3359	
610	0.03868768652164251975467124111673911	117	0.01069559161300246905024202703771152	75	0.01090373868895177199289658886982579	40	0.92219987638198674950729127886006609	3263	0.01069559161300246905024202703771152	75	0.01090373868895177199289658886982579	40	0.01087442563814425972035238032731286	48	3.80089641996859883832371451717335731	6823	0.01069559161300246905024202703771152	75	0.01090373868895177199289658886982579	40	0.01087442563814425972035238032731286	48	0.01106585156965851982069359848992463	14	0.01102246481979241195248153672991975	1	0.01069559161300367121361087896502795	75	0.01090373868895298803405324861159897	40	0.01747166522165475785466348668251158	85	0.14597488542415035239763199115259340	197	0.03868768652163939031352057895674079	117	0.82466817393302405125865561785758473	3109	1.65333099833460162031428808404598385	3377	
615	0.02616519275327582397250303358759993	68	0.01283979568663586902366180453327615	98	0.01301128662174560156328251281365738	61	0.90146645681962322971259027326595969	3198	0.01283979568663586902366180453327615	98	0.01301128662174560156328251281365738	61	0.01290044292281780809183988623090045	76	3.75095554533593933399515663040801883	6746	0.01283979568663586902366180453327615	98	0.01301128662174560156328251281365738	61	0.01290044292281780809183988623090045	76	0.01338442841128217007662382087573860	19	0.01322913536797375860798453572897415	4	0.01283979568663799752936682807558100	98	0.01301128662174778037596833968336796	61	0.01730752205372535976191095130616304	100	0.14722061699261365652624533595371759	221	0.02616519275327363128202939890343259	68	0.83574141686973957288131487075588666	3106	1.64036115742001231687652307300595567	3346	
