Sample	theta_A	theta_B	theta_root	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
47	 1.14524	 1.25531	 1.11042	 1.08087	-1304.384429437	-14293.734353421	1249.890059051
48	 1.07895	 1.25092	 1.06958	 1.04456	-1301.602267993	-14295.802035388	1279.779355458
49	 1.09801	 1.19321	 1.13883	 1.00974	-1301.483210725	-14300.840120639	1286.008013386
50	 1.11734	 1.18929	 1.19146	 0.96307	-1300.925121728	-14295.589149655	1286.337932375
51	 1.16928	 1.20196	 1.24666	 0.96375	-1299.161563402	-14298.208474063	1306.592840041
52	 1.23628	 1.15315	 1.25070	 0.95751	-1302.797727306	-14304.885703772	1276.908430714
53	 1.27915	 1.15679	 1.25464	 0.92156	-1303.419291276	-14310.809191427	1276.616278670
54	 1.28118	 1.18701	 1.20898	 0.94945	-1304.297042091	-14298.927309983	1255.956889075
55	 1.28523	 1.20020	 1.16153	 0.93291	-1301.800169361	-14302.762090884	1284.760397271
56	 1.34661	 1.14098	 1.20293	 0.92174	-1302.169649309	-14305.423854227	1283.727361138
57	 1.28818	 1.21376	 1.25363	 0.94508	-1302.629000633	-14307.209578184	1280.919571858
58	 1.32056	 1.21104	 1.21084	 0.94296	-1303.038898996	-14295.859692588	1265.470702625
59	 1.39486	 1.21286	 1.22873	 0.91987	-1301.505339680	-14290.250898275	1275.197501471
60	 1.43293	 1.26892	 1.18287	 0.91780	-1303.379659622	-14286.316949433	1252.520353209
61	 1.42413	 1.31730	 1.14558	 0.94939	-1304.535813291	-14281.949626445	1236.591493534
62	 1.42891	 1.28025	 1.19447	 0.96277	-1303.597807399	-14286.327185445	1250.349111451
63	 1.49807	 1.30918	 1.18014	 0.92211	-1303.630026822	-14289.953451735	1253.653183513
64	 1.50202	 1.37729	 1.23908	 0.89163	-1303.503747505	-14288.453547397	1253.416072352
65	 1.47748	 1.44567	 1.27649	 0.85816	-1304.682381096	-14292.109464905	1245.285653941
66	 1.42007	 1.48439	 1.33589	 0.83710	-1302.452615036	-14291.789536400	1267.263386041
67	 1.48383	 1.48978	 1.43751	 0.81672	-1303.307124486	-14298.924409279	1265.853164416
68	 1.40290	 1.55731	 1.47546	 0.85209	-1304.854037565	-14290.352605778	1241.812230124
69	 1.44287	 1.46978	 1.50532	 0.88076	-1303.683025093	-14287.513205378	1250.682954448
70	 1.51314	 1.53328	 1.46082	 0.90562	-1305.802298000	-14292.326876276	1234.303896273
71	 1.45509	 1.62344	 1.41222	 0.92763	-1305.460997103	-14296.251100068	1241.641129035
72	 1.40602	 1.68837	 1.35839	 0.91156	-1306.153642130	-14292.939974840	1231.403553539
73	 1.34916	 1.76395	 1.30954	 0.88136	-1304.269567916	-14286.817933908	1244.122254744
74	 1.37523	 1.68271	 1.30707	 0.85670	-1305.850070022	-14294.807965490	1236.307265265
75	 1.39792	 1.72768	 1.31109	 0.88366	-1303.359395017	-14283.854243308	1250.260293138
76	 1.34851	 1.65708	 1.35711	 0.88572	-1301.496232500	-14288.275090474	1273.312765475
77	 1.29626	 1.73257	 1.40766	 0.86093	-1304.357706190	-14289.670318136	1246.093256234
78	 1.34007	 1.73648	 1.45558	 0.83896	-1304.689400913	-14301.801567764	1254.907558634
79	 1.38213	 1.65627	 1.37921	 0.85877	-1304.272367632	-14298.947490723	1256.223814407
80	 1.42797	 1.59350	 1.37921	 0.87698	-1304.545500155	-14289.382483280	1243.927481728
81	 1.38692	 1.63248	 1.33053	 0.87412	-1305.539903682	-14292.094806509	1236.695769685
82	 1.36676	 1.57752	 1.38117	 0.90516	-1303.800715402	-14289.970683919	1251.963529902
83	 1.34925	 1.55481	 1.41882	 0.93891	-1304.913366610	-14291.200605144	1242.066939043
84	 1.34265	 1.47079	 1.38193	 0.95763	-1306.907771707	-14294.098781718	1225.021064644
85	 1.32100	 1.41488	 1.33504	 0.97766	-1306.040728539	-14291.547715521	1231.140430133
86	 1.32335	 1.41044	 1.37839	 0.98841	-1304.919673976	-14298.074646589	1248.877906826
87	 1.36774	 1.48066	 1.41251	 1.00853	-1304.900428681	-14295.431342500	1246.427055690
88	 1.29691	 1.55084	 1.36629	 1.03076	-1304.732473664	-14295.391377371	1248.066640727
89	 1.22816	 1.46749	 1.40486	 1.05921	-1304.493159500	-14294.883363382	1249.951768379
90	 1.22192	 1.49953	 1.34273	 1.07762	-1303.811191274	-14291.473343842	1253.361431098
91	 1.27637	 1.49953	 1.30760	 1.03671	-1301.405488275	-14291.833120335	1277.778237587
92	 1.30774	 1.53136	 1.38904	 1.06999	-1303.881385572	-14298.262652984	1259.448797263
93	 1.31834	 1.52655	 1.31482	 1.06047	-1303.845246447	-14296.839818022	1258.387353549
94	 1.35782	 1.52641	 1.26885	 1.02222	-1302.502112043	-14291.256134845	1266.235014420
95	 1.35414	 1.54311	 1.23748	 1.03563	-1304.256103993	-14293.059098177	1250.498058252
96	 1.39521	 1.48481	 1.19676	 1.03903	-1303.985074137	-14294.329809201	1254.479067828
97	 1.39352	 1.51304	 1.25666	 1.00085	-1303.760903486	-14292.585608254	1254.976573396
98	 1.33712	 1.51676	 1.33652	 0.99044	-1304.085825898	-14291.936235148	1251.077976164
99	 1.36627	 1.44985	 1.38703	 0.95733	-1304.475018350	-14291.987945734	1247.237762234
100	 1.41061	 1.49210	 1.32685	 0.97622	-1302.331485349	-14282.349392212	1259.034538722
101	 1.46654	 1.44523	 1.39428	 0.96219	-1304.170262303	-14282.587491522	1240.884868491
102	 1.51388	 1.38734	 1.38975	 0.95907	-1304.554528788	-14284.188024726	1238.642736850
103	 1.56770	 1.46548	 1.39243	 1.00268	-1304.491170747	-14273.601103049	1228.689395583
104	 1.64346	 1.39475	 1.33414	 0.97437	-1305.299840654	-14278.039185656	1225.040779114
105	 1.69575	 1.42951	 1.40827	 0.95035	-1303.437961989	-14284.011576708	1249.631956822
106	 1.77012	 1.49678	 1.48223	 0.93550	-1303.558811136	-14278.067743294	1242.479631931
107	 1.76346	 1.53420	 1.47665	 0.90799	-1303.773695084	-14280.043173981	1242.306223139
108	 1.66897	 1.56971	 1.53138	 0.94901	-1304.511138816	-14277.871696310	1232.760308149
109	 1.60176	 1.56322	 1.60703	 0.94509	-1304.123607618	-14291.344461329	1250.108385149
110	 1.60838	 1.49177	 1.55983	 0.94900	-1306.014766791	-14279.054221173	1218.906553263
111	 1.57534	 1.52667	 1.63335	 0.95189	-1307.716970278	-14272.278442091	1195.108739310
112	 1.57106	 1.47132	 1.63932	 0.91536	-1305.379037768	-14285.181367792	1231.390990109
113	 1.62376	 1.46673	 1.58950	 0.92517	-1304.111132490	-14285.369391459	1244.258066560
114	 1.56404	 1.44422	 1.59346	 0.93044	-1304.667332957	-14285.246636324	1238.573306752
115	 1.60366	 1.50707	 1.69164	 0.89555	-1302.984035683	-14283.844691582	1254.004334748
116	 1.57606	 1.51252	 1.76186	 0.86884	-1304.480121208	-14285.252995589	1240.451783510
117	 1.60731	 1.44548	 1.81023	 0.84055	-1303.974207276	-14280.687278769	1240.945206009
118	 1.53878	 1.41732	 1.69869	 0.81529	-1305.774644087	-14276.730333345	1218.983892478
119	 1.58957	 1.48268	 1.77769	 0.84360	-1304.812249677	-14282.392135455	1234.269638686
120	 1.58336	 1.51820	 1.77074	 0.79579	-1304.605148175	-14291.347698338	1245.296216591
121	 1.65398	 1.57469	 1.85798	 0.81051	-1303.674041591	-14286.006644810	1249.266228900
122	 1.62926	 1.57893	 2.00040	 0.81269	-1305.633238491	-14271.920785316	1215.588400404
123	 1.68414	 1.61372	 2.09781	 0.78227	-1304.025278847	-14274.781373584	1234.528585109
124	 1.72889	 1.67927	 2.24251	 0.75577	-1303.801243574	-14277.342188105	1239.329752367
125	 1.66720	 1.77709	 2.14785	 0.74197	-1303.301244368	-14280.034454628	1247.022010943
126	 1.62570	 1.77631	 2.21417	 0.77611	-1306.211611352	-14282.411235981	1220.295122461
127	 1.54837	 1.78156	 2.22071	 0.76052	-1308.624859233	-14285.866994739	1199.618402413
128	 1.47851	 1.73833	 2.24815	 0.76268	-1304.995767823	-14281.308507417	1231.350829186
129	 1.41289	 1.80422	 2.34337	 0.76403	-1306.343187783	-14283.539615686	1220.107737851
130	 1.45618	 1.88410	 2.26078	 0.78670	-1307.152830848	-14280.219487702	1208.691179224
131	 1.52664	 1.81372	 2.17573	 0.78852	-1307.377369736	-14279.015087514	1205.241390158
132	 1.59338	 1.90015	 2.24462	 0.82191	-1306.256464407	-14274.964148536	1212.399504468
133	 1.55959	 1.90582	 2.25132	 0.84692	-1307.552689433	-14268.939992133	1193.413097798
134	 1.50380	 1.96283	 2.35715	 0.84555	-1308.569346635	-14282.433257645	1196.739791298
135	 1.57091	 1.96554	 2.25375	 0.82241	-1308.484768238	-14274.531175567	1189.683493185
136	 1.61322	 2.06717	 2.30150	 0.79197	-1308.181804234	-14285.908315358	1204.090273018
137	 1.64548	 2.07117	 2.37476	 0.75844	-1309.026184921	-14276.011764457	1185.749915247
138	 1.75276	 2.11846	 2.36730	 0.75606	-1306.520764318	-14278.079285655	1212.871642474
139	 1.68387	 2.22469	 2.37440	 0.76780	-1308.534720988	-14275.352472903	1190.005263020
140	 1.73783	 2.30460	 2.51289	 0.75777	-1308.454400730	-14276.862106865	1192.318099567
141	 1.77209	 2.29731	 2.61933	 0.72266	-1308.326956838	-14279.710634770	1196.441066389
142	 1.69882	 2.40154	 2.54249	 0.75109	-1308.794105961	-14281.001075047	1193.060015432
143	 1.64141	 2.45406	 2.68237	 0.77173	-1307.474722142	-14277.719838599	1202.972617182
144	 1.72341	 2.38561	 2.82355	 0.80837	-1307.419817390	-14280.812905196	1206.614731291
145	 1.74877	 2.28023	 2.89658	 0.77622	-1308.631826521	-14289.098943047	1202.780677832
146	 1.78983	 2.36617	 3.04143	 0.81120	-1307.437932523	-14280.492329803	1206.113004571
147	 1.88138	 2.41545	 2.88199	 0.83408	-1308.138648309	-14282.181559321	1200.795076227
148	 1.82171	 2.51611	 2.75349	 0.79824	-1309.294013214	-14289.791992816	1196.851860678
149	 1.82606	 2.40848	 2.62431	 0.78390	-1309.787055391	-14279.862130134	1181.991576221
150	 1.76747	 2.51888	 2.54350	 0.76411	-1308.250167469	-14284.955586434	1202.453911746
151	 1.72365	 2.43144	 2.61557	 0.76180	-1308.048430662	-14283.990414782	1203.506108166
152	 1.72764	 2.30163	 2.53774	 0.78728	-1307.039516875	-14270.801695645	1200.406526895
153	 1.63965	 2.24610	 2.65565	 0.81008	-1309.263920178	-14284.990778605	1192.351576825
154	 1.64455	 2.32990	 2.79933	 0.76907	-1308.970528618	-14287.865365267	1198.160079090
155	 1.70844	 2.40739	 2.66655	 0.81476	-1309.178753153	-14286.127874164	1194.340342638
156	 1.65019	 2.50882	 2.66021	 0.78588	-1309.425010902	-14274.546438052	1180.296329030
157	 1.64325	 2.40719	 2.64902	 0.79691	-1310.223240015	-14278.814527174	1176.582127020
158	 1.55115	 2.31467	 2.52410	 0.81629	-1308.027914953	-14273.720455056	1193.441305522
159	 1.49519	 2.42838	 2.64146	 0.79038	-1307.828461445	-14287.467386423	1209.182771969
160	 1.44122	 2.50355	 2.74571	 0.80776	-1308.223216525	-14292.251313508	1210.019148255
161	 1.49588	 2.57970	 2.65465	 0.80675	-1307.342288102	-14289.770724922	1216.347843899
162	 1.45321	 2.50645	 2.73746	 0.77195	-1308.461291582	-14288.304727291	1203.691811466
163	 1.43853	 2.62266	 2.82451	 0.79052	-1307.946723602	-14278.562197398	1199.094961374
164	 1.47981	 2.49487	 2.91904	 0.81338	-1306.532915421	-14278.550317723	1213.221163511
165	 1.48581	 2.44217	 2.99901	 0.84626	-1309.853597208	-14280.383620811	1181.847648729
166	 1.46220	 2.50946	 2.86642	 0.82348	-1306.844348967	-14277.007181854	1208.563692187
167	 1.41966	 2.58523	 2.75787	 0.82133	-1309.986119084	-14279.565794680	1179.704603840
168	 1.45682	 2.53825	 2.85328	 0.79949	-1309.502528848	-14285.415458061	1190.390169576
169	 1.50444	 2.69588	 2.88190	 0.81859	-1309.395252137	-14273.739662466	1179.787141095
170	 1.55740	 2.62464	 2.80345	 0.83735	-1311.141323058	-14274.395046539	1162.981815957
171	 1.59038	 2.48315	 2.88822	 0.80817	-1308.132699115	-14271.039866366	1189.712875221
172	 1.59248	 2.43262	 2.94996	 0.80923	-1308.263097289	-14269.100641172	1186.469668279
173	 1.53512	 2.42369	 3.08245	 0.77089	-1306.647766046	-14268.209023124	1201.731362660
174	 1.48950	 2.51072	 3.21708	 0.75278	-1308.744620913	-14273.603461546	1186.157252413
175	 1.40690	 2.50770	 3.12785	 0.73081	-1307.314560078	-14277.298515151	1204.152914373
176	 1.40145	 2.59016	 3.04682	 0.69642	-1308.723264606	-14276.017224421	1188.784578364
177	 1.45255	 2.66073	 3.17771	 0.69546	-1309.662116042	-14274.024638403	1177.403477983
178	 1.50474	 2.57384	 3.39715	 0.69789	-1310.370032782	-14276.132639685	1172.432311867
179	 1.57728	 2.65477	 3.39800	 0.72785	-1312.154551486	-14277.009102708	1155.463587852
180	 1.58215	 2.54676	 3.55257	 0.70652	-1308.172056299	-14271.288786904	1189.568223914
181	 1.55006	 2.48154	 3.55697	 0.73065	-1306.969499593	-14268.506795305	1198.811799375
182	 1.50388	 2.59117	 3.64850	 0.73904	-1309.033785927	-14282.217765706	1191.879906431
183	 1.46804	 2.71535	 3.49154	 0.73617	-1307.376865095	-14281.515897818	1207.747246866
184	 1.56519	 2.84337	 3.71552	 0.77612	-1308.236695915	-14280.255759932	1197.888800787
185	 1.59318	 2.82989	 3.88611	 0.75685	-1307.142819411	-14272.779488325	1201.351294219
186	 1.63799	 2.66194	 3.66055	 0.72710	-1309.299214483	-14280.416260855	1187.424116028
187	 1.73639	 2.77780	 3.62968	 0.69875	-1308.898153365	-14281.814451641	1192.832917988
188	 1.65608	 2.63853	 3.50526	 0.72324	-1310.705475917	-14277.092716779	1170.037957613
189	 1.61035	 2.52029	 3.49325	 0.72076	-1312.558085376	-14286.012687552	1160.431833792
190	 1.57397	 2.51259	 3.60684	 0.68745	-1309.477980382	-14278.829510995	1184.049707176
191	 1.63059	 2.50389	 3.78066	 0.64959	-1308.260134015	-14273.195854859	1190.594514712
192	 1.67523	 2.45855	 3.60752	 0.67694	-1309.650916371	-14268.506214051	1171.997050339
193	 1.72447	 2.57802	 3.72860	 0.69246	-1310.247193171	-14269.525644691	1167.053712977
194	 1.66553	 2.67602	 3.73447	 0.71642	-1310.124191259	-14270.703619046	1169.461706452
195	 1.75618	 2.82793	 3.57906	 0.74270	-1311.661193040	-14266.655600752	1150.043670357
196	 1.82030	 2.89742	 3.46025	 0.74040	-1311.598510167	-14272.053207104	1156.068105430
197	 1.88997	 2.77900	 3.63318	 0.73706	-1316.436785774	-14275.735102208	1111.367244466
198	 2.01137	 2.89403	 3.51717	 0.68662	-1310.072596106	-14268.057106707	1167.331145646
199	 2.02245	 3.06004	 3.66237	 0.71331	-1313.400968555	-14280.263701428	1146.254015879
200	 2.01750	 2.96045	 3.76074	 0.69120	-1313.225687888	-14278.360056517	1146.103177636
201	 2.05347	 2.83016	 3.62890	 0.65655	-1312.425430844	-14278.875492456	1154.621184012
202	 1.97907	 2.95055	 3.73569	 0.62101	-1310.631840023	-14278.842419672	1172.524019446
203	 1.88681	 3.03586	 3.59404	 0.62296	-1311.502706186	-14276.052300636	1161.025238781
204	 1.97644	 3.12532	 3.77485	 0.65672	-1312.707555962	-14278.497115222	1151.421555601
205	 2.08480	 3.28116	 3.56387	 0.65504	-1312.550199776	-14279.688600859	1154.186603096
206	 2.17690	 3.43976	 3.47102	 0.67150	-1313.716893068	-14275.732966416	1138.564035740
207	 2.15084	 3.56553	 3.31604	 0.64587	-1311.776800913	-14279.080415614	1161.312406483
208	 2.24132	 3.58072	 3.21800	 0.62773	-1310.831086328	-14276.611965384	1168.301102108
209	 2.29451	 3.46427	 3.10427	 0.62892	-1311.843603900	-14281.945814091	1163.509775089
210	 2.16847	 3.59345	 3.15683	 0.61052	-1312.791209669	-14284.233484536	1156.321387845
211	 2.08903	 3.60033	 3.31741	 0.58042	-1311.745782762	-14281.678548220	1164.220720600
212	 2.09343	 3.53949	 3.17911	 0.55327	-1311.746098592	-14277.798553694	1160.337567773
213	 2.02221	 3.68450	 3.36570	 0.58444	-1311.496476258	-14275.256147216	1160.291384636
214	 1.94892	 3.66419	 3.49530	 0.58311	-1310.859616489	-14264.498526689	1155.902361797
215	 1.92618	 3.79848	 3.40820	 0.60774	-1311.272946078	-14272.246939533	1159.517478757
216	 1.92252	 3.92139	 3.50231	 0.58310	-1313.387777371	-14269.939321877	1136.061548168
217	 1.94582	 3.69255	 3.34485	 0.55163	-1312.516180223	-14275.230331070	1150.068528845
218	 2.08474	 3.81378	 3.27744	 0.51560	-1311.528549026	-14281.606946004	1166.321455746
219	 1.98103	 3.68437	 3.26757	 0.47923	-1312.041142411	-14287.726892209	1167.315468098
220	 1.98926	 3.59072	 3.28114	 0.50636	-1311.280460605	-14274.464667102	1161.660061057
221	 1.91424	 3.69489	 3.27801	 0.50587	-1310.660791560	-14272.086809751	1165.478894154
222	 2.00506	 3.56752	 3.45176	 0.54358	-1311.770706074	-14275.908262021	1158.201201282
223	 1.91563	 3.74495	 3.57660	 0.54518	-1311.440583653	-14271.852315168	1157.446478638
224	 1.89634	 3.86967	 3.69463	 0.52613	-1312.941056164	-14267.658162027	1138.247600384
225	 1.93919	 4.10054	 3.62354	 0.56236	-1314.046263509	-14272.278549176	1131.815914083
226	 1.84538	 4.16641	 3.75933	 0.53471	-1311.539375641	-14272.184626495	1156.790870083
227	 1.79630	 4.03457	 3.93068	 0.53541	-1314.348265469	-14280.464219254	1136.981564559
228	 1.80243	 4.15263	 3.77524	 0.55703	-1314.329193992	-14281.546932984	1138.254993067
229	 1.71945	 4.02281	 3.77073	 0.52549	-1311.560229486	-14275.899484683	1160.297189821
230	 1.82190	 3.87031	 3.90123	 0.55023	-1313.293675900	-14276.555025848	1143.618266845
231	 1.84558	 3.83713	 3.79723	 0.55215	-1311.249676342	-14268.831223260	1156.334459836
232	 1.89022	 3.66626	 3.97233	 0.56162	-1313.629302231	-14281.012016682	1144.718994373
233	 1.82105	 3.88271	 4.19213	 0.54570	-1313.640266762	-14278.229239955	1141.826572339
234	 1.89577	 3.71677	 4.18834	 0.52151	-1311.735712589	-14278.592689229	1161.235563343
235	 1.99445	 3.90933	 4.19508	 0.52151	-1312.126106409	-14271.666569994	1150.405505904
236	 1.89510	 3.68314	 4.20603	 0.54661	-1314.724032391	-14274.334000589	1127.093676680
237	 1.79940	 3.58045	 4.21756	 0.56859	-1313.519913144	-14271.766866047	1136.567734603
238	 1.88677	 3.78082	 4.07356	 0.56807	-1313.462585159	-14274.592849666	1139.966998080
239	 1.83476	 3.89718	 3.93345	 0.59266	-1312.444563893	-14273.694693390	1149.249054459
240	 1.90846	 3.88591	 3.74036	 0.55447	-1312.555698552	-14274.606942120	1149.049956604
241	 1.83679	 4.01807	 3.84568	 0.57585	-1315.353576106	-14274.189823787	1120.654062729
242	 1.89954	 3.89085	 3.83284	 0.59495	-1313.847779087	-14271.322967170	1132.845176300
243	 1.98010	 3.99651	 3.66325	 0.57328	-1313.702997400	-14277.593668343	1140.563694344
244	 1.99023	 4.32392	 3.85459	 0.57622	-1312.194115301	-14276.410074841	1154.468921829
245	 2.07903	 4.34930	 4.04246	 0.60576	-1313.433107780	-14267.836523247	1133.505445445
246	 1.99120	 4.23445	 4.26621	 0.60770	-1312.024677913	-14276.130526704	1155.883747576
247	 2.10626	 4.45574	 4.19209	 0.62420	-1314.430321561	-14272.746462643	1128.443247037
248	 1.98443	 4.24433	 4.38776	 0.62222	-1314.620967408	-14282.029007206	1135.819333130
249	 1.89322	 4.08003	 4.12137	 0.58856	-1313.028662118	-14278.977922461	1148.691301284
250	 1.81750	 3.90402	 4.00488	 0.56799	-1313.001922503	-14283.282278683	1153.263053651
251	 1.85462	 3.95488	 4.18407	 0.61286	-1312.297410961	-14275.660114024	1152.686004417
252	 1.81356	 3.78226	 4.39296	 0.59160	-1311.021270227	-14272.430014276	1162.217312003
253	 1.88135	 3.56663	 4.37616	 0.62436	-1315.138823357	-14274.047241394	1122.659007821
254	 1.78415	 3.78325	 4.31175	 0.66084	-1313.531482259	-14269.210358141	1133.895535550
255	 1.86478	 3.95661	 4.18310	 0.62738	-1313.304426421	-14278.396275867	1145.352011654
256	 1.82760	 3.94419	 4.40255	 0.63015	-1312.622953871	-14279.782358122	1153.552819413
257	 1.92560	 3.81569	 4.16965	 0.65620	-1313.405796016	-14273.520955036	1139.462994880
258	 1.84892	 3.64843	 4.26826	 0.65476	-1311.634758028	-14269.117706047	1152.770125767
259	 1.95598	 3.53170	 4.48220	 0.68371	-1311.323681482	-14270.929018383	1157.692203560
260	 2.00058	 3.43747	 4.26822	 0.70176	-1312.370595635	-14271.870803141	1148.164846793
261	 1.91114	 3.52231	 4.28521	 0.70440	-1313.403002229	-14266.998540555	1132.968518263
262	 1.97110	 3.34710	 4.53581	 0.66865	-1312.351261553	-14266.310703753	1142.798088221
263	 2.04463	 3.41008	 4.67920	 0.66997	-1311.553194162	-14273.911693880	1158.379752261
264	 1.96823	 3.30422	 4.94056	 0.69938	-1313.977804661	-14267.988375166	1128.210328554
265	 1.98388	 3.29613	 4.80628	 0.70627	-1312.537149533	-14258.602521557	1133.231026232
266	 1.94815	 3.38142	 5.00724	 0.68238	-1311.874208850	-14261.677288799	1142.935200296
267	 1.87270	 3.43700	 5.01236	 0.68308	-1312.826432428	-14260.457760785	1132.193436507
268	 1.97058	 3.29435	 5.24276	 0.68029	-1313.287008973	-14260.617493864	1127.747404133
269	 1.92455	 3.49525	 5.52403	 0.68291	-1312.614921754	-14263.894686860	1137.745469324
270	 1.97351	 3.63605	 5.40209	 0.69660	-1313.033233895	-14268.549344423	1138.217005473
271	 1.97114	 3.75745	 5.25677	 0.68596	-1313.142340643	-14263.617411560	1132.194005128
272	 2.01342	 3.60512	 5.35240	 0.71275	-1313.833741855	-14269.071201894	1130.733783341
273	 2.07017	 3.49169	 5.37193	 0.75638	-1314.238491453	-14268.593623477	1126.208708951
274	 1.99019	 3.66397	 5.56608	 0.79513	-1314.089406989	-14270.230925169	1129.336855280
275	 2.04525	 3.51404	 5.90410	 0.76407	-1314.434817351	-14264.959777696	1120.611604187
276	 2.12423	 3.66406	 5.93003	 0.76743	-1310.505247159	-14269.522472726	1164.470001135
277	 2.05489	 3.54324	 6.32449	 0.73474	-1312.608892847	-14270.692299976	1144.603371502
278	 2.05951	 3.40625	 6.36117	 0.73267	-1314.585333961	-14276.124482577	1130.271142965
279	 2.12314	 3.28067	 6.37491	 0.72500	-1315.335092511	-14271.857245510	1118.506320405
280	 2.05287	 3.29096	 6.39492	 0.72728	-1314.186645731	-14265.164620310	1123.298163000
281	 1.98283	 3.40218	 6.52575	 0.75652	-1312.161481545	-14267.525725050	1145.910909595
282	 1.90128	 3.52292	 6.51838	 0.72617	-1312.828872366	-14269.452871840	1141.164148179
