Sample	theta_A	theta_B	theta_C	theta_D	theta_AB	theta_ABC	theta_root	tau_AB	tau_ABC	tau_root	Data-ld-ln	Full-ld-ln	Gene-ld-ln
2716	 1.54195	 2.05940	 4.31680	 5.56330	 1.38440	 1.94028	 5.33872	 0.13315	 0.14500	 0.63215	-1347.557812772	-1401696.220046204	54138.407273906
2717	 1.53919	 1.97373	 4.19202	 5.55334	 1.44599	 1.93681	 5.33016	 0.13291	 0.14474	 0.63102	-1347.757773253	-1401701.161265066	53943.388012561
2718	 1.58220	 1.97021	 4.00936	 5.75158	 1.52035	 1.93336	 5.32067	 0.13268	 0.14448	 0.62990	-1347.722449151	-1401667.270573382	53944.821422509
2719	 1.60374	 1.92952	 4.25592	 5.60564	 1.55881	 1.93765	 5.23646	 0.13297	 0.14480	 0.63130	-1347.736916658	-1401684.105083099	53947.188425201
2720	 1.55729	 1.87173	 4.10371	 5.87745	 1.62783	 1.94110	 5.24577	 0.13321	 0.14506	 0.63242	-1347.781239474	-1401663.937157979	53882.697683891
2721	 1.57415	 1.81862	 4.26906	 6.14509	 1.68002	 1.92897	 5.22953	 0.13280	 0.14823	 0.63046	-1347.626572071	-1401681.677073825	54055.105002667
2722	 1.54021	 1.91604	 4.10875	 6.14987	 1.69980	 1.93047	 5.23360	 0.13290	 0.14834	 0.63095	-1347.695065709	-1401672.928226751	53977.862517836
2723	 1.50707	 1.97908	 4.19526	 6.05796	 1.61979	 1.92715	 5.22461	 0.13267	 0.14809	 0.62987	-1347.771139575	-1401713.891827544	53942.752252202
2724	 1.42175	 2.01664	 4.08579	 5.88119	 1.67265	 1.92477	 5.21816	 0.13251	 0.14791	 0.61041	-1347.442914763	-1401653.844458800	54210.929695385
2725	 1.42416	 2.02005	 3.95232	 6.13248	 1.71173	 1.99271	 5.22698	 0.13273	 0.14816	 0.61144	-1347.771910211	-1401702.384957706	53930.474746539
2726	 1.37220	 2.07324	 4.10068	 6.25059	 1.80205	 2.02413	 5.08975	 0.13248	 0.14788	 0.61028	-1347.852557154	-1401663.808050723	53811.250896701
2727	 1.37658	 2.17095	 3.98442	 5.95280	 1.93561	 2.03059	 5.10600	 0.13290	 0.14835	 0.61223	-1347.859786395	-1401700.384033182	53840.597637862
2728	 1.43070	 2.24750	 3.96927	 5.62649	 1.87808	 2.02287	 4.95490	 0.13240	 0.14778	 0.60990	-1347.715217457	-1401665.961583315	53950.744126665
2729	 1.40231	 2.17980	 3.77076	 5.95215	 1.81232	 2.02811	 5.18605	 0.13274	 0.14817	 0.63780	-1348.142405751	-1401699.764197547	53557.358446248
2730	 1.43156	 2.18348	 3.94469	 6.16743	 1.75346	 2.03153	 5.19479	 0.13296	 0.14842	 0.63887	-1348.075996627	-1401705.374936367	53629.378308968
2731	 1.38361	 2.18652	 3.95019	 6.61167	 1.75591	 2.12049	 5.20204	 0.13315	 0.14862	 0.63976	-1347.911748477	-1401673.829111604	53762.080634203
2732	 1.43989	 2.07965	 4.10787	 6.96699	 1.71280	 2.20000	 5.33108	 0.13266	 0.14808	 0.63740	-1348.138387143	-1401673.294324937	53534.907182189
2733	 1.36952	 2.12789	 3.89250	 6.69106	 1.74765	 2.19103	 5.15142	 0.13212	 0.14747	 0.63480	-1348.137079514	-1401681.237689287	53544.158174898
2734	 1.40511	 2.22231	 4.10932	 6.50607	 1.75063	 2.19477	 5.16020	 0.13234	 0.14772	 0.63589	-1348.023972134	-1401639.635986606	53615.663852773
2735	 1.40960	 2.14325	 4.12245	 6.52686	 1.71581	 2.20178	 5.17669	 0.13277	 0.14820	 0.63792	-1348.047110813	-1401698.733759662	53651.622946337
2736	 1.46410	 2.09147	 4.25190	 6.35561	 1.71899	 2.20586	 5.18629	 0.13301	 0.14847	 0.65553	-1348.317345910	-1401736.086794656	53418.740884664
2737	 1.46038	 2.08616	 4.06387	 6.22294	 1.69127	 2.20026	 5.17311	 0.13267	 0.14809	 0.65386	-1348.181685373	-1401701.194135951	53519.508762992
2738	 1.50309	 2.00542	 4.22616	 6.51879	 1.69127	 2.20026	 5.17311	 0.13267	 0.14809	 0.65386	-1348.026984676	-1401715.036546535	53688.051870327
2739	 1.53204	 1.98680	 4.46804	 6.83449	 1.61527	 2.13779	 5.19033	 0.13312	 0.14859	 0.65604	-1348.102481728	-1401749.126281272	53646.644553076
2740	 1.56839	 1.91196	 4.25285	 6.92015	 1.55677	 2.13143	 5.17490	 0.13272	 0.14814	 0.65409	-1347.888657166	-1401720.860421091	53832.203255115
2741	 1.63547	 1.97629	 4.24417	 6.94237	 1.47856	 2.20052	 5.19151	 0.13315	 0.14862	 0.65619	-1347.998168896	-1401664.784504075	53666.615607708
2742	 1.53596	 2.02692	 4.40519	 7.40659	 1.56320	 2.20426	 5.20034	 0.13337	 0.14887	 0.65730	-1348.287188527	-1401720.666018432	53433.477491691
2743	 1.49337	 1.97999	 4.56304	 7.12424	 1.50106	 2.13117	 5.21242	 0.13368	 0.14922	 0.65883	-1347.976533258	-1401668.688400044	53692.155142475
2744	 1.54412	 2.06749	 4.73955	 7.26879	 1.42939	 2.13039	 5.21051	 0.13363	 0.14916	 0.65859	-1347.993024555	-1401674.566909624	53681.542354589
2745	 1.54118	 2.15684	 4.51604	 7.25493	 1.50116	 2.21347	 5.20058	 0.13338	 0.14888	 0.65734	-1348.184669543	-1401740.885827630	53556.216284872
2746	 1.59495	 2.07695	 4.36750	 6.94004	 1.53712	 2.20999	 5.19240	 0.13317	 0.14865	 0.65630	-1348.061047565	-1401687.300639751	53626.253074468
2747	 1.64839	 2.08530	 4.15424	 6.68182	 1.59390	 2.21887	 5.21326	 0.13370	 0.15152	 0.65894	-1348.161863034	-1401719.364733572	53557.501699717
2748	 1.62469	 1.98688	 4.16793	 6.70384	 1.54542	 2.22618	 5.23044	 0.13414	 0.15202	 0.66111	-1348.150597560	-1401694.565814749	53543.968254841
2749	 1.55911	 1.90273	 4.04630	 7.05030	 1.63810	 2.21702	 5.20891	 0.13146	 0.15139	 0.65839	-1348.141493204	-1401691.939570139	53550.446365884
2750	 1.50890	 1.86504	 3.94451	 6.87765	 1.64350	 2.16801	 4.95150	 0.13189	 0.15189	 0.66056	-1348.139206241	-1401700.233728653	53561.027487328
2751	 1.44206	 1.81542	 3.95577	 7.08388	 1.67827	 2.17420	 4.96563	 0.13227	 0.15232	 0.66244	-1347.924500289	-1401709.338486708	53784.838197601
2752	 1.37821	 1.74356	 3.95577	 6.81239	 1.65160	 2.17420	 4.88102	 0.13227	 0.15232	 0.65408	-1347.752058656	-1401657.870329509	53905.811673943
2753	 1.37939	 1.77050	 3.90472	 6.81818	 1.69130	 2.17605	 4.88517	 0.13238	 0.15245	 0.65463	-1347.885576133	-1401712.969533993	53827.393401042
2754	 1.44807	 1.85226	 3.76230	 7.01229	 1.65700	 2.09966	 5.06839	 0.13281	 0.15294	 0.65675	-1348.004374534	-1401738.442646573	53734.068112931
2755	 1.46979	 1.95044	 3.63108	 7.38978	 1.65587	 2.09822	 5.27769	 0.13272	 0.15387	 0.65630	-1347.976447489	-1401750.597948840	53774.150459893
2756	 1.46224	 2.04285	 3.74675	 7.35184	 1.60757	 2.17636	 5.05254	 0.13204	 0.15308	 0.65293	-1348.008045885	-1401720.200534395	53712.154649098
2757	 1.44430	 2.11799	 3.62333	 7.22322	 1.66183	 2.18487	 5.22590	 0.13256	 0.15368	 0.65549	-1348.195459064	-1401752.636789029	53557.177724598
2758	 1.51480	 2.23255	 3.72955	 7.01106	 1.58426	 2.28242	 5.24328	 0.13300	 0.15419	 0.65767	-1347.979908452	-1401738.457032104	53758.548580155
2759	 1.54914	 2.16415	 3.50788	 6.80966	 1.56077	 2.23295	 5.14776	 0.13327	 0.15451	 0.65901	-1348.146676912	-1401739.635792808	53592.958880675
2760	 1.55272	 2.25694	 3.60444	 6.82539	 1.56038	 2.23811	 5.06304	 0.13358	 0.15486	 0.66053	-1347.924821414	-1401662.481631868	53737.660218318
2761	 1.45651	 2.20194	 3.51912	 6.55366	 1.51441	 2.24571	 5.08023	 0.13403	 0.15617	 0.66278	-1348.163648578	-1401709.838886225	53546.190308077
2762	 1.53223	 2.33170	 3.52605	 6.30977	 1.51739	 2.25013	 5.09023	 0.13429	 0.15648	 0.66408	-1348.051759339	-1401699.913254444	53648.153915308
2763	 1.47472	 2.24284	 3.41470	 6.01495	 1.58207	 2.24497	 5.20795	 0.13399	 0.15612	 0.66256	-1348.111586554	-1401711.513236466	53599.926682441
2764	 1.50875	 2.23524	 3.49594	 6.32191	 1.53827	 2.23737	 4.90747	 0.13353	 0.15559	 0.66031	-1348.104734056	-1401699.261622396	53594.527566503
2765	 1.44004	 2.13476	 3.58103	 6.58337	 1.52048	 2.34158	 5.15046	 0.13312	 0.15163	 0.65826	-1348.164596725	-1401712.115588220	53547.518863689
2766	 1.47958	 2.05353	 3.76019	 6.24002	 1.60122	 2.34781	 5.16417	 0.13347	 0.15203	 0.66001	-1348.370619444	-1401710.734828098	53340.115383779
2767	 1.47721	 2.05024	 3.94808	 6.23002	 1.66680	 2.34405	 5.15589	 0.13326	 0.15179	 0.65896	-1348.273931792	-1401716.643783005	53442.711991204
2768	 1.55260	 2.17503	 4.15652	 6.23002	 1.66680	 2.34405	 5.15589	 0.13326	 0.15179	 0.65896	-1348.430370820	-1401740.641339439	53310.270519391
2769	 1.55670	 2.16193	 4.35400	 6.46744	 1.63865	 2.35025	 5.16954	 0.13361	 0.15219	 0.66070	-1348.270982378	-1401691.757932910	53420.775554460
2770	 1.61057	 2.10906	 4.14479	 6.45956	 1.58678	 2.34739	 5.16324	 0.13345	 0.15201	 0.65989	-1348.363207402	-1401743.303912534	53380.096510786
2771	 1.60659	 2.21761	 3.87918	 6.75565	 1.57595	 2.34159	 5.15049	 0.13312	 0.15163	 0.65826	-1348.204093268	-1401703.647199041	53499.553931450
2772	 1.69004	 2.25207	 3.87548	 6.48333	 1.53770	 2.33935	 5.14557	 0.13299	 0.15149	 0.65764	-1348.271406771	-1401708.617643646	53437.210872449
2773	 1.75383	 2.19805	 3.92322	 6.77193	 1.51092	 2.34233	 5.15212	 0.13316	 0.15168	 0.65847	-1348.360317050	-1401706.323164216	53346.006114187
2774	 1.84846	 2.27107	 4.13364	 6.62128	 1.43515	 2.34646	 5.16120	 0.13339	 0.15195	 0.65963	-1348.323272717	-1401737.895212844	53414.622496000
2775	 1.86040	 2.21513	 4.22412	 6.64386	 1.38882	 2.35446	 5.17880	 0.13385	 0.15246	 0.66188	-1348.440804437	-1401755.422954015	53314.618516918
2776	 1.78228	 2.09618	 4.42283	 6.62222	 1.35382	 2.34679	 5.16193	 0.13341	 0.15197	 0.65973	-1348.261141893	-1401694.366354527	53433.224461663
2777	 1.84581	 2.20338	 4.37441	 6.78211	 1.35694	 2.22045	 5.17525	 0.13376	 0.15236	 0.66143	-1348.170266201	-1401742.622945351	53572.356744369
2778	 1.93968	 2.19889	 4.13249	 7.09385	 1.31760	 2.21593	 5.31952	 0.13348	 0.15205	 0.66541	-1348.399345849	-1401769.347193443	53370.001344241
2779	 1.85445	 2.29568	 4.14133	 6.91743	 1.27894	 2.22066	 5.33089	 0.13377	 0.15237	 0.66684	-1348.196621878	-1401727.218314872	53530.596436766
2780	 1.81580	 2.18027	 4.31258	 6.65129	 1.28226	 2.12595	 5.34472	 0.13412	 0.15277	 0.66857	-1348.236444477	-1401727.771485421	53491.327008561
2781	 1.77567	 2.27975	 4.51162	 6.67327	 1.32825	 2.13297	 5.21343	 0.13456	 0.15327	 0.67077	-1348.236953860	-1401704.136094078	53467.182234244
2782	 1.72958	 2.29320	 4.65801	 6.72505	 1.26229	 2.12351	 5.19032	 0.13396	 0.15259	 0.66780	-1347.975038528	-1401708.024120186	53732.985592161
2783	 1.73342	 2.39465	 4.87928	 6.31032	 1.29514	 2.12823	 5.20183	 0.13426	 0.15293	 0.66928	-1347.969659256	-1401712.811657683	53743.152401729
2784	 1.73954	 2.31219	 4.70773	 6.33261	 1.35310	 2.13574	 5.22020	 0.13473	 0.15347	 0.67165	-1348.012551543	-1401700.604432112	53688.052889172
2785	 1.67789	 2.41491	 4.64464	 6.11498	 1.35752	 2.14272	 5.23726	 0.13517	 0.15397	 0.67384	-1348.040656343	-1401742.996399459	53702.340056426
2786	 1.68361	 2.54518	 4.85488	 5.98620	 1.36215	 2.15002	 5.25510	 0.13564	 0.15450	 0.67614	-1348.198815653	-1401728.072669238	53529.257016352
2787	 1.75324	 2.50903	 5.00713	 6.29870	 1.35737	 2.07068	 5.23668	 0.13516	 0.15396	 0.68293	-1348.145442138	-1401742.921898558	53597.479760841
2788	 1.79990	 2.57403	 5.28039	 6.27687	 1.40961	 2.07773	 5.25451	 0.13562	 0.15448	 0.68526	-1347.936630853	-1401673.232672607	53736.601819889
2789	 1.83807	 2.66423	 5.09065	 6.29735	 1.37840	 2.08451	 5.45037	 0.13606	 0.14870	 0.68749	-1348.005358773	-1401694.555134478	53689.196361645
2790	 1.78603	 2.80552	 4.91274	 6.31554	 1.32636	 2.09053	 5.46611	 0.13646	 0.14913	 0.68948	-1348.107872272	-1401733.734475905	53625.862204056
2791	 1.81605	 2.76134	 4.89566	 6.46451	 1.38739	 2.08326	 5.44710	 0.13598	 0.14861	 0.68708	-1348.099570124	-1401708.303540359	53608.733416623
2792	 1.81260	 2.75610	 4.88636	 6.67019	 1.31613	 2.14487	 5.43676	 0.13572	 0.14832	 0.68578	-1348.083282533	-1401733.394925834	53650.112392576
2793	 1.85331	 2.75610	 5.16674	 6.67019	 1.37835	 2.14487	 5.43676	 0.13572	 0.14832	 0.68578	-1348.136883158	-1401699.488500150	53562.605341719
2794	 1.95141	 2.81680	 5.40451	 6.34967	 1.31146	 2.13926	 5.42254	 0.13537	 0.14794	 0.68398	-1348.201241408	-1401759.109280495	53557.867872933
2795	 2.06914	 2.77567	 5.41366	 6.63682	 1.21974	 2.14288	 5.43172	 0.13560	 0.14819	 0.68514	-1348.372827708	-1401747.051988670	53374.224280471
2796	 2.14741	 2.81608	 5.21622	 6.86597	 1.27633	 2.09441	 5.42407	 0.13541	 0.14798	 0.68418	-1348.102420252	-1401712.154669349	53609.734417270
2797	 2.14440	 2.81213	 4.95751	 6.44634	 1.24949	 2.09148	 5.41647	 0.13522	 0.14777	 0.68322	-1347.975007825	-1401748.364981112	53773.357156271
2798	 2.22128	 2.70494	 4.77559	 6.70742	 1.19393	 1.97363	 5.39448	 0.13467	 0.14717	 0.68044	-1348.173849692	-1401742.487850198	53568.638158383
2799	 2.30573	 2.77004	 5.01329	 6.70457	 1.19343	 1.97280	 5.39219	 0.13461	 0.15202	 0.68015	-1347.881309189	-1401719.276884219	53837.967695000
2800	 2.34767	 2.81960	 4.78165	 6.99886	 1.22122	 1.96893	 5.38163	 0.13435	 0.15172	 0.67882	-1347.881035811	-1401723.144584975	53842.108773525
2801	 2.25881	 2.78217	 4.68993	 7.37444	 1.22460	 1.97439	 5.20367	 0.13472	 0.15214	 0.68070	-1347.656953977	-1401627.097472034	53970.143494653
2802	 2.31004	 2.67057	 4.48537	 7.55723	 1.19389	 1.96693	 5.18401	 0.13421	 0.15157	 0.67813	-1347.739690499	-1401642.172851951	53902.482352804
2803	 2.31769	 2.56096	 4.72211	 7.15702	 1.19784	 2.03791	 5.20119	 0.13465	 0.15207	 0.68038	-1347.720418093	-1401650.823744357	53930.405651058
2804	 2.24249	 2.63994	 4.99901	 7.13035	 1.16537	 2.03032	 5.18181	 0.13415	 0.15150	 0.67784	-1347.748808477	-1401691.734890655	53942.926413392
2805	 2.29861	 2.49915	 4.69893	 6.75895	 1.14394	 2.02688	 5.30825	 0.13393	 0.15125	 0.67669	-1347.946279446	-1401738.933433330	53792.653987066
2806	 2.36313	 2.64419	 4.52739	 6.99939	 1.17969	 2.03012	 5.18017	 0.13414	 0.15149	 0.67778	-1347.876094316	-1401711.735409090	53835.641093558
2807	 2.26882	 2.52696	 4.40540	 6.74017	 1.13539	 2.02080	 5.19344	 0.13448	 0.15188	 0.67951	-1347.655317697	-1401720.252742931	54064.935046251
2808	 2.35070	 2.57326	 4.49440	 6.50833	 1.11968	 2.01478	 4.96485	 0.13408	 0.15142	 0.67749	-1347.792990714	-1401717.531854389	53924.541140380
2809	 2.24796	 2.62298	 4.29832	 6.53660	 1.10639	 2.02353	 5.10072	 0.13467	 0.15208	 0.68043	-1347.810823669	-1401748.506908568	53937.683239298
2810	 2.14647	 2.52262	 4.19563	 6.38958	 1.06389	 2.13038	 5.30132	 0.13508	 0.15255	 0.68252	-1348.018996843	-1401799.604206460	53780.607363570
2811	 2.09401	 2.61697	 4.00700	 6.48490	 1.08148	 2.12706	 5.09538	 0.13487	 0.15231	 0.68145	-1348.004219321	-1401757.793001569	53753.573680961
2812	 2.08779	 2.49836	 3.79927	 6.74517	 1.07827	 2.19645	 5.08025	 0.13447	 0.15186	 0.69551	-1348.076840970	-1401721.415351705	53644.574381584
2813	 2.12166	 2.41572	 3.67787	 6.97506	 1.09223	 2.19864	 5.08531	 0.13460	 0.15201	 0.69620	-1348.093967127	-1401773.339287348	53679.372160733
2814	 2.05894	 2.49685	 3.77602	 6.89038	 1.05207	 2.20683	 4.89488	 0.13510	 0.15258	 0.69880	-1347.955286043	-1401713.937782737	53758.651740039
2815	 2.16082	 2.58576	 3.91901	 7.07154	 1.02467	 2.10184	 5.12686	 0.13541	 0.15292	 0.70037	-1347.891010363	-1401728.481855889	53837.471493174
2816	 2.22402	 2.70434	 3.87583	 6.72287	 1.07414	 2.11087	 5.14888	 0.13599	 0.15358	 0.70338	-1347.995362371	-1401731.918101216	53736.555729951
2817	 2.10902	 2.83301	 3.79852	 6.74469	 1.05852	 2.21284	 4.90523	 0.13643	 0.15407	 0.70566	-1347.951064416	-1401734.477571541	53783.413155668
2818	 2.20002	 2.90941	 3.68071	 6.45868	 1.05506	 2.20562	 4.88922	 0.13598	 0.15357	 0.70335	-1347.826616475	-1401715.128835059	53888.512359651
2819	 2.17806	 2.87061	 3.51265	 6.48659	 1.09566	 2.21515	 4.91035	 0.13657	 0.15423	 0.70639	-1347.838957149	-1401747.765388546	53908.808239352
2820	 2.04626	 2.96019	 3.70183	 6.28789	 1.15205	 2.14322	 4.89337	 0.13610	 0.15370	 0.70395	-1347.891510258	-1401743.641553262	53852.131295708
2821	 1.93081	 2.83651	 3.83692	 6.58908	 1.11483	 2.15132	 4.91187	 0.13661	 0.15428	 0.70661	-1347.869211214	-1401767.515491030	53898.304276695
2822	 1.87700	 2.96190	 4.02321	 6.58175	 1.11359	 2.14893	 4.90640	 0.13646	 0.15411	 0.70583	-1347.723724628	-1401705.818836699	53982.094209168
2823	 1.81117	 3.03858	 3.84198	 6.92513	 1.14621	 2.14176	 5.00119	 0.13601	 0.15360	 0.70347	-1347.943267867	-1401735.997485810	53792.729618435
2824	 1.81677	 2.95548	 3.97894	 7.31999	 1.11773	 2.24147	 5.07023	 0.13643	 0.15407	 0.70565	-1347.990056717	-1401682.433168880	53692.376451782
2825	 1.90176	 2.89104	 4.17811	 7.29421	 1.15307	 2.23358	 5.05238	 0.13595	 0.15353	 0.68220	-1347.969836754	-1401720.758533796	53750.921780103
2826	 1.84560	 2.70581	 3.96826	 7.11965	 1.07297	 2.30839	 5.03179	 0.13539	 0.15290	 0.67942	-1348.207125215	-1401714.414064679	53507.288849336
2827	 1.93114	 2.63416	 3.95407	 7.28975	 1.12294	 2.30014	 5.01379	 0.13491	 0.15236	 0.67699	-1348.043612757	-1401725.111148649	53681.498391606
2828	 1.92480	 2.73188	 3.76546	 7.47730	 1.11925	 2.29259	 4.99734	 0.13447	 0.15186	 0.69318	-1348.299883831	-1401694.918195222	53395.034364427
2829	 1.84825	 2.64000	 3.74917	 7.44495	 1.14341	 2.28267	 4.97571	 0.13388	 0.15120	 0.69018	-1348.157442940	-1401720.412094460	53562.969154925
2830	 1.90408	 2.72912	 3.59500	 7.33416	 1.16418	 2.23038	 5.15770	 0.13401	 0.15134	 0.69081	-1348.068537268	-1401745.296759953	53676.759491762
2831	 1.97814	 2.80967	 3.47892	 7.31742	 1.20946	 2.22529	 5.14592	 0.13370	 0.15113	 0.68923	-1348.087869902	-1401760.896352914	53673.026451064
2832	 2.02433	 2.88819	 3.47254	 7.30401	 1.26453	 2.22121	 5.13649	 0.13345	 0.15086	 0.68797	-1348.089797281	-1401759.348275336	53669.550994717
2833	 2.12063	 2.75427	 3.28894	 7.49655	 1.20128	 2.23004	 5.15692	 0.13551	 0.15146	 0.69071	-1348.098104294	-1401693.087119891	53594.982825871
2834	 2.21017	 2.75108	 3.33616	 7.64579	 1.23724	 2.22746	 5.15093	 0.13535	 0.15128	 0.68991	-1348.214178981	-1401745.460777545	53531.281796494
2835	 2.20889	 2.90671	 3.19929	 7.64135	 1.23652	 2.22616	 5.14794	 0.13528	 0.15119	 0.68950	-1348.131588895	-1401799.654978146	53668.066083408
2836	 2.25099	 3.02536	 3.20808	 8.01245	 1.28586	 2.23227	 5.16207	 0.13565	 0.15161	 0.70539	-1348.258665376	-1401787.957472987	53529.292096624
2837	 2.32571	 3.02098	 3.11832	 8.03614	 1.35150	 2.23887	 5.17733	 0.13605	 0.15206	 0.70747	-1348.308961927	-1401799.190975210	53490.229048521
2838	 2.27378	 3.16645	 3.13336	 8.42950	 1.42485	 2.24967	 5.20230	 0.13670	 0.15279	 0.71088	-1348.199194388	-1401754.699952330	53555.505564630
2839	 2.16007	 3.28263	 3.03898	 8.04029	 1.33863	 2.24362	 5.18831	 0.13634	 0.15238	 0.72929	-1348.414254246	-1401767.202491374	53352.948245578
2840	 2.03848	 3.29825	 3.05344	 8.07856	 1.29301	 2.19864	 5.21300	 0.13699	 0.15310	 0.73276	-1348.179942128	-1401737.745686270	53557.803558640
2841	 2.03841	 3.47381	 3.13062	 8.29481	 1.34498	 2.14926	 5.03032	 0.13698	 0.15310	 0.73274	-1348.004831640	-1401770.568354780	53765.736715022
2842	 1.97010	 3.57299	 3.22875	 8.07892	 1.33978	 2.14096	 4.86352	 0.13645	 0.15251	 0.72991	-1347.883787439	-1401744.260230119	53860.472791006
2843	 1.87976	 3.66317	 3.38067	 7.90751	 1.28064	 2.20915	 4.87065	 0.13665	 0.15273	 0.73098	-1347.692016877	-1401668.579989062	53976.563111958
2844	 1.92538	 3.93272	 3.36850	 8.13749	 1.35225	 2.20120	 4.85312	 0.13616	 0.15218	 0.72834	-1347.956894326	-1401740.967930366	53784.073604162
2845	 1.92213	 3.93272	 3.22589	 8.58692	 1.35225	 2.20120	 4.85312	 0.13616	 0.15218	 0.72834	-1347.922443919	-1401725.415111209	53802.971192658
2846	 1.82407	 3.74881	 3.30764	 8.77962	 1.31649	 2.24541	 4.84347	 0.13732	 0.15188	 0.73212	-1347.977285228	-1401716.437166948	53739.151938670
2847	 1.91025	 3.65801	 3.18666	 8.77962	 1.27878	 2.24541	 5.03429	 0.13732	 0.15188	 0.73212	-1347.954383990	-1401727.671720893	53773.287731160
2848	 1.95709	 3.67012	 3.37678	 8.48631	 1.22809	 2.25285	 5.05096	 0.13777	 0.15238	 0.73455	-1348.083364712	-1401784.903611364	53701.538899521
2849	 1.96212	 3.67955	 3.52741	 8.06142	 1.27512	 2.25864	 5.06394	 0.13812	 0.15277	 0.75427	-1348.344325327	-1401755.945916432	53411.620589308
2850	 1.96476	 3.86587	 3.38363	 7.72672	 1.33574	 2.19968	 5.21078	 0.13793	 0.15298	 0.75528	-1348.098221191	-1401660.506173263	53562.284981936
2851	 2.01416	 4.04440	 3.26956	 7.55416	 1.27799	 2.20919	 4.94654	 0.13852	 0.15364	 0.75855	-1347.984348430	-1401715.702595838	53731.354165761
2852	 1.96042	 3.90485	 3.28887	 7.56966	 1.22851	 2.21372	 4.95669	 0.13923	 0.15396	 0.76011	-1347.879954645	-1401737.872527303	53857.917881890
2853	 1.91832	 3.99611	 3.38664	 7.32686	 1.25606	 2.20749	 4.94274	 0.13883	 0.15352	 0.75797	-1347.929183789	-1401698.087811739	53768.904022544
2854	 1.95056	 4.04248	 3.24775	 7.51070	 1.17864	 2.19506	 5.06352	 0.13805	 0.15266	 0.75370	-1347.890978623	-1401719.663576402	53828.684952963
2855	 2.03942	 3.86051	 3.33561	 7.91255	 1.18205	 2.20142	 5.07818	 0.13845	 0.15310	 0.75588	-1348.083968064	-1401809.137350193	53725.169286391
2856	 1.94367	 3.79151	 3.50934	 7.71350	 1.12237	 2.20142	 5.07818	 0.13845	 0.15310	 0.73024	-1347.937642776	-1401784.374877081	53846.732101112
2857	 2.05156	 3.89298	 3.65746	 7.46874	 1.18187	 2.18594	 4.89757	 0.13896	 0.15366	 0.73291	-1347.934997553	-1401740.520359652	53805.522806893
2858	 2.13599	 4.03247	 3.66555	 7.48527	 1.16709	 2.11999	 4.90841	 0.13927	 0.15400	 0.73453	-1347.754768420	-1401701.875051950	53947.106632400
2859	 2.23393	 4.14184	 3.84564	 6.86034	 1.13818	 2.11398	 4.89451	 0.13887	 0.15356	 0.73245	-1347.794714773	-1401751.612935318	53956.898162411
2860	 2.24100	 4.01953	 4.01500	 6.88205	 1.07812	 2.18270	 4.91000	 0.13931	 0.15405	 0.73477	-1347.797125009	-1401751.499193162	53954.374184273
2861	 2.11168	 3.80409	 3.85198	 6.67764	 1.11579	 2.17739	 4.89805	 0.13897	 0.15367	 0.73298	-1347.893211257	-1401749.538330385	53856.327073265
2862	 2.11168	 3.90652	 3.71058	 6.67764	 1.11579	 2.11495	 4.89805	 0.14488	 0.15920	 0.73298	-1347.767868912	-1401751.848022272	53983.979110708
2863	 2.18206	 4.11451	 3.57580	 6.65763	 1.11245	 2.10861	 4.88338	 0.14445	 0.15872	 0.73078	-1347.878027270	-1401771.592783113	53893.565513587
2864	 2.27120	 3.98780	 3.42565	 6.67733	 1.05650	 2.20590	 5.03539	 0.14487	 0.15919	 0.73295	-1347.912564240	-1401796.445383641	53883.881143427
2865	 2.43485	 4.00538	 3.59833	 6.42051	 1.02834	 2.21562	 4.89836	 0.14551	 0.15989	 0.73618	-1347.898073162	-1401750.390472859	53852.317310564
